Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,3,1687.278,1664.8224,1664.7943,1677.5187,1692.4896,1699.3571,1706.705,1712.701,1732.5538,1769.1856,1796.7165
1C,5,2036.61,2021.0289,2016.6962,2005.4031,2005.3068,2015.7583,2017.701,2021.6538,2036.2752,2063.6254,2090.0888
1C,2,1577.2704,1570.8591,1573.084,1583.0346,1594.0876,1604.5188,1619.9721,1635.9968,1658.6345,1701.1397,1725.6484
1C,3,1777.7784,1767.2268,1765.1667,1780.5832,1789.4527,1797.9226,1803.4952,1806.2277,1817.7206,1846.1408,1883.5485
1C,3,2030.5378,2010.2321,2001.885,2013.2818,2030.3738,2047.2672,2060.9157,2069.6509,2083.6285,2117.7007,2150.6178
1C,2,1661.9327,1646.8897,1655.3222,1661.121,1677.8417,1691.7542,1701.6169,1730.5537,1762.1724,1804.4755,1821.673
1C,3,2044.6775,2037.0133,2023.8354,2039.5811,2060.6668,2074.114,2094.5771,2114.2935,2138.7147,2177.0962,2230.3186
1C,2,1937.6821,1916.5408,1916.8615,1949.9248,1960.8343,1983.5689,1991.1533,2008.2905,2036.353,2092.9373,2132.3722
1C,2,1858.3508,1838.5153,1846.8387,1849.5477,1861.1444,1876.1908,1888.6509,1902.8197,1924.0911,1944.9343,1975.4576
1C,3,1887.4741,1860.5115,1857.7772,1884.6261,1880.7507,1885.3261,1894.6743,1905.9812,1923.6831,1969.235,2004.866
1C,3,1859.7802,1845.3919,1832.5093,1837.6721,1862.5726,1867.3046,1879.1692,1902.7359,1916.2909,1939.8767,1971.1649
1C,2,1600.3538,1592.0577,1597.9002,1633.723,1653.1,1668.9058,1672.5571,1682.0993,1704.4462,1743.8012,1790.3671
1C,3,2063.8475,2032.9186,2028.9571,2055.9706,2067.9644,2087.6714,2098.1502,2113.9691,2130.232,2189.1054,2226.0372
