Chem, Val-Slope, Val-Intercept, Val-R2, Val-RMSE, Val-%RMSE, Cal-Slope, Cal-Intercept, Cal-R2, Cal-RMSE, Cal-%RMSE
1C, 0.024979810629987893, 373.04417154643465, 0.022502078104165185, 2465.1636208305217, 2.788142890820581,0.30261937770959846, 350.2971275070395, 0.3115987855586903, 2008.9672503011711,2.6986798791525866
Co, 0.30174374066031767, 63.0882763048507, 0.34802918035018593, 185.5173645023791, 0.686020658219226,0.19415323828354894, 95.27528213912903, 0.275857715523934, 318.7790473214188,1.2711902613855544
Cr, 0.2472924629313625, 321.72613701619775, 0.15477385139719244, 173.4132033574684, 0.4456074662636147,0.22799605248874324, 329.2695268106949, 0.2821540131565395, 233.89029930783983,0.4747561033532433
Cu, 0.38553035847513206, 3083.617108521372, 0.5951047204912536, 4568.913438794788, 0.3587641692351561,0.47372049805665917, 3069.864479558539, 0.6397818550650202, 3454.151275704116,0.389732707912273
As, 0.5336595635830637, 35.22253725303014, 0.15972157499456127, 70.91311727566841, 1.2582659494863488,0.3162730734275109, 41.06987167702697, 0.3134693346607005, 81.49751296859728,1.9707668303592347
Ni, 0.4119664746755955, 867.6899339274171, 0.44320772026596844, 894.7277986402881, 0.8036648070821757,0.23923896481759607, 1168.771485447556, 0.30127933064977297, 1547.0696840162695,0.7063388611910572
Sr, 0.0311684714069466, 42564.348544711516, 0.001109402929164559, 32569.34855966097, 0.9426980690475479,0.3327731012917859, 28242.804232866936, 0.3057370011740939, 29199.58576808886,3.1718382735869763
Zn, 0.057634080475708026, 49541.030619290264, 0.06343638289673605, 159938.81974694828, 0.549247487932529,0.33904751160806523, 40618.66108960339, 0.4052241295535389, 81355.20937074168,0.7057416126082928
