0,1,2,3
002-ER18,110.50377833753149,-1684.366030188612,Validation
038-ER18,15.260545905707202,-553.9050801711115,Validation
065-ER18,54.18952618453865,1652.7407299079787,Validation
077-ER18,383.2160804020101,213.96099080559725,Validation
078-ER18,140.7462686567164,769.2046890384954,Validation
137-ER18,1276.827411167513,1532.7875364734646,Validation
142-ER18,897.005076142132,908.4424288959381,Validation
187-ER18,48.784810126582265,93.93182028797578,Validation
194-ER18,1457.8934010152288,3198.1285489750535,Validation
199-ER18,161.76178660049632,1312.2196037141766,Validation
211-ER18,28.096446700507627,-32.07268160181775,Validation
216-ER18,47.26817042606517,-871.7280083003461,Validation
226-ER18,185.2592592592593,-31.07617198691878,Validation
238-ER18,154.64019851116626,1258.99853213194,Validation
255-ER18,103.00995024875621,143.64802065816573,Validation
293-ER18,70.02475247524755,173.27626744521507,Validation
301-ER18,168.46534653465355,2100.1130297452464,Validation
304-ER18,1418.7623762376238,348.7272449743135,Validation
311-ER18,4313.6049382716055,4395.336301860858,Validation
320-ER18,91.11111111111107,849.4199454023817,Validation
323-ER18,22.326732673267326,568.7214720084681,Validation
328-ER18,34.419753086419746,713.5699282499377,Validation
331-ER18,26.783919597989954,704.2574022818949,Validation
336-ER18,804.4303797468355,1026.106200678245,Validation
353-ER18,60.74074074074074,-199.08925496531324,Validation
372-ER18,6602.942643391521,4445.439611582093,Validation
383-ER18,582.1999999999998,148.14696658277535,Validation
396-ER18,49.604938271604944,-67.06281627195457,Validation
398-ER18,135.6543209876543,-320.4616945358299,Validation
406-ER18,180.6435643564357,989.6480905394055,Validation
410-ER18,1305.925925925926,1159.748215564552,Validation
429-ER18,414.15189873417717,1571.9469002039514,Validation
437-ER18,160.9629629629629,1044.0384094478547,Validation
450-ER18,2335.481481481481,3518.8457481551723,Validation
469-ER18,5070.945273631841,2354.310562570207,Validation
476-ER18,1291.7530864197533,401.63996083586,Validation
001-ER18,65.06297229219143,-535.0367830352698,Calibration
003-ER18,240.02512562814084,-715.5510613550941,Calibration
004-ER18,201.8939393939394,-1177.6409437526454,Calibration
005-ER18,131.85929648241208,-143.64305787677586,Calibration
006-ER18,35.69651741293532,352.6789030917935,Calibration
007-ER18,86.75062972292194,-167.4786402957543,Calibration
008-ER18,91.225,-1159.1150301146408,Calibration
009-ER18,379.97474747474746,302.35481145877566,Calibration
010-ER18,94.45569620253164,-239.31155982062774,Calibration
011-ER18,146.86567164179104,398.06769609510957,Calibration
012-ER18,138.69135802469134,870.1864986157343,Calibration
013-ER18,570.9629629629627,-272.4735419025674,Calibration
015-ER18,635.7530864197531,313.82147741566223,Calibration
016-ER18,102.5,-322.83103485737956,Calibration
017-ER18,30.29556650246305,1162.4014494616276,Calibration
018-ER18,130.59259259259258,-318.04037816556956,Calibration
019-ER18,62.76543209876542,529.4630994250765,Calibration
020-ER18,162.37623762376236,1028.2524898389568,Calibration
021-ER18,2436.306532663317,2504.699497586851,Calibration
022-ER18,3590.8564231738037,3428.0514130650517,Calibration
024-ER18,2392.0049504950503,3411.7647452413075,Calibration
027-ER18,1840.421836228288,2392.485778171769,Calibration
028-ER18,1354.1191066997521,1887.808603337122,Calibration
029-ER18,1158.9195979899498,2693.1533195824304,Calibration
031-ER18,21.206896551724157,-1385.2367724714272,Calibration
032-ER18,6.089108910891091,123.964911268041,Calibration
035-ER18,49.97512437810946,146.54897986603257,Calibration
036-ER18,39.57920792079208,1331.279331572702,Calibration
039-ER18,32.55583126550869,666.4218178007015,Calibration
040-ER18,66.79197994987469,617.1706283658523,Calibration
043-ER18,122.38805970149258,-85.04058961568175,Calibration
044-ER18,2089.875311720698,1393.7044790922337,Calibration
045-ER18,103.51485148514851,-305.9192518436939,Calibration
046-ER18,873.9205955334987,1624.739137347402,Calibration
047-ER18,371.6256157635468,-144.6342298688578,Calibration
048-ER18,163.5960591133005,-105.91176370522953,Calibration
050-ER18,325.55831265508687,525.034939117897,Calibration
051-ER18,42.62376237623764,800.3769214921922,Calibration
052-ER18,114.67821782178218,214.08522652320244,Calibration
053-ER18,138.04020100502515,70.42415794567205,Calibration
054-ER18,306.2025316455696,1927.1810532758282,Calibration
055-ER18,390.7654320987654,2064.563583043486,Calibration
056-ER18,1389.3316831683167,2216.490629513519,Calibration
057-ER18,1466.0297766749381,1261.3636227965399,Calibration
058-ER18,927.356608478803,2277.151119004666,Calibration
062-ER18,745.175,2948.027555644542,Calibration
067-ER18,48.95522388059701,-140.955571045728,Calibration
069-ER18,19.37810945273632,208.16431791913055,Calibration
071-ER18,13.527918781725885,68.7946050062601,Calibration
072-ER18,59.301745635910216,-639.5232407449803,Calibration
073-ER18,44.76426799007445,-12.766075081017334,Calibration
074-ER18,169.06172839506172,-814.0668552647112,Calibration
075-ER18,99.20987654320987,414.68593991479065,Calibration
076-ER18,44.87562189054726,-146.15496566397997,Calibration
079-ER18,289.53086419753083,416.22631929742784,Calibration
080-ER18,131.24069478908189,905.6802340994473,Calibration
081-ER18,45.67088607594936,373.01099869400787,Calibration
082-ER18,129.85037406483792,-173.89442886300094,Calibration
083-ER18,42.518518518518526,299.3662817173172,Calibration
084-ER18,643.989898989899,1075.2451908775074,Calibration
086-ER18,456.125,1689.811021106836,Calibration
088-ER18,357.358024691358,3417.746814479216,Calibration
089-ER18,1409.185185185185,2637.8255414732157,Calibration
090-ER18,2261.1194029850744,2521.5706024150495,Calibration
092-ER18,2256.009852216749,2081.4490773324196,Calibration
093-ER18,2143.5980148883373,1139.7357755903686,Calibration
094-ER18,52.641975308641975,1442.3290819870308,Calibration
