Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,8,2614.6246,2576.8325,2538.277,2556.2554,2560.4333,2564.2023,2537.1046,2536.8045,2541.7422,2594.9705,2711.7143
1C,7,2523.5174,2487.8535,2435.568,2364.4156,2359.759,2335.2926,2324.2818,2324.3905,2330.975,2369.1271,2443.7026
1C,3,2376.4134,2363.5529,2331.8759,2332.5833,2359.0447,2368.1998,2345.3488,2345.3075,2343.3891,2406.2784,2510.6695
1C,8,2332.1239,2294.2565,2322.6628,2256.6196,2265.2353,2236.9933,2230.9529,2216.9165,2217.7956,2241.1497,2370.6035
1C,4,2251.9314,2241.0821,2202.0751,2167.881,2167.9688,2193.4168,2191.5295,2195.9869,2217.554,2245.2853,2361.0584
1C,8,2488.9163,2471.4143,2432.0843,2406.9579,2439.188,2437.5202,2401.8751,2401.3501,2403.205,2446.5875,2551.9887
1C,3,2199.8759,2167.7471,2132.9662,2134.7547,2163.6354,2175.9146,2174.5718,2177.8977,2180.3869,2227.6407,2347.0729
1C,7,2563.1695,2552.4002,2498.0147,2478.6592,2467.0054,2462.0542,2450.9171,2464.7929,2470.081,2497.3731,2635.6882
1C,9,2550.9291,2602.1307,2540.5846,2507.0052,2486.0088,2455.8788,2453.8015,2440.5006,2437.0693,2492.5872,2608.3416
1C,7,2588.6926,2561.9205,2555.3754,2500.3483,2480.006,2445.7694,2443.6232,2454.4847,2448.6651,2497.0235,2617.9499
1C,8,2564.1478,2557.3486,2546.9626,2517.5512,2515.3844,2488.7641,2459.4449,2444.038,2453.0014,2480.7142,2585.9708
1C,9,2167.9145,2142.5974,2123.4518,2106.22,2096.268,2093.2001,2073.2857,2071.7457,2068.1416,2115.9058,2265.3223
1C,8,2501.9891,2505.237,2444.8131,2410.8475,2432.4676,2435.6019,2406.3065,2389.6068,2403.4945,2462.8389,2560.4285
1C,8,2548.0862,2568.7322,2527.7796,2465.4759,2473.4199,2478.4178,2452.4078,2445.9906,2450.4147,2487.1957,2566.1286
1C,8,2610.3305,2600.0845,2567.3201,2520.8511,2502.8679,2511.7576,2491.0358,2488.6492,2493.185,2525.8947,2623.7549
1C,9,2493.4668,2485.716,2462.083,2449.8946,2442.755,2424.1919,2394.2455,2388.2956,2381.7462,2437.4312,2583.1868
1C,8,2493.5837,2490.5648,2462.069,2437.2013,2436.2943,2416.7226,2425.468,2414.7961,2416.6644,2435.7233,2587.1276
1C,5,2548.859,2527.9384,2510.7178,2474.3755,2471.3127,2489.5235,2501.924,2507.7586,2507.7016,2542.3067,2635.0636
1C,9,2586.9021,2568.1652,2530.8376,2532.2407,2544.7327,2533.9995,2496.3256,2499.3691,2494.5758,2525.5407,2642.9143
1C,8,2330.3312,2329.1466,2266.5122,2264.0878,2293.6072,2241.381,2239.7971,2178.9495,2186.118,2234.0256,2365.5923
1C,8,2461.3177,2479.7864,2457.6605,2418.5128,2421.575,2406.6407,2387.3894,2378.2205,2386.7232,2416.2693,2523.5922
1C,8,2084.211,2127.4222,2119.3747,2094.6984,2070.8653,2083.7194,2048.2624,2043.7915,2056.8308,2073.2466,2182.107
1C,9,2676.2412,2676.9972,2596.2093,2568.6097,2569.0899,2541.7313,2485.113,2478.0295,2467.4431,2490.2801,2596.8932
1C,4,2488.3326,2468.3962,2453.8947,2434.9578,2441.8636,2449.627,2449.0672,2453.6782,2462.8559,2501.5905,2594.453
1C,9,2536.5073,2523.8474,2522.2021,2503.965,2495.6567,2475.5727,2452.6851,2448.9624,2444.5217,2484.4012,2601.4639
1C,7,2355.5448,2369.8954,2343.7929,2348.1319,2340.8524,2332.5282,2319.7216,2322.5312,2329.7773,2380.5726,2489.4706
1C,7,2702.724,2669.1519,2594.1751,2509.0884,2517.4553,2518.9702,2474.24,2491.4034,2494.1472,2527.9359,2635.5997
1C,9,2645.5859,2647.8661,2651.1387,2618.8908,2578.3775,2550.3559,2512.4067,2507.3258,2505.026,2543.0647,2662.5882
1C,7,2312.7628,2302.6298,2277.4687,2242.9949,2241.1698,2239.8511,2210.2339,2215.2649,2221.2827,2270.471,2418.6666
1C,7,2564.2245,2527.3482,2509.9105,2497.1514,2492.7284,2478.4334,2451.3062,2459.5446,2457.2806,2471.0855,2584.9522
1C,7,2547.9507,2580.0696,2536.7903,2494.8827,2509.6632,2499.7797,2474.9129,2480.5814,2475.2407,2506.1056,2599.4325
1C,5,2211.3042,2227.6444,2216.1155,2183.1134,2157.2061,2174.0005,2191.4499,2182.1929,2193.8395,2258.3615,2393.4033
1C,8,2423.8919,2439.6187,2397.3855,2372.8606,2385.0196,2409.0886,2359.8432,2349.3021,2374.6093,2395.6088,2510.4614
1C,8,2602.0496,2580.1017,2538.9457,2535.229,2516.6466,2515.7075,2507.4338,2504.4322,2510.939,2529.9439,2631.3299
1C,5,2501.356,2510.4609,2450.104,2398.4273,2394.7045,2430.9704,2404.0581,2397.64,2417.9056,2437.0784,2552.2112
1C,4,2286.4906,2265.9847,2223.3786,2196.7121,2196.9995,2222.3433,2227.628,2240.6834,2257.5619,2286.5422,2408.979
1C,4,2393.2102,2362.9554,2354.6975,2343.153,2348.8349,2363.9134,2376.4715,2375.5331,2398.5514,2425.8826,2509.7491
1C,4,2461.7338,2420.4489,2389.4152,2369.236,2379.7494,2407.4821,2410.9688,2395.6631,2411.8684,2474.6682,2580.6107
1C,8,2702.8533,2667.7584,2619.8175,2596.8983,2600.7504,2585.4089,2566.781,2562.4858,2564.8303,2596.2071,2703.581
1C,8,2518.2262,2499.7321,2452.1091,2395.4275,2377.2509,2388.4442,2348.0157,2347.2419,2356.9304,2407.1891,2514.2164
1C,8,2476.1353,2465.1899,2457.9592,2446.0544,2443.6997,2433.1459,2428.248,2418.5134,2430.8134,2484.2245,2607.4565
1C,4,2415.6927,2430.5973,2388.7433,2369.3871,2389.7479,2403.8615,2391.5568,2389.2289,2389.6623,2452.3302,2601.9119
1C,8,2339.2036,2351.9256,2373.9276,2350.4537,2336.3309,2299.4837,2314.0512,2290.1126,2300.0002,2356.95,2466.9661
1C,7,2192.2151,2178.2683,2158.0019,2138.6902,2125.7719,2129.6928,2107.8889,2110.3945,2111.3415,2140.9488,2285.9172
1C,8,2485.9995,2492.896,2466.8132,2394.9005,2370.7505,2361.8173,2343.506,2339.3588,2357.4746,2371.8969,2477.3659
1C,4,2139.0043,2141.8584,2088.9499,2075.6684,2082.3188,2128.2663,2115.0692,2124.3021,2137.4551,2173.113,2274.2582
1C,6,2614.4951,2611.1484,2597.8576,2579.0266,2599.4196,2578.2701,2607.4797,2586.1614,2584.8722,2613.9575,2706.0187
1C,7,2601.2252,2600.1451,2567.7218,2522.4553,2528.1338,2537.1173,2497.7435,2503.3914,2505.0509,2557.3763,2680.4092
1C,8,2588.1207,2594.4952,2521.389,2485.4978,2485.2101,2469.904,2439.4777,2425.1356,2451.894,2489.3628,2616.5948
1C,8,2405.635,2375.937,2337.2221,2309.8463,2315.6531,2295.2593,2292.7169,2258.8227,2274.9951,2320.5086,2428.8747
1C,2,2335.579,2299.7868,2300.5546,2314.4448,2318.1043,2327.98,2369.801,2367.352,2387.923,2431.9804,2529.9738
1C,7,2442.3857,2403.3,2390.8613,2380.9522,2395.1615,2403.1104,2375.4664,2380.3246,2377.8744,2424.3968,2568.2741
1C,8,2674.3489,2637.3003,2619.1034,2622.179,2611.6994,2606.4797,2601.1342,2598.2742,2603.8764,2654.0552,2747.2667
1C,7,2432.7633,2407.728,2384.8717,2377.5151,2370.5002,2356.5869,2347.9301,2355.1089,2361.3566,2407.7348,2557.653
1C,8,2439.2614,2436.057,2428.9421,2425.2041,2387.4386,2380.5339,2352.2739,2336.0988,2344.7648,2355.1968,2480.4347
1C,8,2279.6746,2255.8315,2243.4099,2208.245,2210.067,2211.9605,2188.49,2186.2822,2190.1374,2240.7657,2346.344
1C,9,2605.2768,2653.2753,2620.1954,2623.3601,2612.1195,2582.7579,2540.2781,2527.7091,2517.3115,2562.917,2676.6723
1C,8,2465.9152,2431.5466,2425.0249,2423.169,2423.4368,2417.6234,2401.579,2399.8096,2407.4775,2433.0716,2574.2163
1C,7,2397.8912,2428.4767,2382.7699,2351.4006,2339.9475,2298.6451,2262.7321,2267.1544,2271.7626,2321.67,2440.7067
1C,4,2554.2353,2556.5488,2533.1199,2510.068,2528.0121,2540.9912,2541.4066,2533.1552,2542.57,2585.366,2708.5341
1C,9,2502.0148,2523.098,2472.4249,2472.3676,2511.6217,2503.0525,2482.5836,2466.8197,2465.0151,2518.1166,2636.9792
1C,8,2550.2646,2561.0466,2485.1048,2496.4418,2515.2095,2557.7059,2495.2654,2481.3516,2483.8076,2512.9011,2612.3242
1C,4,2543.9601,2520.648,2432.8317,2389.9833,2407.2935,2440.6845,2418.1963,2416.7052,2429.344,2441.8898,2541.801
1C,8,2516.1729,2521.2867,2512.051,2481.5599,2488.8697,2480.2224,2462.117,2457.0758,2468.2636,2525.5277,2639.2285
1C,9,2593.7805,2562.6373,2513.1357,2515.2156,2528.3392,2537.1382,2519.9498,2523.2172,2511.5591,2563.2111,2689.479
1C,7,2507.36,2536.0916,2482.0176,2470.9213,2481.4135,2482.0331,2456.1007,2473.1468,2468.8815,2482.2417,2603.4151
1C,9,2618.1174,2591.6532,2567.1053,2528.4895,2532.774,2515.9147,2483.527,2474.1298,2470.824,2528.1041,2663.8988
1C,4,2432.9059,2434.6124,2380.9404,2336.7599,2361.4755,2355.3622,2348.9659,2347.3038,2361.1666,2392.1294,2476.3537
1C,4,1804.6847,1803.2947,1781.6707,1766.1934,1768.4651,1788.2807,1778.8742,1784.6241,1812.6855,1866.0023,2003.9813
1C,8,2407.5816,2427.5515,2425.9521,2405.353,2381.0044,2388.4323,2372.6783,2368.3477,2376.155,2439.0965,2554.1099
1C,8,2312.2927,2302.3253,2244.4424,2246.1278,2275.444,2243.2438,2278.4079,2233.6585,2249.8888,2277.4466,2398.4213
1C,9,2605.0731,2629.1362,2564.4349,2527.8241,2545.2649,2502.5733,2453.6599,2450.7511,2439.5202,2464.981,2574.47
1C,8,2488.0297,2419.5164,2413.092,2394.7903,2394.7844,2391.9447,2397.9583,2359.334,2374.4391,2409.9908,2513.8957
1C,8,2555.6874,2520.4196,2507.9935,2501.4436,2518.8225,2511.1132,2447.9675,2431.4874,2442.2293,2451.8765,2607.885
1C,7,2399.5384,2399.8364,2328.5418,2285.2463,2312.5,2304.6998,2244.5985,2259.4277,2253.8155,2272.605,2404.4834
1C,7,2429.0947,2433.1737,2396.164,2374.5786,2385.5396,2408.037,2367.2558,2391.7263,2401.8583,2433.8548,2539.9363
1C,7,2187.6317,2174.518,2168.4283,2126.9525,2101.3844,2082.7036,2078.3645,2086.5748,2091.7655,2139.4875,2260.8949
1C,2,2152.1958,2110.3223,2119.9334,2118.7008,2126.5754,2154.8401,2154.5632,2163.1379,2181.838,2220.8229,2299.1492
1C,9,2498.7555,2499.4528,2450.0424,2474.1755,2462.9116,2450.6927,2416.7984,2409.0586,2403.8167,2444.4356,2555.4531
1C,7,2247.143,2192.0995,2184.5014,2144.8912,2152.9328,2149.972,2132.9684,2136.9805,2146.9465,2168.8567,2266.7309
1C,8,2479.6492,2505.9999,2412.593,2364.7169,2377.8483,2426.8467,2382.4394,2364.1337,2368.7905,2405.5678,2505.0409
1C,8,2550.1078,2565.8201,2536.5681,2531.2115,2514.8816,2525.1917,2499.8527,2499.4196,2508.6248,2553.6563,2656.0311
1C,7,2505.2273,2508.6065,2479.3276,2459.5331,2434.5835,2429.891,2401.9453,2409.5056,2414.0586,2457.1178,2560.6886
1C,9,2379.074,2321.3309,2298.6533,2277.4014,2300.0998,2276.2766,2248.1372,2237.6255,2234.9024,2269.571,2383.7603
1C,4,2419.1808,2423.487,2397.7919,2366.1303,2380.3293,2383.6245,2382.4076,2374.6785,2378.4233,2407.7023,2487.9106
1C,4,2590.8628,2569.3188,2544.8928,2508.3369,2542.7507,2560.1635,2543.9114,2544.2278,2543.9788,2600.0799,2718.226
1C,9,2426.3809,2424.2792,2358.4883,2321.9609,2340.7275,2323.7907,2281.0133,2269.7395,2264.3358,2301.3677,2403.2744
1C,8,2515.8802,2486.8663,2388.2929,2358.2093,2369.5751,2363.7106,2305.829,2289.4833,2311.3397,2335.5668,2410.1638
1C,7,2423.4395,2419.1481,2392.6917,2376.7028,2373.467,2391.9477,2368.6839,2375.3112,2390.8798,2445.8498,2564.5647
1C,3,2432.6047,2421.756,2403.6591,2415.4639,2438.2283,2454.4677,2441.2715,2439.5245,2447.3652,2510.4261,2616.6912
1C,8,2612.7763,2632.2534,2593.1522,2541.1442,2488.1445,2458.509,2447.5263,2431.0514,2432.6116,2457.9603,2577.4222
1C,4,2171.4837,2166.6214,2083.5785,2058.0886,2112.2289,2069.9974,2085.9968,2081.4403,2067.3836,2103.7849,2181.036
1C,6,2603.2586,2573.7834,2475.5254,2439.2634,2412.1659,2340.8218,2365.0875,2341.1329,2350.4512,2372.2846,2487.4945
1C,8,2422.946,2411.0831,2361.5693,2324.5714,2326.379,2323.5336,2303.761,2297.4001,2311.2127,2317.8671,2419.119
