Chem, Val-Slope, Val-Intercept, Val-R2, Val-RMSE, Val-%RMSE, Cal-Slope, Cal-Intercept, Cal-R2, Cal-RMSE, Cal-%RMSE
1C, 0.1331698991491751, 1112.0151597839945, 0.49439393529609543, 5961.670814695862, 1.8121440241204567,0.6957646376341289, 1018.7812059274761, 0.8179195887462856, 1305.8759247632916,1.163508698181378
Co, -0.27606663287530375, 840.0980613486101, 0.6079341216256398, 585.1543347769936, 1.2407501820025784,0.6344520500525657, 211.8699197313947, 0.763268553423021, 180.67716833366782,1.22876157771253
Cr, 0.7773547878454068, 202.75964829931354, 0.9989496265516233, 106.16668840619607, 0.3676496275925716,0.7195536184738355, 141.28429185589084, 0.7076804754068262, 157.7528872276607,0.41618318576189917
Cu, 0.23438979985582079, 5509.885664138394, 0.11697083785913721, 1963.9329199704994, 0.47507925596484957,0.7241429365174394, 2044.3514777741402, 0.8519365253575811, 1058.0057830394337,0.17619551382472468
As, 0.27301926963441264, 27.705497522788974, 0.7089975327272091, 110.71081558178379, 0.7085753303540726,0.7714012472068398, 13.463316930503531, 0.8976205998261576, 17.480937325938903,0.9675681691032809
Ni, 0.013952978819540416, 1851.5477438291348, 0.0026318320286268914, 575.9700533003313, 0.41575838613516686,0.6743448288691726, 909.1766350081461, 0.8076812614329647, 780.2283296947874,0.3758554054227721
Sr, 0.5577840137394987, 18825.379853849947, 0.661292666025528, 20044.455920792363, 0.2122210938057242,0.6508280580112797, 17565.198442363027, 0.7650614610027838, 16020.105937007002,0.47582240053430913
Zn, 0.269095163740393, 92515.59815945901, 0.13760211796475405, 126967.8370386717, 0.41906192308407897,0.6111992788244174, 56209.635003395975, 0.7666528560799979, 60644.403817280116,0.4890914148126269
