Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,4,1590.1729,1586.6666,1577.8785,1575.1579,1588.7496,1603.82,1617.3249,1641.4837,1649.2807,1658.9141,1670.8317
1C,2,1471.5586,1465.1378,1466.0608,1469.2479,1493.7289,1508.6166,1536.8037,1551.8685,1576.5397,1608.1673,1621.2269
1C,4,1662.8619,1642.849,1633.6921,1602.4779,1617.2757,1615.5476,1635.0791,1647.672,1673.7178,1695.763,1712.7145
1C,7,1840.1557,1829.2583,1832.9573,1812.79,1815.4011,1805.6352,1798.2991,1805.9508,1815.2307,1853.4469,1856.4474
1C,2,1126.0324,1124.6309,1132.7359,1140.4625,1159.738,1158.1857,1164.0006,1165.0069,1178.3078,1204.6143,1235.0966
1C,6,1831.299,1804.3142,1768.1795,1757.8346,1757.884,1756.4773,1769.046,1781.7837,1795.9705,1827.785,1855.1912
1C,3,1567.3645,1544.2464,1541.0077,1545.9302,1555.1664,1568.6076,1588.0048,1609.704,1634.0943,1658.5415,1671.1257
1C,3,1273.361,1298.4097,1265.9212,1268.1142,1296.5928,1323.3261,1344.4405,1348.727,1364.4862,1393.7782,1396.4262
1C,3,1711.2627,1700.5134,1700.2515,1701.7695,1714.431,1722.6267,1754.1472,1775.364,1787.1097,1809.4938,1826.142
1C,3,1778.9135,1756.3829,1744.7795,1766.4902,1776.782,1778.2088,1799.0018,1816.957,1846.2063,1863.6038,1891.0302
1C,4,1592.7135,1567.8377,1555.2058,1553.6003,1575.8255,1584.2928,1615.945,1635.2486,1665.9819,1690.0663,1711.2259
1C,4,1561.1386,1546.5031,1525.8219,1525.2939,1528.8632,1545.3353,1542.654,1541.983,1558.1511,1592.6456,1635.8793
1C,4,1701.0614,1631.0197,1633.4106,1627.5722,1659.6833,1668.7491,1705.7876,1710.105,1730.9057,1775.7932,1797.9176
1C,7,1831.4785,1819.842,1828.0907,1822.0254,1817.263,1807.9975,1801.6137,1803.499,1825.9573,1849.3438,1862.735
1C,6,1747.7611,1722.5074,1719.7051,1707.3197,1731.3065,1704.4266,1721.321,1737.469,1748.2912,1780.0199,1804.0108
1C,4,1862.8149,1855.9585,1846.5535,1833.2659,1833.6148,1836.0918,1864.986,1879.5157,1895.6104,1927.7023,1951.8484
1C,1,1215.7424,1221.275,1230.5113,1239.8715,1247.94,1259.0979,1279.772,1291.2461,1290.7147,1318.6209,1356.7369
1C,3,1661.2756,1638.2054,1626.1462,1644.9013,1668.0323,1672.1342,1680.0375,1698.6679,1725.1749,1767.6475,1798.0032
1C,3,1622.1222,1603.6686,1580.8288,1590.832,1605.2861,1615.0016,1617.4423,1629.7882,1650.2536,1680.2996,1698.6516
1C,3,1612.534,1585.4135,1575.5736,1577.6515,1593.6567,1613.5776,1614.0444,1617.9537,1620.6147,1659.6324,1660.6409
1C,4,1760.753,1729.7998,1704.848,1693.195,1705.3188,1704.9658,1707.1275,1723.2256,1742.2285,1783.2296,1801.6642
1C,3,1146.9787,1143.9624,1142.1822,1147.9846,1158.6279,1177.3136,1202.7819,1229.485,1254.6918,1287.5109,1301.7321
1C,4,1642.5491,1593.4475,1596.3501,1579.9739,1602.7238,1612.4719,1631.7094,1658.898,1689.6314,1719.6566,1722.6828
1C,7,1963.363,1913.2222,1861.7662,1843.1542,1848.8505,1820.9488,1819.0932,1832.333,1861.3121,1887.6642,1872.0895
1C,4,1668.0347,1652.5802,1643.9825,1638.879,1645.4326,1651.7657,1662.31,1685.846,1709.2143,1730.7796,1735.7846
1C,7,1685.22,1634.7241,1630.1468,1619.1705,1617.5349,1613.5337,1607.9705,1609.2175,1627.4592,1638.9888,1649.9321
1C,6,1509.6704,1468.3007,1471.294,1461.578,1432.839,1430.6379,1445.8892,1453.8339,1457.6651,1467.6544,1475.6249
1C,2,1352.8647,1337.3727,1352.0761,1360.507,1389.9254,1383.6072,1392.1863,1384.6314,1409.1292,1426.2562,1433.6163
1C,3,1562.2245,1556.8892,1517.1023,1539.4768,1533.3874,1539.8935,1548.8654,1559.6654,1568.3987,1593.8587,1608.2978
1C,4,1755.4592,1732.2504,1705.2543,1696.161,1699.2029,1705.0267,1697.5485,1713.319,1726.7014,1750.8768,1757.5385
1C,7,1912.9912,1888.3851,1864.9067,1854.3934,1853.3234,1842.5892,1840.3642,1849.7605,1859.1838,1885.5355,1895.768
1C,3,1539.5851,1491.5485,1473.2942,1500.1498,1529.6195,1523.2699,1537.2405,1565.2811,1580.2508,1601.6714,1618.9412
1C,7,1891.2428,1876.3719,1857.6816,1853.0966,1844.2187,1821.7519,1813.0625,1817.1587,1830.1138,1847.6187,1865.1383
1C,2,1354.7131,1349.503,1351.447,1355.8873,1379.7746,1414.3926,1422.7307,1428.5024,1438.7246,1464.6311,1489.6559
1C,3,1374.9374,1342.6634,1340.9027,1353.0012,1367.6381,1384.0548,1406.6265,1441.9434,1471.86,1511.3142,1528.6709
1C,3,1124.1035,1125.559,1088.3905,1089.9706,1102.1642,1102.6476,1141.3556,1164.4789,1220.6532,1250.0099,1246.6616
1C,4,1605.7532,1580.0256,1553.8231,1537.2948,1548.8103,1561.9956,1548.8348,1563.4748,1581.7923,1618.6756,1593.5982
1C,1,1367.8655,1370.196,1371.4905,1376.1752,1400.5481,1405.3352,1444.422,1461.6582,1486.4298,1509.6213,1535.3886
1C,6,1587.7822,1567.364,1553.7532,1556.2299,1553.7027,1539.0351,1562.28,1579.5774,1602.1447,1644.0513,1664.0078
1C,6,1558.3274,1533.0294,1529.4658,1531.1725,1521.9166,1521.0386,1524.6389,1531.6367,1546.9673,1600.0513,1634.3572
1C,3,1776.9737,1759.7019,1747.4536,1748.4029,1765.9925,1771.6525,1758.8814,1763.6736,1772.5183,1793.6903,1810.0353
1C,7,1796.0492,1750.9553,1745.1327,1715.3578,1722.4674,1717.5288,1711.9157,1714.1779,1718.382,1729.5968,1738.2066
1C,4,1574.7799,1566.9316,1560.4147,1560.0108,1574.1807,1572.7705,1571.5308,1580.5066,1594.4656,1622.1038,1635.3359
1C,6,1742.7537,1722.2534,1711.8686,1697.6515,1700.337,1695.4996,1718.4786,1735.9042,1771.8918,1831.3889,1863.6704
1C,3,1362.0282,1332.4794,1325.5803,1343.6878,1371.9062,1387.435,1431.061,1460.4292,1478.9557,1500.5573,1517.8313
1C,2,1566.653,1559.386,1576.9393,1579.4909,1603.8563,1636.4399,1657.6386,1672.5388,1685.8272,1705.1853,1714.7346
1C,6,1697.1369,1673.3354,1648.1799,1644.4538,1643.4333,1636.8978,1650.699,1660.2535,1678.298,1731.4061,1751.1122
1C,4,1792.8384,1756.5227,1745.5277,1742.8316,1743.9634,1752.094,1765.5168,1787.2769,1795.3892,1810.7564,1824.4011
1C,7,1697.3141,1697.5722,1669.8455,1648.8112,1657.173,1631.7973,1622.1191,1627.2166,1641.1653,1667.7445,1669.5964
1C,2,1752.5055,1725.5117,1737.7956,1730.5937,1735.8661,1746.6178,1763.4038,1781.9529,1799.7428,1821.2924,1830.06
1C,2,1791.3019,1784.0173,1793.2986,1790.3837,1796.3317,1791.6346,1788.2583,1786.7036,1795.2752,1816.6811,1831.0644
1C,2,1597.0797,1585.4524,1604.1458,1607.912,1639.3158,1629.7924,1681.37,1700.5466,1716.6535,1749.6167,1783.4711
1C,3,1308.6106,1300.9476,1284.4013,1296.2059,1315.5829,1320.0005,1347.8273,1364.7542,1389.4781,1436.6947,1464.0634
1C,4,1794.3472,1756.92,1734.731,1725.6195,1729.3811,1727.4663,1751.3899,1780.5778,1818.6482,1845.6205,1882.8479
1C,4,1715.4167,1685.6161,1640.4019,1620.0211,1630.9274,1622.4202,1636.3532,1652.3843,1688.2721,1719.6185,1740.1415
1C,5,1736.3036,1742.3738,1729.7985,1727.346,1714.0952,1719.6351,1740.2979,1761.4055,1786.1606,1823.6681,1846.58
1C,4,1781.7783,1775.3555,1748.2702,1746.8069,1755.0637,1764.8446,1777.5875,1800.3746,1840.1528,1865.8797,1909.9021
1C,4,1726.366,1681.7498,1664.0571,1660.121,1673.6609,1669.7122,1677.1265,1689.0184,1703.5593,1731.1807,1748.402
1C,7,1725.8911,1720.8332,1708.6712,1691.3894,1692.1516,1664.9301,1661.124,1667.2357,1682.0801,1703.1783,1725.686
1C,3,1084.2483,1071.1788,1061.2294,1069.8778,1096.649,1116.4659,1108.8824,1121.0069,1131.9779,1183.3435,1221.8774
1C,4,1536.4684,1519.376,1502.112,1497.6478,1506.5532,1509.7767,1522.5265,1537.9946,1581.8505,1637.7705,1663.6969
1C,7,1740.0025,1718.7201,1686.9828,1688.2847,1695.3896,1700.0256,1675.6463,1679.0659,1685.4718,1698.7743,1712.0666
1C,4,1761.8757,1740.1754,1718.6234,1710.8985,1725.4608,1729.0662,1749.9664,1777.3816,1804.7633,1820.7445,1841.9066
1C,3,1365.0609,1364.4234,1337.3256,1337.698,1356.3075,1351.7904,1345.3312,1348.348,1363.9218,1389.6679,1403.7835
1C,3,1384.8818,1341.2141,1332.089,1343.0207,1345.7663,1357.6232,1352.8639,1366.0712,1382.6098,1395.7999,1420.8443
1C,1,1354.4391,1357.2557,1354.8434,1356.0327,1368.3353,1375.7421,1368.7585,1371.2355,1393.6176,1425.8787,1446.3963
1C,4,1851.9105,1830.5887,1805.519,1781.051,1791.2386,1796.786,1795.4738,1817.1821,1849.2261,1896.9005,1925.6335
1C,2,1053.854,1041.3913,1052.2027,1070.2293,1083.7455,1105.6193,1139.1418,1174.0765,1195.3392,1212.9438,1220.3576
1C,4,1346.8433,1321.45,1328.5431,1315.0988,1318.4166,1321.672,1361.9366,1383.198,1396.3008,1423.8408,1438.6283
1C,5,1732.2854,1724.6381,1709.0327,1711.3388,1697.4566,1703.9274,1718.1543,1746.8514,1771.8182,1837.9102,1878.0757
1C,3,1993.8246,1978.0491,1967.9859,1973.1895,1996.6662,1993.6144,2005.0486,2019.5985,2045.6258,2085.1239,2121.8957
1C,3,1143.0632,1141.8677,1140.8576,1155.3641,1162.3857,1176.8851,1186.668,1200.798,1221.3809,1253.3649,1282.2839
