Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,5,1697.5278,1669.6357,1638.1698,1623.6838,1609.7566,1611.8123,1617.5075,1624.968,1655.429,1691.6419,1714.7876
1C,6,2080.0856,2053.6757,2045.3076,2046.5983,2035.5751,2030.5301,2035.0152,2046.863,2074.2242,2109.9294,2146.264
1C,6,1903.3303,1905.7942,1912.9844,1912.6321,1905.0895,1901.0091,1908.2828,1919.6889,1944.2555,1979.4536,2012.7167
1C,7,2002.5328,1990.3977,1980.0513,1976.1786,1976.4135,1966.7679,1965.4121,1977.602,2015.748,2063.1709,2105.1428
1C,2,1755.449,1736.2856,1757.2488,1747.5846,1765.9116,1757.0573,1772.8105,1787.0319,1811.0221,1864.4649,1906.6316
1C,1,1903.0857,1907.3851,1909.3165,1920.3299,1917.6895,1929.1998,1921.6189,1938.0294,1962.4608,1994.4042,2039.7648
1C,2,1777.338,1769.2757,1769.8789,1770.6184,1772.5944,1770.7954,1772.5765,1787.0006,1816.7035,1858.2268,1888.6277
1C,6,1913.9982,1913.8698,1913.571,1894.5642,1876.0985,1875.2153,1875.8907,1894.907,1911.499,1925.1138,1960.5686
1C,7,2068.4304,2041.3804,2043.4586,2040.9672,2038.246,2030.3048,2024.7864,2033.4581,2049.8667,2077.9167,2103.891
1C,3,1875.2087,1864.4072,1864.0325,1872.6746,1864.7225,1865.7138,1866.6462,1874.2881,1904.4512,1938.2056,1973.4636
1C,5,1853.9932,1841.3405,1847.3121,1843.6181,1826.2315,1831.8296,1837.1803,1845.9798,1860.3777,1882.5235,1899.9215
1C,7,1998.741,1967.1162,1941.359,1947.9514,1929.3731,1918.4917,1914.748,1919.6695,1942.1183,1972.9507,2005.0701
1C,5,1128.5253,1122.5955,1116.3644,1112.4481,1104.5135,1113.2005,1126.952,1134.6295,1159.8097,1181.3983,1197.7536
1C,7,1959.5514,1904.0932,1901.3101,1870.555,1858.2134,1845.4827,1840.1807,1848.5023,1873.0574,1901.8685,1932.772
1C,7,1647.387,1645.7714,1641.3601,1645.6442,1630.9379,1618.8028,1612.631,1619.9847,1644.8853,1667.8883,1699.0298
1C,5,1595.2432,1578.6069,1577.2538,1537.847,1534.4214,1536.8889,1539.2747,1548.3385,1568.9904,1587.564,1609.8357
1C,7,1578.7263,1580.4994,1565.2586,1542.0056,1524.8806,1517.1515,1515.7686,1524.473,1546.6346,1588.0268,1616.4891
1C,5,1938.043,1915.1799,1924.4551,1887.8629,1868.5679,1874.8831,1879.2389,1888.7682,1906.9932,1952.2696,1982.1595
1C,4,1556.8358,1538.9868,1544.1203,1535.1567,1548.3684,1545.5639,1565.7647,1575.654,1595.2056,1635.9068,1673.982
1C,4,1904.2968,1888.9294,1869.6567,1854.6818,1886.1609,1860.7609,1883.8295,1892.1785,1923.8178,1953.7589,1993.8553
1C,2,1211.2832,1206.92,1209.0263,1211.1578,1226.4041,1233.3487,1223.113,1238.2515,1253.8399,1289.034,1302.6634
1C,1,1422.1203,1426.7834,1431.8367,1456.8717,1465.5887,1452.9647,1480.4176,1500.2286,1513.9891,1547.369,1576.6435
1C,7,2029.6309,2018.601,2014.2971,2017.5139,2008.8653,1984.6531,1977.546,1984.908,2025.9167,2063.2415,2104.83
1C,5,1569.151,1569.5497,1568.2933,1559.5452,1557.903,1561.1108,1563.0583,1574.9722,1587.2827,1640.7687,1670.18
1C,5,1536.0018,1515.7261,1500.5648,1500.755,1497.0699,1503.642,1510.5151,1516.1787,1533.3801,1578.8166,1609.345
1C,6,1442.5898,1437.9641,1445.8772,1432.0077,1420.9347,1407.6772,1414.8501,1429.4514,1455.0538,1507.1085,1534.2737
1C,6,2053.0063,2006.2303,2003.5563,1979.309,1984.3187,1960.5195,1979.3866,1998.06,2022.5949,2095.5865,2150.5209
1C,3,1613.7809,1609.6451,1607.4857,1619.2927,1608.8648,1615.6795,1611.8668,1621.9062,1637.0334,1690.2781,1721.7934
1C,2,1955.944,1949.5728,1961.8479,1968.9224,1967.7399,1952.1257,1949.6448,1959.0637,1987.7069,2026.1845,2077.0358
1C,6,1893.7385,1869.5778,1866.622,1833.5437,1817.3658,1810.7362,1810.8101,1823.9369,1841.8107,1893.0689,1920.3446
1C,3,1740.9714,1695.6334,1690.874,1691.2687,1704.0561,1697.3674,1696.4694,1709.403,1735.8284,1777.6706,1808.8989
1C,3,1804.0326,1768.657,1759.9567,1777.1165,1785.9343,1794.9048,1804.5246,1814.3268,1838.7282,1883.6883,1927.686
1C,6,1604.9404,1595.9086,1597.9761,1587.3062,1606.793,1585.0401,1603.8267,1617.7981,1640.0248,1687.55,1713.5507
1C,4,1769.1159,1747.8051,1743.9503,1739.4597,1741.5573,1753.137,1758.4475,1773.4035,1810.0089,1842.9312,1887.7138
1C,3,1799.6411,1763.7965,1735.2347,1744.4273,1783.2513,1755.3643,1745.2947,1757.2772,1772.9138,1782.9128,1806.6564
1C,7,2027.0301,2008.9788,1999.8663,1993.013,1983.4992,1983.6246,1970.0522,1982.6375,2012.5473,2039.9449,2074.3567
1C,5,1282.4294,1273.0338,1275.7841,1254.2654,1245.3393,1252.7018,1266.1565,1277.5135,1298.1189,1326.0642,1344.6662
1C,6,1912.9137,1904.6131,1919.033,1902.0498,1928.4345,1885.6849,1894.4934,1909.1007,1921.7633,1952.9082,1996.5423
1C,8,1627.1551,1614.0167,1595.3636,1590.4512,1578.706,1582.2531,1571.1759,1571.1201,1591.6231,1617.4589,1648.5971
1C,5,1670.1432,1662.0802,1656.8191,1647.6562,1637.2343,1647.9592,1653.5184,1665.9616,1678.2819,1704.5535,1723.2639
1C,2,1899.5708,1873.5611,1886.9132,1891.0813,1893.5891,1896.2048,1908.5258,1913.7554,1927.5288,1951.1933,1987.3949
1C,4,1885.9113,1849.0691,1840.044,1824.6478,1850.8249,1838.5464,1846.36,1863.8721,1885.2953,1930.1526,1962.8867
1C,3,1870.6438,1850.6575,1827.5593,1839.7851,1855.4166,1861.3888,1871.6183,1887.4269,1924.0772,1964.6009,2009.1253
1C,6,2001.8517,2005.2778,1993.8501,2001.2439,2001.1981,1988.4596,2010.0141,2023.84,2060.3534,2100.2197,2122.5226
1C,6,2060.7416,2031.4754,2030.3821,2001.802,1999.047,1953.1218,1966.7447,1981.1172,2000.31,2033.8611,2067.5464
1C,4,1601.9395,1601.1202,1607.3424,1585.0996,1606.2231,1616.55,1619.9575,1635.5426,1664.381,1700.7818,1735.5113
1C,1,1939.7559,1942.9044,1959.2507,1967.9142,1974.9936,1975.478,1976.7224,1985.7779,2013.7692,2050.4226,2095.383
1C,5,1978.5264,1971.5231,1961.8715,1952.6972,1946.084,1947.0473,1952.953,1968.1923,1996.2803,2034.4754,2073.6984
1C,3,1858.8694,1845.2398,1844.0425,1861.5048,1861.1931,1880.7545,1871.6162,1883.8808,1903.2369,1938.4092,1955.7516
1C,7,1792.7568,1807.5702,1786.43,1783.769,1756.794,1746.3072,1734.636,1742.0551,1756.8076,1784.145,1806.0268
1C,7,1691.5248,1669.8145,1676.259,1680.3297,1676.6283,1672.8352,1668.9097,1678.2758,1706.3272,1733.8049,1777.6952
1C,4,1819.3716,1813.4603,1799.8854,1759.6236,1773.2663,1762.6642,1771.007,1788.3644,1815.7117,1871.5848,1906.5583
1C,3,1454.6683,1430.2911,1427.5803,1431.5557,1436.0291,1447.988,1480.7889,1494.3882,1516.5934,1536.043,1571.6164
1C,5,1766.0766,1748.3022,1760.8733,1765.1792,1747.7911,1753.4939,1760.9484,1771.8493,1795.8089,1829.7437,1868.883
1C,5,2159.7373,2156.3778,2187.39,2184.2036,2133.4969,2144.2626,2136.8241,2156.5372,2163.4811,2183.88,2196.6226
1C,2,1686.6705,1667.8771,1680.5651,1671.6852,1718.8007,1690.8177,1721.2608,1744.2192,1762.1964,1797.4381,1838.7289
1C,7,1804.2238,1777.78,1758.6131,1733.7936,1718.0955,1716.718,1716.6475,1722.6067,1749.891,1772.416,1790.9077
1C,2,1800.3333,1776.7776,1813.6563,1798.6727,1851.2777,1798.3015,1838.2741,1858.9331,1869.3396,1887.2289,1905.5833
1C,4,2084.9976,2053.0973,2041.2495,2026.9104,2034.9757,2048.2899,2056.6587,2072.1344,2099.9383,2147.8408,2189.6974
1C,1,1572.819,1578.4646,1587.0042,1593.8205,1597.858,1602.4228,1601.1236,1612.5191,1618.3741,1644.8547,1662.5161
1C,4,1694.4508,1688.7634,1691.7701,1673.2283,1698.7278,1683.2382,1683.1958,1693.2209,1722.4193,1742.5819,1760.5163
1C,6,1874.4302,1837.6435,1823.9504,1823.5092,1816.0155,1809.7451,1823.3945,1829.7915,1860.6768,1896.2148,1909.6882
1C,7,1940.0112,1920.4772,1928.9751,1917.3595,1901.2812,1897.1859,1889.7047,1897.8109,1923.072,1951.5383,1979.6474
1C,3,1902.4217,1889.2774,1875.5785,1879.0021,1892.1163,1900.9459,1912.9423,1930.9636,1945.9499,1978.2961,1998.1891
1C,2,1271.3164,1270.6944,1271.4985,1282.3198,1296.3024,1291.9877,1310.3408,1328.1222,1345.0611,1376.8478,1387.2793
1C,5,1692.5998,1675.1021,1642.8123,1641.8594,1630.3671,1633.4649,1638.238,1648.3503,1667.575,1704.2354,1729.7506
1C,4,1504.1562,1475.8393,1466.6435,1459.2739,1466.762,1472.2388,1476.7831,1487.1225,1501.569,1544.3598,1575.78
1C,6,1736.2875,1727.1567,1731.1738,1723.9865,1745.7965,1715.0101,1731.5515,1749.484,1763.9936,1787.9871,1810.46
1C,7,1856.0486,1835.0973,1820.8702,1840.168,1840.3232,1820.7327,1809.0451,1834.7716,1846.6096,1871.0796,1891.3391
1C,7,1961.4062,1945.55,1930.8917,1908.8474,1878.633,1862.5252,1855.0073,1861.1291,1882.5175,1916.1417,1968.4835
1C,5,1881.8862,1847.0241,1839.6552,1841.0563,1820.7183,1835.3299,1825.3548,1836.4057,1845.293,1874.6062,1894.4189
1C,6,1565.5822,1562.2408,1554.3422,1537.9885,1534.4374,1528.6134,1536.1651,1553.6412,1593.8272,1619.8864,1642.3689
1C,7,1987.1866,1993.6663,1984.1143,1986.3247,1994.238,1992.0236,1983.4789,1986.389,2009.2234,2045.2111,2079.3818
1C,7,1560.1388,1553.7545,1548.7213,1534.5545,1523.2387,1523.4317,1521.6847,1529.4324,1559.2026,1591.4919,1624.3119
1C,7,1850.8093,1836.4851,1835.6968,1827.3879,1795.9085,1776.7605,1760.8188,1761.888,1772.8401,1786.2358,1803.5416
1C,3,1628.6573,1588.1962,1572.6979,1574.7683,1574.0277,1576.7384,1590.0482,1605.21,1631.8075,1674.7984,1710.2522
1C,6,2003.0057,1973.0308,1966.1331,1960.4882,1955.8702,1946.5965,1958.4473,1969.0694,1999.7175,2046.1225,2093.2256
1C,7,1790.4721,1789.894,1778.5079,1771.0743,1767.1296,1768.3388,1763.5558,1770.1042,1796.0137,1840.3924,1873.2887
1C,3,1606.685,1583.2622,1582.8515,1586.6526,1595.0447,1600.4809,1612.9745,1633.3662,1665.7995,1697.6912,1730.3245
1C,4,1363.6899,1367.4411,1369.8318,1356.4267,1376.0269,1368.128,1382.7136,1394.3699,1410.1541,1437.8762,1448.7191
1C,3,1660.9687,1650.3803,1644.7039,1654.3649,1659.8371,1681.9236,1687.7731,1703.6414,1729.0613,1760.2884,1797.9766
1C,7,1664.7758,1641.4754,1630.868,1622.0362,1608.1336,1607.0205,1605.8319,1618.3307,1625.2009,1658.3242,1693.3886
