Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,3,1917.8348,1862.7594,1848.2655,1869.775,1901.6011,1888.0924,1933.7306,1951.3051,1964.6704,1984.8954,2012.8409
1C,3,1695.9675,1689.4642,1653.5793,1659.7218,1676.5976,1668.306,1675.8611,1679.9743,1682.2821,1717.6011,1753.8967
1C,3,1853.3297,1835.4989,1832.7937,1850.6077,1853.2262,1853.6442,1851.3746,1878.1135,1902.8248,1945.3412,1983.1681
1C,2,1881.163,1880.3294,1882.16,1898.6771,1921.4016,1921.7885,1933.3318,1947.5237,1969.007,2007.4483,2037.5111
1C,6,2090.2202,2037.4122,2037.9312,2021.8094,2028.2195,2016.6475,2022.2739,2040.9086,2068.9251,2104.6257,2151.9645
1C,6,2063.5656,2049.7032,2023.9921,2014.7705,2026.0205,1998.5697,2029.3342,2044.2359,2065.0578,2095.2601,2116.3767
1C,2,2042.747,2017.3055,2023.1363,2051.6428,2054.0545,2057.7124,2048.0373,2062.2202,2079.1458,2107.6489,2145.2408
1C,4,1606.1843,1580.366,1576.5634,1574.4825,1596.8037,1589.878,1627.2455,1648.6403,1667.3695,1718.3597,1763.5116
1C,4,1774.2831,1754.3872,1756.0555,1753.0065,1757.3067,1762.1991,1760.9448,1783.2109,1819.9838,1879.294,1902.3142
1C,6,1678.9511,1663.5923,1630.7129,1625.922,1620.1094,1617.4917,1618.584,1634.5961,1648.8104,1670.7846,1696.0583
1C,5,1842.5424,1826.6115,1826.6161,1811.4908,1806.8345,1811.8023,1814.3366,1830.5162,1847.9253,1876.1367,1906.3881
1C,7,2025.4776,2016.5847,2005.1831,1987.8353,1957.9154,1942.6401,1932.558,1939.621,1956.2216,1987.2189,2008.2635
1C,2,1509.1994,1509.1216,1509.2304,1511.8731,1527.3778,1544.3167,1550.7769,1562.7709,1569.8824,1608.6017,1650.3197
1C,4,1733.7983,1709.5925,1700.7048,1684.7855,1698.9458,1713.6827,1720.3908,1736.6208,1769.5946,1789.6569,1846.9662
1C,3,1764.0144,1742.1801,1735.5526,1744.9482,1763.0503,1754.8565,1744.9828,1749.9961,1764.8338,1806.9702,1821.0924
1C,4,1798.4704,1792.3632,1786.3421,1772.2639,1785.3848,1789.8756,1804.2879,1831.7969,1863.4444,1926.6161,1968.3965
1C,8,2050.7636,2000.2025,1990.6531,1986.6549,1979.6637,1965.932,1945.8151,1942.6133,1954.8221,1975.5068,1995.3748
1C,7,1711.3357,1706.96,1692.6788,1697.9851,1682.7673,1690.7687,1679.4874,1688.199,1707.7911,1722.337,1775.8286
