Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,7,189.6131,189.6649,190.1521,190.2086,188.7032,190.2328,188.11,199.6789,207.6462,215.14,232.0681
1C,4,215.3651,209.2079,208.6324,205.0261,206.2159,206.1661,209.538,210.7874,218.0104,224.5625,245.655
1C,1,178.821,182.7418,182.8537,184.342,186.0049,190.8192,196.0322,203.9278,210.0453,220.3316,244.8585
1C,1,170.2947,173.7213,178.0973,179.9957,183.3827,183.4957,181.9227,189.8341,206.3129,214.7341,244.7905
1C,2,154.8202,153.0796,153.9835,159.3446,166.9586,176.7018,180.5225,187.9877,197.8552,201.8705,213.041
1C,3,179.1891,178.0517,175.6076,179.7318,184.4428,187.0882,189.8318,194.3188,196.3613,203.5452,220.0845
1C,1,199.6343,200.2673,199.7019,207.4621,206.4578,202.1867,202.309,206.2364,209.9234,224.1415,239.6144
1C,2,177.9173,175.4369,177.2304,182.7722,180.8002,181.0087,182.9564,182.4676,197.1305,201.3524,213.2776
1C,7,183.0298,181.7781,182.1224,182.6145,183.2551,184.1749,181.2908,182.7352,192.536,192.7705,202.8386
1C,2,170.7433,169.4788,170.6294,171.6068,173.994,175.8791,179.0285,185.4679,190.0035,203.3415,231.2472
1C,6,201.6885,204.6748,209.1662,205.6101,202.1947,195.3722,201.4344,206.8912,213.6763,216.3692,238.8956
1C,5,147.8101,145.2433,143.1519,143.3807,141.8365,143.9417,147.2973,153.8936,164.2741,177.2002,207.4333
1C,5,195.3999,196.9215,192.7698,191.7882,190.5745,190.9675,192.8114,200.829,205.4945,212.2392,230.8448
1C,3,150.2015,150.5131,145.4809,147.289,147.5286,149.4575,152.1214,161.0901,170.6097,180.5289,205.4819
1C,5,199.2839,200.5342,203.5502,203.2892,195.8649,196.6062,198.0291,200.6976,208.9189,204.9454,230.9066
1C,4,206.0164,201.3878,200.6534,199.2201,200.5897,203.9986,206.4971,207.4401,211.029,215.8957,244.8583
1C,1,180.8418,185.6917,187.7426,192.756,195.5071,198.6483,202.397,213.751,221.9356,232.6917,260.5212
1C,7,185.6325,183.684,180.271,174.7202,174.1398,173.5533,170.7859,171.0872,171.9183,173.937,182.2377
1C,5,162.5878,164.2369,163.7385,161.6188,159.9229,163.7192,167.8247,167.5336,178.2072,184.2488,196.577
1C,1,167.9534,178.484,180.5938,189.9783,198.7587,202.1461,203.0952,208.0302,211.6212,223.628,236.5086
1C,1,171.3336,172.9778,174.5326,176.9556,180.7113,183.4505,192.2081,200.7354,210.3601,214.3957,242.1947
1C,1,189.5671,190.3616,191.64,192.5523,193.8574,191.4435,198.2447,199.6779,215.5049,226.5546,251.9212
1C,2,189.6325,185.8082,186.0254,186.108,187.7735,189.7307,192.3743,198.5953,208.0955,215.0737,236.7692
1C,6,190.87,187.2071,184.0612,184.2224,181.5579,180.1073,181.6605,182.5051,186.6303,193.1207,200.4615
1C,3,194.0105,189.7857,188.0081,188.1024,191.6976,191.8283,193.9924,198.4695,206.6174,211.3593,228.4531
1C,5,188.1261,191.3594,190.6798,188.8785,186.2254,187.8389,190.7833,197.8929,204.9167,216.6528,234.7358
1C,1,199.1891,203.0468,204.9436,207.1099,202.6702,200.2543,206.7056,217.4849,220.7063,228.3877,251.3448
1C,5,189.5562,189.5693,187.7084,187.1178,183.5514,186.5976,192.0995,194.3186,200.1651,202.0639,223.5609
1C,5,189.8422,190.4001,188.4928,184.0438,183.9133,184.6777,186.6318,190.1579,196.7321,203.9828,215.5408
1C,3,184.9156,184.2304,181.628,184.3344,183.169,185.7513,189.5178,199.1827,208.7555,215.6497,235.043
1C,1,202.7233,203.6219,204.0344,207.2506,204.3098,203.3758,207.0739,214.3121,220.6991,234.5338,259.6516
1C,2,193.3501,189.6381,190.6933,194.9792,203.9643,206.4011,211.651,219.8369,230.2379,239.3856,264.5388
1C,7,210.3762,206.2152,202.6685,201.5756,199.341,197.6387,196.1338,200.4008,209.2593,218.6252,228.0934
1C,3,163.5762,163.0853,161.9417,164.4504,168.9928,170.9028,173.3017,175.7563,182.7046,189.3138,199.5443
1C,7,173.2843,172.0165,173.2857,169.6526,169.0037,166.7647,165.2684,167.0871,172.1213,175.4879,181.6692
1C,2,178.1024,177.5603,178.2889,178.5631,177.9277,181.232,184.5564,193.8032,201.4804,207.6501,230.9362
1C,7,194.1149,190.2839,186.8358,185.045,183.3942,182.8096,180.314,183.837,191.27,195.3496,204.8707
1C,8,182.971,182.8154,178.9807,178.2162,179.2502,179.4093,180.4491,173.9902,181.2027,185.5837,199.7509
1C,5,190.646,187.0075,181.8248,182.0566,181.2283,185.0756,189.8649,197.109,207.239,206.3737,231.8069
1C,3,132.647,131.9826,131.2641,132.1675,133.4877,136.0612,140.9442,146.0516,161.5163,165.6434,198.1433
1C,1,192.5861,192.9675,196.7439,201.8985,205.893,205.112,206.4146,216.8083,221.5196,231.541,250.455
1C,1,170.9691,174.4599,177.131,181.4141,179.6443,177.9644,184.4693,187.501,191.0569,208.1031,232.6563
1C,1,180.2982,182.903,185.2247,185.2372,191.2562,192.5548,192.5702,195.7072,201.4614,208.136,220.6299
