Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,1,143.7151,148.924,155.2792,150.7766,146.5897,145.9543,149.3469,151.928,159.2759,167.2348,188.6846
1C,6,168.6708,173.3995,166.2337,170.4062,160.6194,158.3615,159.8313,162.5126,166.0879,172.6762,193.8361
1C,1,137.1988,138.0784,139.8076,137.5679,148.254,152.1528,160.868,165.471,170.6375,184.0042,193.9999
1C,1,141.2007,145.2155,145.9125,148.4135,150.7231,152.1415,154.5246,158.3832,166.7565,170.9201,197.16
1C,3,139.3963,140.954,137.5249,139.1625,138.7169,138.7445,144.0437,148.0723,151.4491,154.7821,180.7935
1C,1,143.5359,145.694,148.8481,153.92,154.6144,155.281,157.4925,158.2853,174.0812,187.0482,199.2778
1C,2,150.6834,148.0803,150.1304,153.1381,150.0504,153.039,156.9133,158.9455,167.4805,179.7438,200.7159
1C,2,143.47,142.6328,143.4418,146.0526,146.1339,145.9614,146.7005,151.4993,157.1903,162.4781,178.5782
1C,4,147.2775,144.8504,141.2727,139.9273,146.9876,149.1841,152.9597,159.9846,163.4205,175.1427,204.4746
1C,2,143.1733,140.6703,143.416,149.1479,152.9114,155.6203,158.4547,163.4858,171.1154,183.0351,201.5829
1C,1,148.5093,150.2358,150.3645,154.1039,165.72,165.6735,171.6282,177.895,189.4037,197.2291,225.7601
1C,5,150.3083,149.3983,153.3071,151.9119,147.7367,149.813,161.1236,167.8476,180.8017,193.6632,215.4433
1C,3,160.1363,159.7142,157.6904,158.5716,160.2788,159.4109,164.4264,169.0187,177.9895,186.9429,200.3707
1C,1,140.359,142.0173,144.3381,148.7098,149.0447,151.7409,156.241,162.7815,173.7583,192.2165,204.2653
1C,1,127.4709,128.1973,129.4206,130.7259,133.336,133.6923,135.6849,140.2082,147.3576,157.3896,166.9163
1C,1,128.572,129.6776,135.5451,139.2908,142.4336,145.5244,149.748,153.6877,156.7903,164.5931,173.6105
1C,1,124.1457,126.6062,128.8603,131.9376,132.4585,132.4117,133.3724,136.1682,137.9505,148.1727,162.6139
1C,1,118.4319,118.5881,121.1729,122.8916,125.3862,125.2295,124.7343,123.7042,128.7462,130.5899,137.9881
1C,2,119.0781,118.6072,118.6906,120.4429,130.299,135.3476,140.6136,148.7819,150.3602,154.065,167.8113
1C,1,122.3152,124.4644,125.7122,126.956,130.7094,132.3312,138.3047,146.1964,150.6378,159.3986,172.2477
1C,3,140.8307,135.6374,134.7703,136.1993,141.1562,146.3708,148.1885,152.8578,157.2731,158.7871,189.6218
1C,1,123.5848,125.5274,126.4422,132.2678,134.4005,138.3535,142.7409,151.6842,169.2833,180.1285,211.4094
1C,5,136.2757,136.7551,135.0973,135.4332,134.7686,136.9972,136.6763,138.908,143.1344,155.4403,166.9553
1C,2,148.984,148.3018,149.9382,153.1668,155.7151,158.5274,163.2257,165.1237,171.2192,177.8813,205.6827
1C,4,154.9421,153.4091,153.36,153.1941,153.7767,154.511,160.3576,166.9645,181.3516,180.7007,206.36
1C,1,127.2837,127.6068,132.2151,134.6098,147.6637,149.4007,154.7749,162.0272,172.2373,181.6907,203.2497
1C,1,121.5776,123.9978,124.1363,123.3746,124.7777,127.2823,131.5425,138.0818,144.9209,151.7983,165.557
1C,3,148.922,148.3884,147.5454,152.8799,158.6415,160.91,165.4851,173.0362,186.3897,195.9322,217.4884
1C,1,133.626,139.0296,142.634,145.0714,153.5396,154.7673,157.9143,164.1661,176.6651,183.9062,200.035
1C,1,141.7417,145.2908,144.4574,148.5819,149.6117,151.4689,155.6931,160.4314,167.7594,173.8804,206.7385
1C,3,132.053,131.4866,130.6269,134.568,138.4282,139.2234,142.552,146.5994,158.3625,162.433,186.2238
1C,5,172.4005,171.4822,171.9294,171.0107,164.4618,165.569,173.0085,171.8708,180.6955,189.3128,204.4136
