Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,5,194.3049,193.6322,191.5864,189.8232,188.5604,189.782,193.1938,199.0935,213.5626,226.5087,244.3651
1C,5,203.5952,202.7432,201.7546,199.8741,197.8703,198.5972,202.3885,209.8571,215.9651,216.9964,244.4164
1C,5,200.2606,200.0645,201.2295,199.7565,199.0962,200.8232,203.9969,208.1059,213.5506,228.026,255.7524
1C,5,193.8155,192.4798,190.1572,195.2274,186.8385,193.6072,196.3658,192.5441,201.9477,208.3434,233.179
1C,7,193.5468,193.1562,193.4844,192.2367,192.4733,189.6861,188.2921,190.6155,193.7798,204.6261,217.9395
1C,3,186.5806,183.1165,182.3686,183.3596,186.4365,188.332,190.4793,197.7989,202.4696,209.3743,239.4349
1C,1,192.9357,194.3529,195.5498,197.2174,197.9019,198.6636,202.2109,208.4841,213.3775,218.9253,242.4725
1C,3,184.5307,184.7338,181.0454,181.2593,184.8263,184.4955,186.2199,185.9616,192.6023,199.2757,207.7565
1C,5,151.369,149.3584,146.506,146.2302,146.1065,147.8656,150.4708,157.1524,169.6242,178.559,205.7382
1C,5,202.793,202.4202,200.4383,197.9379,195.0054,195.4653,205.6578,209.1777,209.9633,215.4304,237.8022
1C,3,188.9063,187.5804,186.4996,188.5698,193.4773,196.5262,198.4611,207.1473,217.8666,224.2878,250.3799
1C,5,189.5436,189.6016,193.8758,193.7679,187.6397,190.1173,192.1979,193.7161,197.5126,203.1918,223.3889
1C,2,179.2625,178.0475,178.0969,181.2617,181.315,182.2488,183.1461,182.6588,191.3969,194.7532,208.5958
1C,4,203.3014,205.8812,203.2939,202.5297,204.1992,204.0848,203.0386,207.6662,218.0702,226.6691,251.1708
1C,1,182.3982,184.4983,185.8501,189.7162,194.0573,195.052,198.0688,203.6255,215.9813,223.1893,247.1431
1C,3,202.7293,201.2367,195.8002,196.5927,195.9674,196.3181,197.0795,198.805,210.1176,222.3628,234.4552
1C,1,192.8287,192.899,193.5851,197.3692,196.662,198.1805,200.5774,205.8728,208.9908,220.5855,239.1423
1C,2,180.575,177.2153,177.78,179.0657,178.3657,180.1426,181.7624,188.8879,188.4883,200.8813,228.0547
1C,6,200.7053,202.7177,203.1093,207.3636,200.4312,200.106,204.7522,211.8698,217.5721,227.0918,246.3317
1C,6,195.683,195.0274,195.7258,189.915,189.2591,187.6503,188.3263,188.4585,199.1268,207.9456,222.4875
1C,7,203.1259,202.2185,201.0592,197.3592,196.3775,195.0108,193.7815,199.3922,205.6407,212.783,234.5239
1C,4,180.8392,181.7869,181.3064,178.9923,179.3104,180.6934,179.1984,181.3057,187.6317,189.8416,197.4868
1C,6,192.5849,194.9403,193.2805,199.9815,191.8043,185.4999,192.4158,193.7326,198.3061,206.4563,225.877
1C,1,169.8625,172.1361,175.2765,176.496,176.7011,179.6703,183.5479,186.9858,201.3659,212.963,229.9887
1C,3,181.1639,179.5383,177.2598,183.3622,183.8205,185.6333,191.8461,192.8134,205.3684,210.5846,221.4277
1C,1,191.1776,195.9263,194.762,195.72,193.7104,193.4232,196.2142,203.7441,213.9079,227.2313,244.5937
1C,8,206.0202,204.1795,203.6434,211.7574,199.1444,199.8236,198.5958,198.5737,204.5687,209.9882,237.4754
1C,1,188.8995,189.5633,191.4778,194.559,196.1035,196.8569,200.3302,205.8642,211.6144,220.638,245.188
1C,5,200.8008,198.6892,197.3307,192.524,189.7738,191.5863,193.3696,199.1515,212.3331,220.2268,244.6523
1C,2,177.1422,177.0293,178.666,180.6905,181.2,183.8517,185.945,193.6961,206.6649,208.3294,228.8155
1C,5,158.6007,155.5345,154.6656,154.0541,152.0839,152.4636,155.5068,160.1287,165.5336,176.8434,191.9573
1C,2,173.0704,172.7896,173.409,177.1892,179.8988,184.8476,186.8838,192.4548,200.4142,209.6416,234.9557
1C,4,187.7707,186.2914,185.5683,183.1997,185.3273,186.9089,190.0268,194.4672,195.7978,207.0043,229.3611
1C,5,186.7411,183.6619,183.0556,179.6452,179.3287,181.4821,184.7648,193.8381,194.3435,210.5271,231.1685
1C,5,182.4308,184.2226,177.3626,174.4643,174.0002,175.7367,178.4076,184.819,192.9834,201.7124,215.6602
1C,1,182.6975,183.4326,186.2372,187.5539,189.1626,190.4996,195.7979,200.8055,209.7642,215.5823,230.0425
1C,3,184.6514,186.3818,183.2101,185.0903,188.5759,190.5834,195.9353,201.6058,213.8392,221.2217,236.1575
1C,3,197.2657,198.1737,193.7049,195.9822,196.8114,197.6814,199.7745,201.59,207.8582,222.1493,247.3729
1C,3,175.0736,173.4053,172.077,176.8202,179.7855,183.8946,185.9918,189.5123,199.3333,204.3612,220.3007
1C,4,196.7332,194.124,190.8917,189.3123,190.0584,194.3137,197.5171,202.4427,207.2007,221.149,242.5216
1C,4,157.7595,158.0946,158.5526,157.5385,161.3576,162.7439,163.2308,167.7398,173.2332,181.0687,203.4317
1C,3,196.6717,195.2375,195.0612,195.7691,198.1151,199.5576,202.2396,207.8466,210.0651,222.6804,245.5501
1C,7,210.9118,212.4572,212.1107,210.6121,212.0591,211.2138,208.6667,212.1733,219.9356,226.3209,250.8149
1C,6,163.7597,165.1152,160.9263,154.7054,151.7905,150.6184,156.4795,160.9616,169.2128,180.4784,200.001
1C,5,200.0994,195.2941,194.9212,190.729,189.8388,189.9945,193.2096,197.5157,204.7715,213.2381,230.2141
1C,6,219.8953,214.2033,207.4024,211.2051,199.7769,198.6736,202.9077,207.2354,209.8908,213.8003,233.2661
1C,3,188.7227,185.664,184.9919,190.0032,193.0066,194.9109,196.0454,203.0092,212.4801,216.5529,235.5356
1C,4,194.6049,192.941,189.4264,188.2185,192.679,193.4728,194.8446,198.3035,201.596,209.9411,236.6296
1C,1,194.4006,195.3344,195.3906,197.8141,200.3852,199.9066,197.7359,203.5941,202.7952,207.9143,221.0121
1C,5,185.3397,188.1077,187.3339,184.8024,184.8004,185.6983,187.7501,191.0496,193.4361,207.2865,228.2204
1C,3,176.6194,176.567,175.8401,176.3866,178.8675,181.3152,185.2971,186.0793,202.5832,215.572,228.8596
1C,1,182.655,185.3535,186.5324,183.796,183.8443,185.4472,190.8069,198.7795,209.0762,214.2087,231.8788
1C,2,178.7896,178.1169,178.2548,180.2424,181.5638,184.0081,186.7529,194.54,199.4014,205.9138,223.2296
