Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,2,194.2149,193.8472,197.4508,199.5827,209.1905,210.7801,217.9708,219.7478,234.6409,248.4876,262.2231
1C,7,185.9444,185.7358,182.1732,176.6363,176.1659,175.4423,172.8901,176.1095,183.5116,187.6754,199.3806
1C,6,240.5563,234.9571,238.3497,234.2173,229.2162,226.8106,229.0099,234.7978,239.6558,245.9588,261.909
1C,2,216.7528,210.8336,213.9468,213.4112,212.7518,212.8913,215.9382,220.3619,227.4272,236.0014,254.0317
1C,6,228.5255,220.288,224.3501,226.1299,216.5309,215.9157,219.2383,225.0844,224.8062,246.8795,258.8324
1C,6,241.4294,234.1032,228.1898,223.3135,215.2166,214.4371,217.6402,220.958,235.3023,245.5195,279.43
1C,2,197.2321,196.9181,198.335,204.5426,206.1589,204.9817,201.9705,200.6899,204.9444,209.3679,225.3081
1C,8,205.6425,204.2092,205.462,206.957,203.7066,200.488,194.132,191.8985,195.629,199.6229,201.3775
1C,7,220.9967,208.719,207.6537,196.3734,190.6408,191.2623,189.2968,192.3053,198.9272,208.4381,226.4712
1C,6,202.8302,211.2411,211.3842,212.2165,207.2803,202.4454,210.6259,213.1779,221.0339,220.5842,244.5533
1C,1,202.7753,205.9117,206.1775,206.8965,207.343,211.8688,212.4884,220.5256,220.6733,236.0586,252.0233
1C,4,205.0172,203.8199,205.3399,200.0695,203.0471,207.1404,207.942,214.7795,219.8038,238.4684,242.654
1C,1,161.0736,164.6965,165.1187,168.53,169.4737,163.5865,172.8449,170.2498,170.0544,180.6267,203.6911
1C,6,235.4454,231.6223,229.7638,230.8892,226.2901,222.838,234.9535,230.8718,234.5518,247.9846,275.6521
1C,1,182.7072,189.8282,185.6578,188.4393,203.3826,204.8005,198.0833,196.5272,197.1387,197.5694,212.4755
1C,5,205.5881,203.6573,203.6289,202.0734,200.8147,204.0092,207.1485,207.4713,203.3242,211.0522,219.3827
1C,1,116.591,117.5536,118.689,119.738,119.6842,118.8894,117.0819,118.8477,121.0856,121.4524,127.0263
1C,1,209.3439,211.1005,216.2969,217.5122,226.0863,224.7061,222.114,222.701,232.8702,244.6395,271.7273
1C,1,109.7229,111.8613,115.4331,116.7715,122.6561,123.8182,127.1124,131.7104,138.8052,141.8631,156.2818
1C,1,163.6494,165.1254,164.2965,169.0978,168.1715,170.5237,174.8605,181.812,194.6237,204.6219,222.1638
1C,5,151.8653,148.445,146.0842,141.6837,136.6015,138.7219,144.3473,154.9595,159.8702,173.8021,201.1737
1C,8,208.6522,203.4502,204.1523,205.679,203.8169,202.3582,197.0206,194.194,195.3548,201.2696,206.0578
1C,6,222.7595,218.5702,219.2665,212.6366,210.3295,209.4493,213.6072,213.9995,221.7688,229.8796,241.0187
1C,2,161.1465,157.7076,165.1862,165.6277,170.2216,171.3558,176.3094,184.6645,200.8669,214.9766,230.1569
1C,3,214.5809,210.4982,207.9584,216.7633,214.8746,214.45,219.9914,221.6694,226.4084,225.2618,254.0261
1C,1,152.0161,153.9653,153.6836,159.352,161.1782,162.0238,159.6936,157.0968,161.926,176.6399,188.9857
1C,1,187.5344,193.9444,200.4675,203.5198,207.4341,210.5616,219.7674,228.7933,235.2326,243.7634,265.9161
1C,5,217.3876,212.6756,209.6811,204.1592,201.6419,203.8562,208.3467,206.3899,225.3364,231.7309,244.9435
1C,6,223.6162,223.6499,219.7512,220.7136,212.9022,209.9148,217.1577,221.125,224.4277,232.7914,262.7965
1C,3,155.0265,149.1867,144.8788,146.1331,148.3856,151.4296,155.7362,165.4858,172.1885,184.6574,211.751
1C,6,210.5539,210.416,209.0791,206.4316,198.5285,195.5861,198.2498,202.943,212.2069,216.4499,233.3305
1C,1,136.4924,138.8172,142.2523,144.6793,154.9505,152.2208,159.3288,160.0854,167.9817,171.5571,187.0929
1C,6,171.4597,178.0837,175.6869,175.7789,166.2914,164.7677,166.2618,169.668,180.051,190.0009,212.9364
1C,5,227.6728,227.2201,225.6849,225.1157,218.4269,223.4122,224.7454,229.1095,234.6371,245.9294,266.578
1C,7,241.7275,236.4123,229.7436,214.1397,215.1436,214.6145,214.0784,225.4237,229.3981,238.7841,255.5228
