Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,7,1563.6361,1557.9326,1557.2333,1549.146,1543.8632,1529.3988,1526.1874,1531.9222,1556.4567,1587.9197,1624.0373
1C,2,1517.5464,1507.9511,1521.9959,1523.9574,1539.5969,1550.4085,1562.3017,1586.3453,1618.0144,1655.3859,1676.5427
1C,7,1857.8875,1844.5831,1825.7167,1814.6274,1807.0047,1808.5866,1797.8186,1804.7808,1818.6506,1842.533,1854.4488
1C,7,1797.8362,1761.0824,1755.3485,1708.6355,1722.4496,1691.6761,1689.0097,1701.9131,1732.8345,1754.3901,1769.4636
1C,4,1662.7102,1643.8129,1650.8082,1641.8083,1654.8021,1664.109,1672.8262,1682.3331,1703.4123,1754.803,1791.4965
1C,2,1422.6079,1406.481,1414.0304,1413.8263,1427.319,1434.6074,1442.9811,1456.2714,1472.4475,1507.6625,1552.9473
1C,7,1796.9937,1793.481,1793.1567,1789.3181,1778.4514,1775.6359,1769.8557,1772.8847,1798.7777,1855.0134,1888.8307
1C,7,1469.6551,1454.8811,1439.3374,1431.9125,1427.4415,1423.5146,1423.4543,1445.7081,1486.9076,1541.5437,1560.6172
1C,4,1532.4203,1521.6092,1524.848,1519.2535,1529.6902,1538.7002,1546.0426,1559.3927,1591.5177,1637.5303,1666.8672
1C,6,1694.4256,1654.1444,1656.8697,1629.7575,1605.8467,1603.8864,1603.9119,1607.2523,1633.5152,1660.2798,1692.6626
1C,6,1873.1858,1858.6875,1875.0021,1842.3476,1853.3848,1839.5415,1845.0893,1849.996,1870.5772,1906.6771,1938.4965
1C,5,1626.9792,1601.3782,1590.1504,1575.0643,1574.1713,1578.5558,1582.0541,1592.4023,1615.4996,1660.8155,1674.8759
1C,6,1745.5659,1738.2428,1734.6376,1700.43,1723.0458,1687.7516,1697.7894,1708.9378,1735.14,1768.3288,1799.9673
1C,7,1827.1372,1838.7274,1825.2128,1806.7693,1780.8314,1779.7076,1767.742,1773.5457,1789.6642,1830.1938,1852.9015
1C,2,1520.6653,1491.8759,1499.3866,1497.0987,1492.4213,1497.3068,1504.1361,1519.6296,1537.8905,1576.8477,1593.993
1C,6,1616.2372,1608.1129,1615.803,1597.6348,1597.0759,1593.0596,1594.1081,1606.6298,1616.8812,1634.0516,1677.1887
1C,3,1880.4274,1862.2745,1853.9064,1865.617,1854.7913,1855.06,1866.8575,1887.0654,1918.2779,1951.758,1988.161
1C,1,1517.194,1518.7935,1525.4693,1536.3588,1547.8078,1556.6195,1564.5401,1583.0808,1598.0675,1632.0321,1654.4143
1C,6,1896.0561,1890.3052,1888.5719,1871.9872,1859.2033,1854.375,1861.6381,1870.7771,1895.4069,1922.9942,1958.2232
1C,4,1452.365,1442.3641,1425.0462,1419.3539,1427.3197,1423.5895,1439.6449,1451.8043,1481.0316,1510.3814,1531.1413
1C,7,1433.7448,1423.8156,1422.626,1410.244,1396.2005,1397.506,1394.7592,1403.3098,1417.3533,1452.8313,1482.437
1C,7,1677.95,1647.9336,1629.3074,1626.3761,1619.6206,1615.4018,1608.9746,1617.9123,1644.6159,1679.4093,1701.3524
1C,6,1816.1651,1780.7761,1792.1684,1778.3429,1779.6059,1775.6818,1778.1307,1790.9778,1819.7855,1856.4738,1888.7091
1C,4,1883.9116,1844.7488,1853.6283,1832.9859,1835.4352,1839.2437,1852.2207,1865.5645,1889.4663,1915.6533,1940.9314
1C,4,1788.1257,1762.2211,1751.7096,1724.0846,1729.8513,1739.7144,1737.763,1749.142,1782.6601,1838.5488,1888.9327
1C,5,1686.8454,1642.6816,1653.313,1644.9728,1639.3336,1640.1676,1642.3049,1654.938,1665.9345,1699.2337,1720.3082
1C,7,1967.9426,1931.1204,1938.2964,1921.0401,1907.2073,1903.1366,1902.6808,1915.4735,1931.482,1967.7343,1991.883
1C,6,1735.04,1712.4483,1714.7999,1688.9706,1694.5354,1671.9298,1686.4331,1697.4297,1725.4093,1760.3153,1798.0518
1C,2,1694.4067,1694.1919,1702.5308,1698.4759,1700.9928,1699.9049,1703.949,1720.626,1751.8993,1788.1167,1821.2755
1C,4,1503.0899,1490.6525,1494.4695,1480.1477,1484.9573,1490.7023,1500.9392,1516.1822,1542.3845,1588.3309,1614.49
1C,4,1648.6352,1634.3377,1622.3619,1599.9107,1612.4509,1606.5536,1613.6078,1623.6332,1639.9201,1660.5205,1678.1157
1C,2,1673.465,1673.0231,1678.6153,1675.8513,1677.2857,1677.3186,1678.3478,1684.0857,1711.91,1750.7652,1784.3936
1C,5,1399.5039,1373.3409,1358.7032,1351.8568,1349.5827,1353.3202,1350.677,1352.757,1373.6371,1397.6247,1423.0221
1C,3,1523.1097,1507.9999,1499.8357,1500.9235,1505.5307,1513.8496,1527.4007,1539.8303,1564.7685,1611.6241,1647.2875
1C,6,1948.4259,1927.9172,1926.313,1903.0258,1923.8436,1899.5097,1909.4766,1918.7318,1937.1576,1966.2827,1995.8287
1C,6,1791.8644,1777.6412,1799.012,1795.9443,1811.2099,1772.9446,1789.4658,1802.7768,1821.1831,1841.3475,1874.9289
1C,7,1681.3588,1672.7469,1658.6019,1642.4402,1621.6121,1621.3394,1621.2999,1627.4078,1662.2966,1692.15,1731.5866
1C,4,1945.0095,1918.0399,1908.8803,1891.3022,1891.7199,1893.6141,1896.4805,1902.0387,1928.8174,1958.7005,1987.7828
1C,4,1616.0195,1609.8368,1599.0617,1586.4473,1635.2604,1606.3895,1630.2008,1648.4197,1682.3664,1726.1299,1761.9537
1C,2,1394.0068,1341.2698,1341.6696,1343.1075,1368.9671,1377.4412,1373.5603,1388.2353,1402.1166,1427.1889,1442.0667
1C,5,1701.519,1684.0145,1665.8711,1648.1649,1628.4031,1631.4361,1628.9961,1637.173,1663.2787,1705.5302,1741.2221
1C,7,1580.9246,1588.4923,1578.2689,1593.193,1581.1126,1583.756,1575.7329,1587.7594,1606.1522,1650.9757,1682.8086
1C,5,1634.84,1626.8283,1620.5835,1613.4852,1606.0428,1609.3803,1621.9186,1637.5166,1660.7953,1723.7369,1755.1637
1C,2,1633.741,1616.346,1618.3564,1622.4912,1622.196,1617.3949,1619.9236,1630.6515,1656.8336,1713.2609,1742.9441
1C,2,1363.4223,1357.7533,1366.3481,1371.6823,1394.9846,1398.0032,1421.1601,1436.9864,1470.6518,1525.3385,1555.026
1C,6,1931.8886,1927.0822,1928.641,1916.9015,1929.0787,1909.6281,1935.3119,1946.3611,1958.5486,1996.2867,2031.7627
1C,6,1611.9076,1597.1802,1583.1161,1560.7675,1575.6973,1547.5249,1565.4746,1580.5611,1593.0054,1643.6202,1672.5036
1C,6,1731.8986,1708.1376,1701.0645,1697.5725,1688.6875,1665.115,1671.5579,1690.9591,1709.5146,1765.7132,1794.8024
1C,4,1855.0697,1830.5369,1833.0222,1814.1123,1818.7582,1828.0798,1834.4215,1844.7847,1875.2807,1935.6069,1961.6975
1C,7,1834.1079,1809.2238,1791.9224,1768.054,1742.8788,1746.1742,1741.2988,1746.719,1758.8654,1784.2365,1808.3156
1C,3,1730.0636,1712.222,1692.7859,1697.9707,1702.4475,1703.4505,1710.4896,1718.8784,1740.1572,1787.9735,1838.5677
1C,4,1674.583,1650.3755,1636.5585,1625.1963,1635.8601,1634.5336,1644.0117,1658.9857,1692.0818,1732.8313,1774.0531
1C,6,1817.4828,1805.5319,1787.641,1778.634,1773.3656,1766.0625,1767.9697,1778.0512,1806.2013,1829.67,1853.8823
1C,6,1861.0792,1866.4312,1888.7653,1881.138,1866.3595,1837.8005,1842.0692,1850.4221,1878.4749,1925.5094,1976.5882
1C,5,1661.3351,1632.0443,1615.488,1605.3032,1599.5389,1603.5519,1602.6821,1609.0232,1625.9499,1657.7124,1681.9975
1C,6,1796.2274,1800.1405,1781.2908,1771.6643,1772.0349,1771.5391,1780.514,1795.8275,1821.2727,1866.7118,1915.1479
1C,7,1874.6092,1863.7982,1852.1234,1844.8176,1830.1247,1823.4749,1823.3703,1828.0935,1863.3349,1908.515,1942.1177
1C,7,1824.2803,1797.332,1802.7323,1782.749,1779.0811,1776.8957,1775.8918,1781.6548,1797.4641,1842.2367,1874.5466
1C,5,1494.4838,1482.2504,1482.517,1478.1677,1466.8734,1473.1761,1485.6408,1504.0968,1536.3933,1573.8249,1594.6982
1C,4,1718.4498,1712.5753,1714.1128,1705.7624,1722.0822,1709.6297,1710.6887,1722.0644,1752.4811,1816.881,1861.7125
1C,8,1456.9349,1445.1138,1440.5592,1431.3199,1430.8953,1424.9467,1428.899,1419.0535,1436.9967,1481.0055,1502.0461
1C,6,1813.0005,1804.501,1798.5532,1792.8258,1786.0778,1784.9147,1785.4277,1799.5348,1823.1656,1875.6889,1913.3259
1C,4,1655.2793,1654.7206,1654.2935,1640.8067,1648.8593,1644.2418,1646.5018,1654.7367,1688.5472,1730.297,1760.9217
1C,5,1607.4933,1600.3725,1584.4648,1582.4363,1573.5834,1586.4857,1585.8059,1600.1813,1622.322,1647.3965,1674.9551
1C,3,1984.8883,1958.3821,1940.3239,1948.1783,1964.1046,1955.5902,1965.3253,1975.0014,1993.365,2027.4427,2060.3162
1C,4,1455.1249,1442.3039,1443.941,1437.9298,1443.5802,1453.9205,1471.3632,1483.8459,1517.8448,1556.7105,1601.2316
1C,5,1645.3209,1624.4732,1634.0535,1626.6193,1615.7431,1624.9555,1626.4365,1641.4905,1656.0727,1696.0677,1713.4125
1C,7,1966.0986,1972.0499,1974.1291,1960.3698,1940.8799,1939.4742,1931.0718,1941.7085,1964.4352,1994.4414,2029.0888
1C,2,2056.148,2055.2008,2062.013,2056.657,2076.3863,2072.9435,2074.1606,2084.6844,2107.0068,2145.7975,2182.3023
1C,4,1446.2693,1431.4989,1409.9812,1408.7645,1410.1618,1409.2712,1408.9843,1414.6185,1432.8711,1471.9372,1501.9587
1C,4,1459.4263,1457.2006,1457.8768,1449.4401,1467.802,1452.1595,1466.0791,1486.9875,1516.7763,1568.7777,1592.3111
1C,5,1586.9575,1569.3477,1568.9358,1557.7551,1555.123,1558.1943,1572.0008,1580.5774,1598.0787,1657.9245,1694.6749
1C,5,1582.7507,1578.5829,1563.6048,1563.0162,1561.5668,1563.329,1574.9599,1592.8483,1618.6047,1663.1729,1691.8544
1C,4,1654.6612,1648.6882,1645.9591,1636.8408,1661.367,1651.3914,1658.3092,1665.4818,1687.0592,1718.3543,1742.725
1C,4,1370.8676,1362.2713,1367.0974,1362.0365,1367.6223,1363.9856,1378.9602,1392.5564,1414.2909,1487.1386,1519.9661
1C,6,1744.0959,1742.0335,1736.0956,1735.4565,1730.7641,1730.4272,1732.7446,1742.0188,1774.3633,1810.5412,1848.1568
1C,4,1685.0944,1663.1468,1659.9863,1648.6893,1663.4329,1654.2088,1676.2089,1689.7423,1708.8389,1756.027,1780.264
1C,7,1822.482,1831.6604,1832.9915,1837.3958,1799.7498,1771.3077,1760.2754,1761.7796,1784.9929,1829.2488,1856.709
1C,7,1638.7555,1619.943,1625.8929,1615.7441,1617.7987,1606.2011,1595.3507,1596.9707,1617.7228,1641.7623,1672.9903
1C,4,1518.292,1517.7156,1502.8221,1497.584,1497.5847,1498.9551,1509.0042,1520.9139,1551.8457,1597.5999,1617.221
1C,4,1850.9994,1836.5147,1845.6997,1825.011,1838.7627,1839.3124,1858.4692,1869.6169,1903.5046,1952.5693,1994.8733
1C,6,1935.0762,1929.4078,1915.8919,1908.2514,1910.1415,1897.6808,1912.14,1921.6478,1940.5482,1979.4104,2003.9135
1C,7,1941.9611,1908.237,1900.8025,1875.2967,1868.6749,1863.045,1860.4167,1868.6597,1892.6737,1935.7745,1979.4396
1C,7,1913.5506,1908.9231,1902.2743,1901.8944,1875.655,1857.2587,1848.9617,1854.4941,1886.9174,1928.8655,1975.6783
1C,5,1731.6677,1711.2062,1706.0207,1704.9145,1695.4318,1696.7731,1698.822,1700.4625,1735.7958,1808.6346,1839.8923
1C,6,1958.8285,1909.4648,1904.1085,1897.0948,1896.701,1888.4973,1889.4848,1901.6087,1931.3805,1970.021,2000.5454
1C,5,1958.7649,1955.8789,1962.2613,1941.345,1927.9194,1928.9215,1930.5077,1943.5664,1974.2371,2030.5656,2073.615
1C,5,1186.6427,1188.2284,1186.1193,1190.9895,1184.853,1192.5115,1191.2703,1196.0613,1207.8569,1258.3957,1277.5632
1C,5,1722.6999,1699.7221,1693.9451,1675.0146,1661.9978,1665.46,1666.7904,1673.9498,1698.6995,1731.0424,1754.7651
1C,7,2009.039,2002.1867,1990.6634,1974.8531,1951.4401,1949.5217,1944.3757,1953.4905,1974.5889,2016.0288,2044.5782
1C,7,1863.0009,1837.8501,1827.0375,1808.7337,1803.8285,1787.9118,1786.0059,1799.862,1829.4257,1862.1262,1889.9078
1C,7,1886.6338,1896.6431,1900.9685,1894.49,1877.244,1865.9035,1855.6417,1857.369,1869.8452,1915.2385,1939.161
1C,7,1895.4787,1860.8564,1837.6059,1821.0037,1811.4799,1794.8483,1782.6519,1789.3167,1810.688,1851.8994,1895.4499
1C,6,1838.0448,1830.2738,1805.6512,1781.4431,1776.9686,1776.9396,1783.2003,1792.0041,1816.545,1863.8329,1913.0026
1C,6,1681.8199,1655.1349,1641.8461,1640.4211,1633.5975,1624.4974,1639.5628,1645.0335,1674.1674,1722.0703,1744.2985
1C,6,1986.0408,1948.6125,1963.336,1922.0451,1891.8302,1888.9456,1889.0974,1898.8213,1919.5269,1951.3843,1985.4213
1C,5,1568.3114,1569.3371,1559.5241,1559.3616,1553.6745,1559.3464,1560.6185,1568.9717,1580.374,1606.0241,1620.8069
1C,6,1783.7824,1784.5761,1781.3852,1781.1735,1790.3237,1777.4878,1790.8591,1808.5921,1826.1384,1856.3075,1888.1253
1C,6,1720.5882,1714.6237,1700.0836,1683.3425,1681.4238,1678.2157,1692.2012,1704.7749,1720.6892,1763.2836,1797.3291
1C,6,1712.2776,1700.778,1706.1157,1689.0586,1690.3655,1683.9503,1688.9113,1704.2317,1715.966,1765.0491,1780.7522
Co,1,225.1461,228.1377,227.0652,230.6754,230.7137,233.7213,236.6651,239.2133,240.9343,247.3777,254.807
Co,2,260.8772,257.1621,259.4087,258.9498,263.4609,267.723,271.8246,273.5348,276.4287,283.9289,294.5359
Co,2,276.7435,276.5732,277.5941,279.7074,278.5873,282.3846,286.6795,288.8575,292.9193,300.1084,307.4773
Co,3,280.3639,278.9521,276.4045,280.1222,279.1454,285.7443,290.0797,292.9704,294.4583,301.8209,308.8899
Co,3,255.8772,252.6355,252.1429,253.7902,255.1963,259.3416,261.612,262.5153,264.429,272.0658,277.3454
Co,3,304.4114,301.7634,301.2674,302.5095,303.825,307.9326,311.0874,312.1949,316.6102,324.104,332.1062
Co,2,291.485,288.5536,289.6929,292.0606,293.6593,299.0194,301.861,303.3692,305.3736,310.6459,319.7162
Co,3,287.6791,287.1987,286.4455,288.381,288.5267,291.7208,293.952,296.7146,299.873,306.7426,311.3232
Co,4,300.4192,296.6103,297.9504,295.0402,296.4955,299.7435,302.2492,305.1949,307.3477,312.6624,318.1951
Co,3,260.6832,260.3766,259.1022,263.1042,260.2074,263.5544,267.1648,269.4166,272.5646,278.5811,284.573
Co,5,292.8833,290.3225,290.8548,289.9856,289.8689,292.971,294.8045,296.6198,299.9864,307.0895,315.2889
Co,3,264.4157,259.9676,257.9843,258.6505,259.7419,263.0565,265.7292,266.5534,269.0496,274.8806,281.4429
Co,2,266.2175,264.1281,266.3277,266.0922,267.6429,273.3407,276.9684,278.6941,282.4169,289.0773,295.6569
Co,2,279.8651,277.4067,278.6169,278.1839,279.0369,280.1268,280.8891,282.421,284.6946,289.2617,293.0413
Co,4,289.2445,288.2924,285.4941,284.7653,287.4443,291.5693,295.826,296.8474,299.8831,305.7897,312.1172
Co,3,274.218,273.1103,273.0485,274.6572,276.723,281.0432,284.5314,287.0051,290.6594,296.9043,303.9794
Co,2,276.0184,272.6067,277.1749,274.4173,277.0986,281.4951,282.6748,284.0967,284.6629,291.1641,297.1599
Co,3,268.06,265.6419,264.4321,265.4181,264.4925,268.4002,272.4064,275.6132,278.1129,284.379,290.7514
Co,3,274.4722,272.0103,268.7079,274.2279,273.2525,277.8228,280.5577,282.1647,284.0266,291.5022,298.1114
Co,4,316.2149,314.8466,311.844,309.2822,312.0185,316.595,318.9238,318.9284,321.3429,327.3312,335.3104
Co,4,288.3099,287.1942,285.431,283.907,284.4986,287.1069,289.6735,291.8606,294.8124,301.2575,307.2216
Co,3,276.6718,275.6334,275.279,277.5862,279.5901,282.8685,284.7854,285.9594,289.2437,296.9863,303.4737
Co,3,270.2924,267.0767,266.4719,267.3903,267.162,271.0215,271.1341,271.8973,272.8962,278.8881,282.934
Co,3,260.3462,257.9468,255.6749,259.2578,260.7178,264.4956,266.0059,265.4831,265.747,268.229,269.6274
