0,1,2,3
100-ER18,192.8217821782179,273.5819864350866,Validation
124-ER18,57.25685785536161,1.7476841677140855,Validation
126-ER18,36.80798004987531,98.1783699650594,Validation
297-ER18,21.364764267990083,0.49685720433617464,Validation
304-ER18,1418.7623762376238,321.5888954015479,Validation
307-ER18,192.76119402985069,130.08214594384137,Validation
324-ER18,47.58024691358025,100.09394615403164,Validation
330-ER18,183.72151898734177,151.7645506772056,Validation
351-ER18,35.60794044665013,115.69249983570893,Validation
394-ER18,21.36476426799008,127.66525509737554,Validation
475-ER18,804.8148148148147,695.5679392666264,Validation
020-ER18,162.37623762376236,108.97717274695145,Calibration
031-ER18,21.206896551724157,58.49595266139185,Calibration
032-ER18,6.089108910891091,16.314538363737906,Calibration
035-ER18,49.97512437810946,16.706502986610694,Calibration
036-ER18,39.57920792079208,36.54641859889845,Calibration
038-ER18,15.260545905707202,91.37632034791768,Calibration
039-ER18,32.55583126550869,72.82852142769408,Calibration
040-ER18,66.79197994987469,70.95983567059221,Calibration
043-ER18,122.38805970149258,250.8012156958868,Calibration
094-ER18,52.641975308641975,61.091691406982136,Calibration
095-ER18,93.36633663366337,66.74934995737755,Calibration
096-ER18,37.45679012345679,70.89389966723733,Calibration
098-ER18,189.85221674876848,295.75068426814613,Calibration
099-ER18,197.9310344827586,269.60097622429424,Calibration
101-ER18,254.4827586206896,297.9073450699961,Calibration
114-ER18,111.63366336633663,51.44562083009184,Calibration
115-ER18,192.02531645569616,64.82309278399539,Calibration
116-ER18,56.97270471464021,98.47015638546998,Calibration
117-ER18,10.199004975124375,127.25071222665913,Calibration
119-ER18,124.73815461346632,180.9499028131936,Calibration
120-ER18,100.68354430379749,-94.05215457746604,Calibration
121-ER18,88.95261845386534,83.13087862195704,Calibration
125-ER18,35.875,-26.815658411142014,Calibration
127-ER18,33.21518987341772,33.27422316878415,Calibration
131-ER18,15.452261306532664,81.4073106004078,Calibration
177-ER18,26.015228426395957,54.88544019691903,Calibration
178-ER18,12.392947103274556,93.4884945031192,Calibration
179-ER18,12.487309644670056,69.47393145873681,Calibration
181-ER18,15.452261306532668,97.24866770354575,Calibration
183-ER18,9.24812030075188,48.22623099063468,Calibration
187-ER18,48.784810126582265,50.7035416208464,Calibration
188-ER18,10.224438902743143,-3.97691720338374,Calibration
251-ER18,65.80246913580248,92.50079022557367,Calibration
253-ER18,17.295285359801493,25.327819021899245,Calibration
254-ER18,20.297029702970306,58.501214791815606,Calibration
255-ER18,103.00995024875621,61.78263556717102,Calibration
257-ER18,56.972704714640216,42.98838190970363,Calibration
282-ER18,168.04938271604937,98.01491110613915,Calibration
289-ER18,76.04010025062658,73.28549061349953,Calibration
290-ER18,81.3819095477387,145.3844790487152,Calibration
291-ER18,57.990074441687355,86.02868587235491,Calibration
292-ER18,54.80198019801981,15.743500981809333,Calibration
293-ER18,70.02475247524755,102.64183606468623,Calibration
294-ER18,123.81188118811882,55.904132284080184,Calibration
295-ER18,32.55583126550869,7.191298025958622,Calibration
296-ER18,30.37037037037037,89.66640575982484,Calibration
298-ER18,94.06483790523694,33.10118631233884,Calibration
299-ER18,183.2575757575757,337.7060702434643,Calibration
300-ER18,325.3482587064678,336.7469230791136,Calibration
301-ER18,168.46534653465355,316.6640188019055,Calibration
302-ER18,185.25925925925932,153.2544620854069,Calibration
303-ER18,414.04938271604937,342.38136207832514,Calibration
305-ER18,742.0493827160492,576.3609382594634,Calibration
319-ER18,79.9753086419753,135.09369087888908,Calibration
320-ER18,91.11111111111107,117.69724738235726,Calibration
323-ER18,22.326732673267326,85.68629440654081,Calibration
328-ER18,34.419753086419746,75.32973627582065,Calibration
329-ER18,168.76262626262627,189.7724459597873,Calibration
331-ER18,26.783919597989954,177.54500513495697,Calibration
333-ER18,308.51485148514837,148.9485374927297,Calibration
352-ER18,27.53731343283583,87.91564043606087,Calibration
353-ER18,60.74074074074074,47.95235160621826,Calibration
395-ER18,57.70370370370371,168.7039497285217,Calibration
396-ER18,49.604938271604944,180.29291361096736,Calibration
397-ER18,25.308641975308653,95.50802931250685,Calibration
398-ER18,135.6543209876543,103.78392996573147,Calibration
400-ER18,52.01492537313431,127.40239880446977,Calibration
401-ER18,66.29353233830845,-33.22093298498703,Calibration
402-ER18,14.172839506172837,22.998425313388864,Calibration
403-ER18,13.258706467661687,39.68983983794389,Calibration
429-ER18,414.15189873417717,120.57567796902299,Calibration
434-ER18,41.0,91.65792178934046,Calibration
435-ER18,26.987341772151883,71.6035626473266,Calibration
437-ER18,160.9629629629629,102.7300519531202,Calibration
438-ER18,28.41584158415841,95.53743895199243,Calibration
462-ER18,711.4108910891089,651.3144727713216,Calibration
474-ER18,747.111111111111,571.8149876752547,Calibration
476-ER18,1291.7530864197533,979.7676633110054,Calibration
477-ER18,249.037037037037,351.38220229432403,Calibration
478-ER18,777.4814814814813,443.2943266238176,Calibration
