Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,4,1575.1791,1547.2698,1548.2756,1541.768,1579.7886,1549.3366,1561.234,1563.8057,1572.173,1592.1779,1604.003
1C,2,1628.648,1607.0036,1612.5339,1612.7833,1629.3755,1646.699,1643.0377,1654.6696,1663.4925,1708.5849,1728.7604
1C,4,2187.8122,2139.6517,2133.2252,2098.8429,2106.6606,2114.0375,2125.2992,2134.3554,2152.2743,2199.7585,2237.8889
1C,3,1676.4173,1670.1125,1659.3005,1662.8948,1669.222,1680.3259,1694.8821,1700.242,1718.0982,1741.7627,1791.7542
1C,6,1727.1778,1721.4606,1729.4396,1726.8751,1725.2922,1717.2844,1723.6573,1736.1509,1765.3984,1799.1805,1830.7333
1C,7,2097.3372,2087.9982,2077.535,2066.0751,2062.2905,2056.641,2045.7168,2052.1071,2067.1723,2088.936,2117.0231
1C,4,2057.7465,2019.8794,1994.7812,1978.5272,2010.6006,2015.6192,2026.9815,2041.9161,2054.1458,2087.5875,2125.1189
1C,3,1922.0126,1911.0895,1908.3718,1916.1836,1930.6069,1932.2483,1931.4349,1933.909,1955.3537,1992.8195,2043.552
1C,5,2087.1425,2075.288,2081.7243,2069.7205,2068.8603,2071.2917,2076.5984,2089.0278,2107.448,2146.282,2174.0213
1C,3,1979.1721,1948.5753,1923.3861,1935.2381,1951.3456,1967.6673,1984.318,2007.1382,2029.7437,2057.7348,2085.8942
1C,3,1714.429,1683.6713,1667.7109,1671.2789,1683.6829,1691.5102,1721.5387,1737.8575,1759.2405,1797.1525,1819.3931
1C,4,2044.653,2014.757,2004.0956,1984.062,1994.1537,1987.6862,1985.8434,2002.8632,2016.1921,2038.049,2060.4535
1C,3,1255.3237,1249.023,1240.3605,1261.1714,1275.7286,1285.8223,1300.7719,1327.8232,1357.5875,1408.2036,1451.3768
1C,4,2218.1411,2170.6495,2159.9532,2134.6133,2153.7684,2139.063,2145.7068,2161.0846,2180.8673,2219.3489,2250.3132
1C,6,2205.6163,2146.8121,2128.4658,2112.327,2123.2441,2101.6905,2109.7331,2117.8159,2140.2463,2173.5241,2204.5647
1C,5,1943.0665,1900.7445,1883.2621,1857.7906,1855.173,1858.3959,1876.9725,1882.5773,1911.5715,1936.1173,1966.1277
1C,4,1653.3387,1648.4811,1654.6618,1646.7452,1675.8477,1692.0868,1710.4928,1730.3334,1744.2906,1782.4629,1818.043
1C,4,2049.176,2031.4384,1990.1747,1978.399,2003.1759,1993.6464,1982.7738,1989.9638,2008.829,2039.6538,2066.3449
