Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,2,1420.6142,1414.1276,1417.7729,1440.3921,1463.463,1482.9582,1505.9968,1530.0432,1544.3163,1594.9746,1625.1249
1C,4,1781.2015,1786.5647,1751.1201,1735.7303,1750.3677,1768.0461,1784.9735,1812.0831,1829.2019,1863.6015,1908.9382
1C,7,1959.7264,1931.1727,1903.0325,1878.6338,1863.4193,1870.0292,1858.2998,1863.0327,1879.5858,1902.7935,1934.9486
1C,5,1980.9866,1939.9999,1923.4778,1917.7407,1904.4044,1910.9621,1926.5803,1942.2127,1956.0487,1989.2739,2039.9724
1C,3,1589.4083,1567.1579,1565.6895,1576.0105,1576.3198,1588.3005,1608.4259,1626.2168,1647.1238,1686.6126,1707.8676
1C,4,1733.5064,1703.5446,1685.1354,1673.9224,1674.1792,1678.4813,1699.4414,1721.0329,1736.132,1764.0803,1797.1652
1C,3,1837.3578,1823.1217,1820.5794,1836.3887,1839.1248,1846.2678,1874.9285,1898.6906,1921.3035,1956.701,1992.7688
1C,3,1830.6114,1790.8122,1753.4419,1762.1081,1763.9602,1773.1533,1769.4797,1771.2867,1784.372,1800.5396,1812.9791
1C,4,2075.8229,2040.639,2004.9247,1998.4614,2015.0035,2026.7485,2025.0846,2024.5412,2040.407,2059.0969,2090.8342
1C,3,1732.0846,1700.4211,1697.2152,1705.8442,1713.8583,1747.0073,1777.2399,1802.8511,1818.2577,1865.6492,1897.6124
1C,5,1897.873,1862.9872,1848.9863,1838.5159,1836.6433,1845.5135,1849.9736,1864.585,1885.722,1929.7816,1970.647
1C,5,1907.6533,1881.5117,1876.1105,1864.9047,1864.094,1891.7359,1902.1121,1925.0137,1941.8671,1987.7062,2015.8924
1C,3,1950.0914,1927.279,1906.3061,1910.0974,1913.1671,1934.8,1931.8358,1935.3046,1941.6353,1955.2345,1983.0468
1C,7,1924.9067,1900.5587,1902.8637,1910.8142,1902.7733,1907.492,1894.8942,1900.9231,1908.4798,1937.9676,1961.5807
1C,4,2096.7702,2079.2038,2047.0002,2041.1695,2043.9259,2045.1592,2058.3013,2080.9194,2099.1034,2141.5107,2165.74
1C,5,2108.4623,2084.2732,2078.8291,2062.5389,2049.7828,2062.7965,2051.6004,2050.9958,2057.6914,2095.3686,2121.607
1C,4,2067.8564,2054.4187,2026.1099,2025.2746,2035.3214,2039.7165,2035.965,2051.6727,2064.2673,2100.707,2124.9583
1C,4,1681.4083,1670.7737,1633.3221,1626.2465,1637.5442,1631.9455,1634.9494,1637.7658,1640.6686,1664.699,1710.9878
1C,5,1797.2919,1785.7203,1752.178,1711.2081,1707.4381,1715.2906,1723.524,1736.4334,1764.1037,1795.6473,1839.8011
1C,4,1909.9587,1861.7593,1839.8451,1831.5217,1840.6922,1842.7522,1840.6725,1855.3549,1869.471,1900.5475,1911.2329
1C,7,2157.3607,2121.4225,2098.5564,2094.5823,2087.2308,2067.0012,2051.8503,2053.1372,2069.799,2084.2896,2106.4498
1C,4,1866.9465,1834.4018,1796.0935,1791.0024,1805.1309,1802.4119,1793.2953,1808.6322,1820.579,1858.7749,1880.3543
1C,4,1854.6777,1825.0277,1782.0293,1774.5502,1799.571,1822.4121,1839.5489,1865.325,1889.1374,1941.7892,1966.712
1C,3,1684.8865,1661.5234,1622.6038,1634.7872,1642.9062,1649.4788,1671.0728,1685.1461,1701.2791,1731.6626,1780.9632
1C,2,2288.9732,2202.1474,2206.3544,2209.1596,2207.9091,2211.2956,2212.6442,2228.5076,2244.4402,2299.106,2343.3879
1C,4,1888.7006,1866.1723,1835.2781,1818.7599,1839.1038,1838.9552,1831.8719,1843.3239,1854.5273,1893.4436,1934.6684
1C,5,1940.319,1912.7339,1889.9514,1888.7303,1878.0222,1886.7384,1900.7155,1917.8289,1947.1349,1984.4336,2042.9274
1C,4,1493.4123,1483.4096,1473.5613,1461.7123,1493.3909,1510.6178,1531.9584,1551.3322,1573.2337,1604.4994,1638.0906
1C,4,1826.957,1818.4055,1815.9659,1805.7139,1815.4213,1821.4938,1843.5739,1864.1846,1890.5792,1949.8913,1984.2213
1C,2,1453.0203,1446.3243,1448.4122,1454.1801,1464.7682,1471.4005,1487.4239,1511.9751,1527.0457,1566.1448,1588.1065
