Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,3,363.6366,360.0713,357.5143,358.412,359.9715,362.2238,369.635,373.0678,383.7225,391.273,397.7509
1C,5,463.4129,460.8405,452.0018,444.7351,437.4824,444.798,441.8868,442.8039,461.2688,458.6561,457.0974
1C,4,390.4254,385.7137,383.1941,381.0179,381.5911,384.5064,389.5,391.9123,398.931,411.2651,426.7794
1C,6,411.7005,406.8061,407.6164,401.1683,406.8502,399.4214,402.0209,411.5474,422.5349,423.0794,425.475
1C,6,411.295,409.7487,403.9456,399.088,398.6384,390.4319,395.5454,406.1051,406.4296,401.0117,401.4647
1C,5,470.0563,464.2217,457.9453,453.9634,447.1617,448.5093,451.7622,458.8539,457.2585,473.1684,487.8037
1C,7,474.127,459.0313,447.8095,442.8364,437.4311,434.1109,432.4509,434.6498,452.6387,443.0594,446.6293
1C,5,424.7368,417.7933,412.1239,410.4465,410.3163,417.8818,417.4355,426.9499,438.7866,450.3491,460.4843
1C,5,399.3537,395.5471,388.2238,386.9827,383.737,385.0843,388.6754,394.6244,404.6826,409.7674,419.1555
1C,5,471.778,462.1497,451.2051,449.6752,442.0506,444.1987,451.5213,455.6868,461.9383,465.1513,478.3068
1C,5,484.2531,472.8897,468.0823,459.6893,450.9881,458.4354,456.2575,467.2102,475.0138,480.975,485.2996
1C,5,441.2897,436.0354,435.4693,430.9437,426.7776,438.0743,446.8837,448.492,459.8758,467.5829,470.9541
1C,4,378.3246,366.0989,363.1273,361.7768,362.3014,363.8539,365.172,368.2561,378.9856,389.7419,403.1489
1C,2,393.1447,383.8595,385.9321,384.1839,385.1068,384.5567,388.4713,392.7779,404.3332,411.2687,423.1273
1C,4,335.0359,332.9131,332.1531,330.2805,330.8253,334.993,335.7869,342.8231,346.363,361.5439,368.8556
1C,5,473.3818,470.3686,468.2792,465.1367,463.9603,471.4104,467.3378,470.6914,470.5202,472.4218,486.4647
1C,7,437.8988,431.3675,421.0535,418.1508,409.4068,414.3036,409.0384,415.0693,415.4045,414.6233,427.1143
1C,3,429.2357,425.5154,424.0713,425.7829,425.1524,430.9652,429.0422,434.2182,454.875,452.8765,458.7184
1C,2,462.9069,457.9838,459.0533,466.7744,459.0065,469.026,468.6389,484.9441,481.455,482.9939,486.3198
1C,5,372.0027,367.7536,367.8319,365.8172,362.4025,365.9232,363.9872,367.7709,376.5902,381.9396,392.2134
1C,5,491.8019,489.1128,474.5456,471.8236,464.2925,467.9662,467.1715,470.4142,468.0988,467.4622,478.5558
1C,5,364.118,365.331,366.3377,361.4111,360.6063,363.9435,366.0756,370.4659,376.3114,385.7416,392.2616
1C,5,468.3139,465.1172,456.0206,456.4265,446.6079,460.4071,454.5039,465.4258,466.6023,470.5481,479.38
1C,5,405.8791,404.7527,404.6995,403.7259,397.8632,399.7688,403.5702,408.6544,413.5322,427.4137,438.8506
1C,5,434.3689,428.0775,423.8636,419.57,412.8243,421.7083,422.6154,426.4467,440.0,437.6709,439.7923
1C,6,420.2809,411.2696,404.4559,394.8294,397.5808,391.1464,398.4989,393.7117,413.5727,405.9328,406.2717
1C,5,418.5111,408.4545,408.1076,399.5865,395.4071,405.2165,403.934,403.1324,413.1634,417.2267,425.047
1C,6,370.6113,371.6547,366.1306,362.2568,361.0756,360.6545,360.7372,362.3537,369.9182,377.1461,383.014
1C,5,360.9884,361.9115,360.1774,360.4041,356.656,358.4782,361.8512,363.2122,366.5646,385.3383,395.8363
1C,2,396.479,391.2705,391.291,393.6731,391.5182,397.0386,402.0032,405.6638,414.8025,423.0442,434.376
1C,3,472.4596,475.0979,468.0603,472.5824,468.4245,472.2801,473.857,478.8405,480.8143,482.8583,494.4212
1C,3,343.3873,341.0597,338.7518,340.7575,344.2895,349.4815,352.8952,355.5298,363.1048,378.5359,390.7479
1C,5,485.2385,477.4671,471.1778,476.8062,464.8302,474.0211,465.2706,477.299,479.0381,483.8325,485.0475
1C,5,480.0235,477.5882,473.2627,468.0979,460.4377,467.0393,466.9839,468.1069,472.6692,467.4054,475.7459
1C,6,436.7718,436.3257,429.6548,425.9288,425.9682,420.4045,424.8322,433.8516,436.7187,434.2063,443.6232
1C,3,362.0201,359.7096,352.7324,352.8725,353.2697,356.7984,360.1836,367.5206,373.291,386.3968,401.8462
1C,5,366.3857,354.4558,349.6399,345.2192,344.0888,346.0806,347.1847,352.1376,358.8943,369.7848,380.5876
1C,4,368.3646,365.5013,365.5184,364.8222,366.4838,370.8481,372.9706,380.7178,390.9067,404.8183,409.7844
1C,5,415.5223,411.1066,407.0144,406.8582,405.5955,411.2583,411.0765,417.9713,426.1421,442.1667,453.571
1C,1,335.1472,335.97,336.9474,338.5184,337.0874,340.272,339.1262,346.7835,353.5761,361.692,366.8815
1C,5,411.4381,398.3618,397.2305,388.6774,388.5587,393.5517,398.6334,403.731,414.1436,422.4938,428.8549
1C,3,388.5204,388.6582,385.1328,386.0953,390.5216,393.9489,397.8412,403.561,413.8578,426.1749,433.4529
1C,5,447.6864,442.0877,441.6569,436.4523,433.7534,436.1211,438.8983,448.1744,456.7943,464.6812,470.5056
1C,5,358.1212,356.8906,350.578,347.9453,346.301,352.7229,355.5337,367.9854,373.4001,394.401,408.4323
1C,2,358.8605,357.8243,358.8912,359.4537,360.5965,367.7256,371.3725,379.8103,391.5367,402.7661,415.4796
1C,5,470.9741,465.0837,461.1368,454.08,449.1507,457.7913,451.3292,459.0755,466.5799,475.1892,480.7772
1C,7,487.6339,488.3099,470.4591,465.0964,459.7025,459.6442,455.8694,464.2988,472.5,471.8952,479.159
1C,4,340.113,338.7523,338.8238,336.1587,337.0923,339.0379,340.684,343.5407,348.5857,361.7244,371.8729
1C,5,385.8328,381.9126,377.0924,380.8986,374.2516,382.0567,379.6829,388.3654,390.7411,404.2856,410.9186
1C,5,442.7621,445.234,437.725,442.4488,431.4588,438.1411,443.5722,442.386,449.3381,448.5521,455.32
1C,5,485.2674,483.8254,466.0621,462.7344,453.4163,457.2974,462.8524,475.8989,474.3145,476.2465,481.843
1C,5,479.2145,477.1957,467.1358,468.9665,461.508,471.6811,468.5523,481.1125,486.9178,484.2535,495.7447
1C,8,465.0529,456.7642,447.6688,443.9848,434.9546,441.1396,434.9664,432.2886,450.9648,456.667,454.321
1C,5,461.09,454.7888,451.5222,445.1166,443.3424,454.2444,451.7844,456.0123,456.7197,457.9044,473.3531
1C,5,412.5333,402.0693,401.1879,395.2758,394.1058,396.2338,397.4934,403.8092,408.3845,425.1126,441.2431
1C,5,497.9132,484.0423,475.8602,470.6395,466.8157,472.0754,470.7071,468.1002,485.9736,492.5694,499.0604
1C,5,451.8246,447.743,441.3036,437.1245,432.5498,440.0973,439.1333,446.7143,464.3918,463.1948,463.2149
1C,5,370.4326,371.2018,369.3487,370.0007,368.3067,370.1025,373.1393,378.0409,383.4223,390.3177,397.7472
1C,5,508.3316,501.1027,489.8536,482.9986,467.1492,470.1343,471.9874,473.3349,490.477,486.4217,480.2717
1C,5,452.7098,449.4255,441.4601,436.3237,426.5937,430.5568,432.039,438.1552,444.785,447.1238,451.4426
1C,5,460.298,463.3535,451.2759,453.6248,443.0172,451.4704,449.2405,457.8274,456.7521,456.1337,466.0376
1C,6,444.9794,444.818,443.3363,441.059,445.3919,437.6019,445.5288,450.5384,468.7603,460.7348,459.7562
1C,3,463.0432,460.8855,460.7748,466.4665,464.5057,478.0739,482.9045,477.348,487.2028,496.1846,502.1087
1C,5,376.6281,377.4761,376.8131,375.7799,374.4539,377.9957,379.3001,383.309,392.182,397.0628,405.1534
1C,6,458.6938,457.803,448.1784,440.0724,443.6328,434.3581,443.4855,448.8125,458.2115,458.2463,463.3972
1C,5,408.3735,397.0188,395.3852,393.9978,392.0657,398.1697,396.3276,406.3155,416.4378,427.3274,437.8568
1C,5,445.3455,438.3209,432.3582,427.647,415.0417,416.7893,422.3067,420.7626,429.9781,431.724,441.8054
1C,5,453.1404,451.0284,445.5242,443.0281,435.5416,440.7816,436.2814,444.087,464.396,462.359,465.232
1C,2,360.8091,356.0389,357.5479,359.5072,361.2083,361.9388,364.0726,367.0212,375.5152,383.7699,392.6533
1C,6,428.4713,428.5277,422.3575,413.2232,414.3024,413.0147,414.7715,427.5316,428.0828,429.3819,438.7797
1C,5,361.0272,356.8003,351.4354,354.4868,350.82,357.3088,353.9054,359.6849,367.0383,371.923,378.0006
1C,5,462.9024,460.327,452.983,450.4827,442.1498,449.1226,442.7108,449.3982,459.5063,464.0594,470.1736
1C,3,471.4772,467.1874,460.5762,467.8937,462.6157,465.8991,469.4214,483.4284,488.2313,486.9799,493.396
1C,5,492.9226,485.1447,475.2493,471.4158,470.7324,485.295,482.5661,491.8433,489.1333,503.8484,514.0003
1C,4,352.0808,344.9662,341.924,340.426,341.053,342.7451,345.9208,348.5029,359.6878,368.4244,373.2274
1C,5,424.3788,420.8631,411.4747,407.9872,402.9566,412.9252,408.5277,421.5741,416.6179,425.1055,427.0029
1C,5,443.6369,430.1195,422.8944,419.069,405.8477,414.3062,410.1956,418.5502,409.0005,414.792,414.1785
1C,6,409.3978,405.9407,397.3432,387.4235,388.2591,386.0839,388.8591,392.9074,402.5945,423.1884,409.2159
1C,5,385.3923,378.1788,382.0176,379.3225,377.6277,386.946,384.8569,393.5069,401.7056,414.6375,422.3474
1C,3,373.3933,371.638,370.2074,371.1608,373.4236,373.7894,376.454,381.9645,390.6261,396.2423,406.3669
1C,5,442.9277,439.1262,438.1803,434.8793,431.3575,445.6996,452.4123,449.4998,457.4788,462.1289,471.5675
1C,5,499.1306,484.2152,478.8617,475.0904,470.5215,481.0076,475.2017,484.2826,483.5534,496.9894,505.1314
1C,5,468.4933,465.2597,459.0307,457.1518,455.6798,459.1638,462.2991,472.0291,470.239,480.1233,493.8645
1C,5,371.6311,373.2472,366.2086,369.5341,365.3517,371.1675,373.3788,378.2417,384.414,392.1503,397.3267
1C,5,376.4695,372.5945,367.6108,371.4434,366.4121,369.3119,375.8706,379.4435,389.7272,397.2727,407.9437
1C,5,430.6901,433.6416,432.4679,430.0271,424.6556,432.8936,430.5999,430.0196,443.9316,447.9315,443.0067
1C,5,457.187,456.5984,446.4364,441.3665,433.8085,444.5345,442.5073,441.9951,458.2473,467.8435,478.902
1C,5,461.3032,447.6003,441.0399,440.9063,437.9849,441.2586,441.0575,455.2007,454.8193,460.4811,461.8615
1C,5,364.2541,359.5951,359.0029,354.225,352.802,358.1795,358.1076,366.7704,371.8007,379.4652,390.4385
1C,1,362.4923,363.2098,366.8385,368.6117,369.7528,374.7411,378.0679,385.4478,380.9758,405.8257,418.1724
1C,5,368.9309,364.6014,364.9066,364.7261,364.5436,372.542,374.3154,377.0322,383.9315,398.6152,403.8544
1C,6,459.045,463.87,451.9509,446.5803,449.0281,438.9617,448.9015,458.6015,465.4241,459.9211,468.4939
1C,5,386.7932,389.186,384.1331,383.9245,380.0217,382.5405,387.3231,392.3759,397.6227,404.2361,409.4507
1C,5,482.1082,477.4519,471.4916,465.8872,461.4069,471.6565,470.1899,486.1215,481.2471,495.1911,503.5756
1C,5,447.9023,436.5272,437.8064,435.2646,434.9246,446.4799,445.7307,448.3125,443.7373,449.4838,458.5376
1C,5,366.2769,363.9743,358.5119,358.5643,357.6119,359.87,362.4524,366.3809,378.6188,386.1442,397.3713
1C,5,495.9764,497.8553,486.145,485.2529,472.2196,478.5543,478.3135,488.3833,481.2742,483.1207,491.766
1C,5,466.1654,450.9897,451.5661,443.7274,438.1717,448.2438,441.5103,451.8165,447.6084,449.805,457.7832
1C,1,451.0594,453.3751,454.6198,463.288,464.5673,481.4261,479.391,490.5466,491.4347,500.721,512.9231
1C,5,439.8704,420.9548,420.8883,413.2544,411.5562,422.1216,417.182,417.6905,421.5654,438.9538,441.8203
Co,4,297.3987,295.5029,293.5716,289.4237,290.2263,293.2009,295.4146,297.8811,301.6093,313.1414,314.1566
Co,2,289.8106,286.1013,289.2994,290.1626,292.9023,295.5752,298.6856,303.0043,309.8467,324.8839,336.3892
Co,5,311.5877,307.6659,310.9824,304.8939,304.0906,304.4902,307.9461,312.7743,311.5299,317.2891,317.8039
Co,5,316.8875,312.96,313.3757,306.931,306.1597,310.3178,313.3938,317.3281,318.8544,329.1048,337.7339
