Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,1,179.7334,181.2456,184.7232,187.0951,193.1719,197.56,200.2409,207.7078,220.6478,223.1954,248.8092
1C,2,181.0536,180.8908,182.4383,186.9278,188.6842,188.295,190.5066,194.795,197.1992,208.1286,238.0803
1C,2,183.559,180.8494,187.7977,194.6514,197.0341,196.6717,197.2306,201.6418,206.9196,215.6522,244.0507
1C,6,180.4199,178.8072,182.2504,181.8573,174.6325,173.1058,178.2582,179.1505,178.4632,181.2991,209.168
1C,7,179.3629,176.3741,182.3507,176.0471,175.1545,177.2429,174.5639,175.6884,177.5845,180.7689,193.8025
1C,6,206.3447,205.1125,206.2788,205.1022,201.585,199.2769,202.3809,203.4763,212.2037,219.2469,236.0272
1C,6,165.0045,165.2157,163.3604,165.1232,165.4418,163.3163,167.3059,170.6096,183.0856,192.7952,211.4019
1C,1,182.5241,185.5425,187.9213,189.1677,194.1373,191.538,192.4178,195.3192,197.7919,215.3777,233.4156
1C,2,193.9859,191.688,193.1178,192.5467,195.8415,195.7544,197.1781,204.0795,210.8582,220.4751,241.8335
1C,1,179.9781,185.0261,184.4116,189.6226,194.1183,194.6896,194.0971,198.444,205.4316,216.3805,241.6926
1C,5,191.8205,195.463,190.5884,186.3193,181.8743,184.0611,183.7598,185.8888,195.0253,199.4786,227.7971
1C,3,196.8005,197.8395,194.2627,195.2633,198.9234,199.7948,200.4985,199.9125,205.1897,209.0091,233.8823
1C,1,192.9855,196.5566,197.804,195.6153,199.3197,198.639,202.5663,196.1286,206.7896,219.327,242.7578
1C,3,205.6039,199.7533,197.9322,201.5945,208.7432,210.4817,210.1949,212.6311,215.0667,221.0046,248.4957
1C,3,197.2851,195.9592,195.5481,200.8101,199.5385,198.7654,197.4066,201.6723,200.5888,204.6795,232.7531
1C,3,192.193,189.6014,184.6124,187.1655,189.1457,189.3908,189.8249,193.9533,197.064,205.5201,216.912
1C,3,187.6849,188.2108,183.3303,187.5565,189.0752,185.641,192.6883,189.7807,191.0877,197.8343,219.9514
1C,2,128.9734,127.7022,129.0692,134.356,135.4373,137.1324,142.6769,149.6913,159.7768,170.4676,186.9055
1C,5,213.6076,210.4062,200.2485,193.989,192.5029,193.1016,197.1837,194.3177,202.9023,211.4531,234.9072
1C,1,189.692,193.4347,192.1673,192.7,193.92,193.5941,195.7398,200.381,205.0914,211.2927,235.4283
1C,2,181.0257,180.4922,184.3613,184.7904,186.6795,185.3772,186.0703,189.8665,193.404,200.883,215.5168
1C,4,202.9767,203.4837,200.1079,198.0837,198.5861,199.3022,198.19,205.3893,215.8333,223.3418,248.469
1C,3,173.0604,170.8248,168.8326,172.0557,174.9323,176.8959,178.4553,180.5199,188.8761,194.9491,206.9956
1C,3,180.5263,182.255,176.9778,179.5548,177.4228,178.1748,180.8056,183.9062,196.0046,208.0489,223.042
1C,8,179.5037,179.3935,182.0246,181.0395,182.2771,183.3683,181.6039,178.1658,180.4612,186.2826,196.0596
1C,1,179.6566,182.7919,181.8581,181.8206,183.2008,186.6695,190.5209,188.2248,197.9259,207.4817,228.9821
1C,1,179.5407,182.3996,181.2428,181.7581,186.9589,188.0782,188.0863,189.8606,195.0327,198.7102,220.168
1C,2,188.8174,185.4113,188.5893,190.1896,189.42,191.9006,192.6446,195.3496,203.2377,210.9156,239.9804
1C,5,192.6656,191.7654,193.2254,193.0269,189.1249,189.4347,191.2967,193.1165,201.2462,210.1353,219.6268
1C,2,130.3949,127.937,130.0655,131.6791,132.2385,131.5936,134.6924,138.5092,144.7804,160.108,185.8261
1C,9,180.2683,184.8481,183.2863,185.7499,184.5313,182.1063,178.3508,181.7265,178.2186,180.9873,204.5436
1C,2,131.6315,131.617,132.0908,139.4028,141.0843,141.4176,143.8511,150.5407,158.044,175.8029,195.8349
1C,7,190.9925,189.4518,195.4508,193.5754,187.0176,183.0671,181.4438,186.6877,189.7183,199.0528,219.1124
1C,7,198.0086,198.3845,195.9482,197.6016,195.5141,195.8056,195.0117,199.0124,197.8932,208.8825,235.5614
1C,7,201.2126,199.356,198.6556,191.2847,186.4808,185.3842,183.743,187.9453,198.005,202.4345,233.3974
1C,1,196.7095,197.0031,203.8002,203.7847,199.8663,200.4636,201.4555,205.6626,210.4272,216.6194,241.4192
1C,7,178.8697,177.3703,179.8137,178.8537,180.0035,181.4674,176.6029,178.5098,183.7444,191.2439,204.1995
1C,4,191.5024,187.6151,183.8781,181.5264,182.5933,182.3368,183.1521,186.7569,186.8072,195.1497,222.3579
1C,1,192.9036,193.478,196.4648,203.5768,200.1302,200.049,201.5674,200.472,208.4329,213.3457,239.5047
1C,3,144.8907,144.143,142.1118,143.8448,147.1943,148.5039,150.7512,155.5694,162.1017,166.6982,182.7061
1C,5,179.0278,174.1206,175.5805,171.0191,169.2628,169.4889,170.9995,175.8394,183.794,189.6274,216.4439
1C,1,176.5096,179.674,180.3001,181.432,189.6481,186.7354,181.8137,181.7324,184.7915,189.1981,206.6419
1C,4,205.9754,201.639,199.4285,196.2627,199.5542,204.2155,205.3666,206.6568,210.6311,218.1486,247.8547
1C,1,182.3364,185.8026,187.5068,190.498,196.6485,197.2572,196.6353,201.2386,204.5996,211.6979,231.8566
1C,3,192.4288,191.4186,188.6127,190.0273,191.729,192.5553,193.7205,197.4802,206.6713,214.9648,239.1892
1C,2,138.544,136.3329,136.4638,141.9417,145.1027,147.0175,150.2777,154.7158,158.404,166.224,184.4225
1C,1,187.3631,188.9505,191.5654,196.6311,196.0803,196.2608,196.6235,202.0482,208.1453,215.8841,233.0422
1C,1,192.193,195.2108,192.5048,194.4045,194.6479,195.8992,199.1965,207.9243,204.8806,212.3805,225.43
1C,1,196.7292,197.7857,201.0368,202.8871,200.979,197.5509,205.5841,204.1737,205.4671,208.5416,233.2149
1C,6,199.1635,199.5594,201.864,200.0859,194.0428,189.7033,196.0232,189.9636,198.1071,207.1751,232.3334
1C,7,191.1998,193.5339,190.8448,188.9565,187.6566,187.2422,183.9007,186.6352,195.68,207.4708,224.7601
1C,1,192.4998,195.82,197.3114,198.2984,198.7804,195.1617,196.1613,193.8853,200.6316,212.8642,238.1563
1C,2,190.7244,188.6229,189.8599,193.8751,197.4507,197.5737,200.9234,205.0209,213.4353,223.4607,246.4153
1C,1,194.5274,199.92,200.1446,201.3669,203.2045,199.4852,199.616,198.3128,198.2569,210.5267,236.1404
1C,1,183.9091,185.777,184.6881,189.0403,190.4794,190.7305,191.8662,196.1345,201.0205,213.1532,238.9831
1C,3,188.5387,184.7254,184.0792,186.9447,188.6138,189.182,188.5294,190.3107,195.8297,205.1857,226.0038
1C,3,199.7609,199.7011,199.3911,201.3738,206.3462,204.568,201.845,201.3444,203.5416,210.1797,221.6211
1C,3,183.4137,184.08,182.0337,182.8277,184.9093,185.6445,188.2068,188.0353,194.5088,202.1465,234.5088
1C,5,183.6856,180.7863,180.4663,179.9748,179.7608,180.917,183.8063,186.8912,199.2652,208.555,237.08
1C,5,192.7255,188.0905,183.3483,179.9644,179.7202,181.0506,184.5286,188.3413,196.8911,208.187,231.7174
1C,1,178.502,183.8897,187.0748,188.4445,189.2341,191.1921,191.9811,195.4711,201.573,207.8275,230.4688
1C,4,196.9208,197.3121,197.7226,192.4101,194.7584,195.7764,196.9975,196.9095,204.4623,214.5199,239.2851
1C,4,196.2612,192.3801,192.2135,188.5466,192.1798,193.7335,194.2549,198.8486,201.0424,206.4508,235.6559
1C,3,181.184,180.5643,179.4723,180.2785,182.7709,183.9443,184.5236,188.5725,191.0896,201.0722,223.7375
1C,3,182.4233,178.3738,177.9256,180.3588,178.4368,179.9783,183.142,189.7728,198.9994,205.613,226.5573
1C,6,180.6516,182.6315,185.4162,184.5417,180.1556,179.743,181.347,184.5196,196.2066,207.0534,227.9991
1C,7,200.5359,200.0635,200.2844,196.9157,199.9304,199.7934,193.2852,196.9946,200.4094,205.2871,216.7916
1C,1,180.7611,184.0545,189.6374,196.5368,198.0343,199.1619,200.2151,203.6443,211.3951,215.8669,242.6064
1C,6,203.4901,200.129,200.7112,197.8907,196.79,192.7752,203.1468,208.3879,209.1207,222.798,231.7041
1C,6,210.6523,207.2871,203.4626,205.144,200.7987,198.5559,202.2145,206.2571,206.932,211.1099,239.6686
1C,3,175.2813,174.2506,173.7259,176.4673,176.5937,178.9193,178.7816,180.3865,191.0787,196.263,210.239
1C,3,188.2459,187.6735,186.9883,190.5109,188.9598,188.6789,188.2595,189.7218,196.5598,203.5672,232.2399
1C,8,195.006,197.8637,193.0374,191.1207,193.806,193.831,189.7651,189.2178,198.4013,205.1242,226.3496
1C,5,209.4666,205.8025,201.0262,195.2641,193.4019,194.4509,196.2923,203.7214,206.1014,210.3691,239.5104
1C,8,214.6874,215.1361,203.0438,200.5004,198.2474,197.8937,203.1594,197.346,203.9365,204.428,230.6615
1C,3,196.9182,194.0487,193.3503,194.6959,197.9356,200.5461,202.2259,204.1526,207.4658,214.1825,227.2978
1C,2,178.1689,177.833,178.3128,179.4321,179.5848,183.4206,184.0764,190.9854,197.8434,205.9276,218.605
1C,6,193.2338,187.9579,186.8861,188.9124,186.7283,183.5736,189.3629,188.416,194.9252,204.426,226.5368
1C,2,139.6486,138.6321,141.0736,143.6391,146.2961,148.2459,152.6581,158.9428,164.5105,180.2685,199.1386
1C,1,125.7306,128.017,132.7076,136.7092,137.8901,138.064,140.7002,145.9455,152.571,167.3532,192.2149
1C,2,182.092,177.6245,179.8202,178.4661,178.704,178.2967,179.3711,183.7581,183.2983,193.1786,218.4929
1C,1,170.9148,177.6368,181.1,179.8348,180.826,182.2116,183.0772,184.9011,191.185,199.3775,221.9099
1C,3,189.4134,185.2442,183.7019,185.0328,186.692,188.8741,190.3414,193.1769,205.7394,213.8761,235.119
1C,9,206.6835,204.6104,199.5187,197.2535,189.2061,183.1469,187.1167,186.1791,181.4318,190.4281,213.5684
1C,6,191.217,189.4459,188.4002,187.6173,184.5065,184.3062,184.6719,192.348,203.4708,205.8001,216.5157
1C,7,185.4617,183.2385,183.7323,181.5115,184.8169,183.7179,180.6466,184.8775,188.2395,196.999,215.1112
1C,1,183.8559,187.3536,186.7496,189.6747,187.67,187.8429,191.435,193.5873,199.3082,200.5822,231.743
1C,4,199.467,199.673,198.355,196.1416,197.919,196.6922,196.4012,199.152,202.9519,210.1445,226.6537
1C,2,200.3168,199.2793,200.6708,204.2912,209.5282,207.4247,203.0544,204.2629,208.9452,213.3357,226.9958
1C,6,184.7707,181.3599,180.1672,177.9022,176.1093,175.5858,175.8303,182.0551,184.1069,191.6818,216.3898
1C,3,191.0746,188.1749,183.8876,187.948,189.7636,190.1564,189.8456,191.5137,198.6536,205.8309,227.2899
1C,7,187.8388,184.5046,186.6126,183.498,184.5215,182.4312,180.0063,186.5507,191.2715,199.7751,222.5269
1C,2,204.9007,204.2525,206.4885,208.2542,213.0774,213.3689,209.4965,210.3679,216.9972,221.9092,235.9235
1C,1,184.9519,185.7416,188.523,188.5514,196.3876,198.3298,197.4674,198.9183,202.5695,208.1269,225.0815
1C,2,190.9762,189.317,189.498,190.5931,191.4975,193.064,194.4472,199.8531,211.228,216.3677,235.1683
1C,6,191.8282,191.3108,189.6641,188.6796,189.2324,187.3317,188.3179,188.3326,195.1457,199.3971,231.6631
1C,7,203.112,204.7147,206.4293,212.3639,210.4303,206.9304,202.137,206.7741,212.7224,220.4965,241.6085
1C,1,181.2299,182.987,182.4434,187.8731,190.3874,193.0488,196.2925,202.0301,210.8979,214.2506,229.9335
1C,8,180.0189,180.7337,182.8025,181.378,178.6962,178.3612,178.3771,177.0565,183.5102,187.1475,203.8926
1C,4,183.8602,184.1256,183.931,182.5398,186.95,194.1232,193.3263,195.9754,202.0762,211.4448,230.7379
Co,5,98.2461,96.9166,98.0921,96.4571,95.8832,96.2727,97.0799,98.8349,99.0263,100.1597,101.268
Co,5,92.7882,89.9376,89.2956,89.0669,88.8322,89.2729,92.5942,94.6465,96.878,97.358,99.031
Co,6,98.6006,95.5338,95.1257,94.453,93.0357,92.7491,92.8661,96.6918,95.413,98.31,98.6716
Co,2,86.4443,85.4494,86.6079,87.6957,87.3907,87.3128,88.8383,89.384,90.6218,92.3718,93.3587
Co,11,86.4843,87.0658,85.1318,85.3897,82.8331,83.4133,81.0703,81.0113,80.6469,81.097,80.5907
Co,7,96.2818,92.7056,93.9246,91.2392,89.3797,88.9903,87.5199,88.3402,89.9756,90.2848,91.0121
Co,11,102.6856,99.9798,99.1361,97.4908,96.6695,95.2913,95.3323,95.3508,94.8097,94.7206,94.6359
Co,8,95.1919,92.5872,92.5937,93.0781,91.7926,90.5118,89.5851,89.0117,90.6132,91.3105,91.1715
Co,5,94.2067,92.7877,92.1289,91.5521,90.5387,91.5891,92.5533,94.4299,92.4395,96.0139,97.2761
Co,8,104.859,100.4518,98.3708,97.3433,97.0736,97.23,95.4149,94.7443,95.3478,96.3419,97.6381
Co,6,94.8095,92.3908,89.8262,87.9368,87.0733,86.7434,87.0447,87.6809,88.7504,88.4366,89.6751
Co,7,102.5146,101.4842,100.721,98.7762,98.6411,98.085,97.5297,99.9001,102.0125,102.315,103.7698
Co,8,105.3265,103.4801,102.4139,99.3538,99.3259,99.1163,98.5171,98.1548,100.3047,102.5479,101.9399
Co,8,97.8856,97.1397,96.9132,95.1783,95.9834,94.9634,94.9856,93.8469,94.6492,95.7939,97.4052
Co,2,54.0677,53.003,54.4136,55.6792,55.8236,56.8511,56.7941,56.6185,56.9865,57.5088,58.6958
Co,7,96.712,92.532,90.228,89.3254,87.7853,87.5237,86.416,88.0723,89.6432,90.255,90.763
Co,11,99.2654,98.5592,96.2846,98.4589,97.495,97.3091,96.8921,96.958,98.8912,96.2327,95.4383
Co,7,110.7125,105.6229,102.5941,100.5311,99.8746,99.2618,99.2524,100.2187,102.6251,103.9873,104.1581
Co,11,107.1951,105.251,103.3422,101.2602,99.4371,99.8808,98.7897,99.0564,98.905,99.2875,98.6878
Co,2,83.6912,82.036,82.1926,83.1656,84.4899,85.6933,88.7396,91.1865,92.6383,93.8372,93.2268
Co,2,96.7502,95.7354,96.2577,96.7031,97.6263,97.7695,97.327,96.9988,97.7056,97.2213,98.716
Co,9,103.3938,100.1957,99.4043,98.1053,97.2757,96.4411,94.8823,93.4173,92.9308,93.6884,95.3879
Co,3,93.4355,91.7055,90.4928,90.7611,91.3451,92.0833,92.0077,92.6746,95.3521,95.5273,96.1053
Co,5,86.183,85.0357,83.0577,82.2996,82.2373,82.6663,82.9556,83.3935,84.0738,83.8364,85.4874
Co,2,56.0936,54.4258,54.5479,55.7956,56.2152,55.8653,57.6641,58.6972,59.3735,60.0402,60.184
Co,8,96.0553,92.9983,92.4489,93.2051,92.1063,90.7456,90.2054,89.0502,90.4154,91.2494,90.3857
Co,4,99.3505,93.9854,92.3216,90.7697,91.0778,91.1785,92.8814,95.3325,96.8635,97.9231,99.8777
Co,5,100.5688,99.7145,97.1238,96.635,95.9132,96.7989,96.2868,97.6914,98.5134,99.4951,99.9792
Co,4,96.0755,94.6416,94.521,94.2252,94.2528,96.5306,95.4909,96.404,95.8027,96.5676,95.1161
Co,7,97.2052,93.3843,91.8401,92.1856,91.5078,91.5376,91.0945,91.488,91.1204,91.8121,94.5145
Co,3,96.6582,95.2192,94.1934,95.6476,95.802,96.1659,96.2182,96.6653,98.5158,99.1775,100.6569
Co,7,94.7572,93.4079,90.6144,87.5677,88.5713,87.5415,87.5277,89.1553,91.582,92.6982,92.1477
Co,3,100.2911,99.426,96.517,99.1818,96.6849,97.5842,96.6828,97.5706,99.3138,100.8187,101.1859
Co,2,94.9772,93.9971,94.3889,95.3133,94.4413,95.3941,96.552,96.7679,97.1902,98.068,99.9432
Co,4,100.9733,97.8351,95.8874,95.113,95.2153,98.953,97.4976,98.0259,99.165,99.8074,101.7665
Co,4,91.3881,88.8462,89.0321,88.3315,89.2521,88.8321,88.8801,89.9351,89.7923,90.647,91.4324
Co,2,95.8538,94.6775,95.5115,96.0804,95.9078,98.1576,98.4364,97.9964,99.1369,99.6289,99.6216
Co,8,89.1412,88.5968,85.6344,83.5143,83.1037,83.1576,82.612,82.0721,84.1108,84.2738,85.1146
Co,7,78.5435,76.26,75.2165,75.4889,75.1068,74.6357,72.9286,74.4701,75.6166,76.5276,77.2685
Co,2,97.4126,94.8862,95.3465,96.3814,97.6595,96.7729,96.2475,96.7623,98.4066,97.6662,100.6861
Co,6,98.9494,99.1331,98.8947,98.6834,96.8741,95.8949,95.9786,97.0111,97.0058,100.5157,101.5782
Co,5,88.498,85.0098,84.0223,83.4812,81.9298,82.2859,82.6774,83.7397,85.0645,85.5007,86.6396
Co,2,54.5587,53.9539,55.0764,54.2364,54.8163,55.3289,55.8773,55.6323,55.907,56.1017,56.801
Co,7,96.9218,94.756,92.0323,92.4568,91.3439,90.6298,90.4233,90.5719,93.1216,94.3213,94.6456
Co,8,95.9338,94.2426,93.4238,91.9067,91.5931,91.3593,90.8526,89.7606,91.2186,93.0124,93.0095
Co,7,101.7794,99.706,98.9604,97.3322,96.8606,96.4299,95.9369,97.0102,98.625,99.5574,99.8621
