Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,1,131.9304,133.0996,135.5816,137.076,139.9674,140.5182,145.5623,152.2667,163.2617,168.7409,199.8853
1C,6,116.7808,116.7792,116.1813,114.4915,114.1866,112.8276,115.6494,114.9512,123.7604,130.248,136.4771
1C,2,164.6095,163.932,166.6245,176.7783,181.3515,183.7298,185.0735,188.2126,191.5235,207.4065,226.5564
1C,3,197.766,197.1156,193.5417,200.0118,196.3855,200.1701,210.1639,213.7,208.7427,203.0483,234.2308
1C,2,206.6072,204.9753,207.4222,206.5995,208.5612,212.2232,211.2495,217.0316,219.0637,235.2162,262.1596
1C,4,199.3377,204.9355,200.8319,195.3562,197.4601,202.6694,211.8158,212.613,223.4032,239.4352,276.1933
1C,4,184.6562,187.5058,185.4793,181.6196,183.1818,182.3906,185.1782,185.2912,202.8275,210.1495,224.0515
1C,1,156.0906,159.2342,162.1671,163.0117,160.179,158.4694,166.4014,172.8768,177.275,192.6173,209.5866
1C,4,172.559,169.8532,168.3926,165.8842,166.3446,169.4866,176.5519,182.26,195.5544,210.0597,227.2362
1C,1,208.3848,210.7375,210.083,209.6135,214.121,214.4602,212.8668,217.1498,220.8302,226.8267,246.3709
1C,5,209.2888,212.9088,205.4208,203.9508,203.8839,205.9045,209.5,216.4016,236.1533,243.6677,259.1675
1C,1,164.9445,167.6799,169.2182,169.5806,169.602,170.4373,173.4099,178.7867,190.4721,190.439,224.1445
1C,1,178.8853,180.7589,183.4121,186.6613,190.8107,194.8008,197.9679,206.4229,218.8227,226.1231,240.2046
1C,5,183.7298,181.6868,177.406,178.0891,177.3835,178.1292,181.8452,187.1983,199.4797,207.373,229.6098
1C,4,207.595,209.7956,205.9444,204.3553,207.0383,206.6962,211.4831,219.8499,229.8455,239.373,260.2851
1C,2,192.5595,191.765,194.0225,197.491,201.3605,201.2474,208.346,209.006,218.0905,230.3651,240.8427
