Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,9,2890.9229,2858.1962,2924.6576,2806.5121,2817.9235,2744.9149,2671.7935,2673.8615,2670.7972,2750.0118,2872.5441
1C,9,2847.4731,2836.7678,2844.252,2760.3175,2756.3283,2680.8791,2637.3812,2628.0883,2626.0194,2628.4686,2720.0921
1C,10,3001.9566,3054.2432,3090.8326,2946.7589,2990.5964,2916.3144,2905.1506,2930.0488,2908.421,2890.563,3016.1344
1C,8,2734.7313,2635.4156,2640.3398,2670.8688,2697.1916,2663.6488,2576.7013,2534.741,2539.9036,2547.0543,2641.0138
1C,7,2139.2761,2154.2128,2117.8041,2086.2441,2084.1919,2069.6074,2029.8141,2051.5854,2052.6457,2062.8998,2218.4113
1C,9,2794.5496,2782.4041,2815.2064,2818.207,2799.9135,2745.7951,2652.1585,2633.8485,2626.3486,2643.9216,2803.6753
1C,9,2621.849,2629.7083,2590.3884,2564.4529,2594.4313,2568.2931,2488.4304,2474.9861,2452.9251,2492.191,2577.732
1C,3,2580.0602,2525.0456,2459.8731,2467.8624,2489.9225,2511.503,2504.8494,2530.3912,2550.0188,2615.592,2712.3899
1C,9,2945.7184,2938.6027,2948.5447,2778.2077,2827.9332,2802.9082,2763.4806,2752.2721,2742.5172,2798.0481,2906.1646
1C,9,2565.438,2512.3303,2530.433,2508.5687,2498.8934,2400.0597,2342.1013,2312.6525,2305.308,2325.6185,2558.7801
1C,4,2669.2606,2585.4338,2580.3337,2556.5567,2595.0909,2617.3331,2602.7761,2615.475,2608.9668,2626.6913,2735.9779
1C,4,2452.4263,2467.5994,2396.1335,2380.5361,2410.8137,2433.5888,2462.3282,2465.7869,2464.6068,2556.9892,2682.5938
1C,9,2589.2667,2596.3124,2589.1815,2641.3666,2620.5783,2577.9863,2526.2348,2520.7217,2518.046,2602.1437,2708.8491
1C,9,2033.5953,2034.6098,2011.9874,2010.5405,2025.5291,2005.7368,1967.7005,1969.4983,1966.8954,1986.0244,2132.2139
1C,1,2301.7875,2339.397,2323.8407,2323.3213,2376.9627,2427.2882,2439.6484,2459.828,2458.4764,2511.3764,2597.7132
1C,1,2429.0263,2472.9844,2527.2797,2525.0297,2527.8101,2515.164,2482.145,2437.6658,2472.8467,2498.711,2574.3601
1C,5,2375.4394,2308.3198,2269.6325,2273.4375,2260.1427,2313.9312,2303.1794,2309.1697,2347.1775,2363.495,2395.3599
1C,9,2914.2679,2904.0481,2837.3716,2749.6932,2770.0358,2747.7749,2649.3979,2626.0913,2614.1332,2668.8144,2742.3282
1C,7,2224.1222,2147.6934,2123.5365,2094.8906,2101.534,2059.2624,2056.965,2077.0151,2086.9848,2124.9383,2264.1373
1C,4,2358.5247,2351.7001,2314.4694,2210.9641,2216.2346,2212.7185,2212.6152,2220.8237,2232.8246,2265.2229,2337.981
1C,9,2829.0274,2834.6397,2786.9535,2699.9072,2648.2768,2580.1224,2519.2314,2472.7705,2454.9393,2471.8045,2623.8722
1C,7,2946.6799,2876.6849,2826.1912,2768.2479,2724.2477,2611.2619,2555.9873,2582.2055,2558.6191,2589.0547,2701.7929
1C,8,2441.6539,2469.3087,2444.5197,2418.6958,2436.2643,2432.1067,2394.2705,2377.9049,2384.5046,2440.3808,2541.0483
1C,1,2360.1023,2414.9649,2418.5782,2388.5063,2408.2686,2372.4138,2384.855,2371.2416,2409.6636,2425.7663,2523.0841
1C,9,2474.5793,2411.6071,2427.7209,2393.9639,2404.0342,2411.9567,2405.9631,2411.188,2376.6319,2417.4361,2540.9244
1C,8,2548.8451,2539.1045,2566.8993,2516.3765,2559.1884,2533.0324,2530.2642,2475.5291,2497.1002,2548.2057,2706.6063
1C,7,2775.1707,2774.3497,2820.5792,2750.5519,2698.9321,2691.9734,2622.7897,2631.176,2636.3629,2669.1701,2772.8838
1C,8,2899.8696,2993.9842,2927.8382,2859.0998,2810.6759,2770.4411,2767.1244,2739.7011,2741.0192,2773.3424,2874.651
1C,4,2478.5538,2470.2966,2428.006,2370.5333,2409.9696,2428.9177,2410.6555,2388.3537,2409.0146,2479.3288,2637.8177
1C,8,2552.3107,2591.6501,2626.2079,2597.8327,2543.9842,2499.766,2437.664,2395.8004,2399.192,2435.7784,2586.7395
1C,9,2774.6526,2761.7693,2731.9909,2836.2549,2885.6036,2675.1431,2610.0323,2572.464,2559.7822,2574.6231,2676.3373
1C,4,2484.5996,2420.7311,2400.5396,2285.365,2298.2943,2301.7787,2312.3154,2322.8827,2335.0764,2388.9702,2526.4408
1C,9,2365.9952,2326.7867,2309.898,2399.9186,2396.5623,2337.9138,2273.0401,2276.2259,2264.231,2314.3919,2438.4218
1C,4,2965.5893,3004.3725,2951.4188,2936.5674,2938.6322,2958.1038,2949.0616,2945.328,2959.8756,2980.1146,3093.9801
1C,6,2052.4707,2027.2293,2030.5331,1940.0264,1928.8888,1923.1288,1940.4202,1931.7504,1995.3295,2055.701,2218.0166
1C,4,2828.8798,2779.4576,2770.148,2684.1535,2746.9906,2754.4143,2728.5798,2720.0238,2719.914,2780.9041,2878.8543
1C,9,2438.4592,2366.3583,2351.4999,2248.5375,2258.9373,2229.2169,2186.2674,2143.261,2140.9499,2174.6109,2292.232
1C,9,2756.6131,2797.0873,2719.5335,2647.618,2707.9406,2667.4933,2627.1283,2603.1396,2598.7783,2612.4195,2707.1844
1C,4,2473.3187,2445.9415,2442.3847,2441.2659,2466.048,2494.3218,2503.5259,2512.9347,2539.3112,2584.3626,2692.1809
1C,7,2266.3122,2207.4866,2248.5616,2194.9902,2193.8912,2161.9856,2139.6106,2153.5135,2157.1008,2212.9895,2359.5818
1C,9,2660.9357,2641.2382,2594.5844,2494.176,2469.1769,2461.0724,2451.5548,2461.8696,2450.8455,2478.6511,2620.9672
1C,9,2388.2747,2351.782,2255.589,2222.3822,2267.4087,2157.4555,2142.2875,2094.7512,2084.5702,2089.811,2262.2157
1C,4,2414.2973,2426.0011,2354.4016,2340.4468,2376.7493,2414.2219,2390.9258,2377.5542,2383.6624,2459.1919,2592.0692
1C,7,2786.0567,2748.2535,2673.4529,2629.6385,2585.7456,2577.3423,2566.7676,2623.5202,2614.2345,2628.2814,2782.9051
1C,9,2573.1822,2647.0616,2627.6439,2582.843,2567.2168,2557.4752,2513.7105,2505.0832,2501.5276,2516.4886,2643.3246
1C,7,2174.3012,2110.8463,2089.8516,2047.1405,2060.4114,2054.2299,2026.8261,2047.0626,2029.7846,2090.6221,2195.9522
1C,8,2489.8221,2429.5807,2434.219,2379.3005,2390.4651,2414.3198,2361.9393,2353.3264,2359.4801,2401.6008,2518.7529
1C,8,2395.811,2379.7072,2388.9582,2296.2858,2224.5721,2167.1054,2120.5945,2113.0871,2116.519,2181.6209,2302.1934
1C,8,2640.7118,2708.9622,2663.1748,2702.0924,2694.0819,2612.3022,2589.5714,2577.1409,2584.67,2631.2308,2742.2119
1C,1,2174.1705,2208.5732,2197.9141,2248.8382,2266.2649,2244.8996,2231.6303,2220.8287,2244.9302,2308.0343,2415.1179
1C,9,2899.0807,2882.3794,2854.2649,2817.2544,2811.3084,2791.8426,2725.1942,2743.7326,2714.397,2741.9503,2807.1206
1C,8,2465.9791,2453.9765,2475.9594,2433.6947,2436.7028,2441.2354,2406.0966,2382.3743,2406.7408,2454.5929,2535.844
1C,4,2717.6976,2755.358,2729.7553,2701.4477,2739.4781,2758.0721,2745.0673,2730.9313,2750.8065,2789.6595,2894.9612
1C,4,2172.6844,2103.3446,2089.1197,2013.6419,2067.8232,2081.1463,2055.8633,2062.1525,2070.0719,2117.5134,2239.8365
1C,4,2323.3807,2367.1684,2264.0066,2233.092,2289.3694,2351.5155,2331.6532,2329.4778,2327.6024,2365.5651,2470.1106
1C,8,2216.3851,2175.4795,2203.3491,2179.341,2164.4642,2134.4422,2102.8226,2088.2909,2105.5827,2133.0092,2333.9851
1C,8,1967.4124,1933.6298,1907.203,1907.9971,1882.2089,1880.0938,1829.1523,1825.8248,1856.4547,1864.9963,1964.5199
1C,8,2385.7737,2390.4752,2372.8954,2335.8061,2334.119,2359.1392,2324.1358,2311.2917,2337.269,2387.8796,2456.6092
1C,4,2356.7124,2409.1656,2342.8136,2312.1949,2323.5028,2335.4661,2312.737,2316.8911,2315.6012,2396.1711,2552.9361
1C,8,2767.9308,2795.9659,2818.1128,2803.0556,2838.6226,2794.8539,2750.2994,2738.8116,2767.5012,2889.3367,3015.8125
1C,9,2597.4664,2570.697,2569.4583,2505.3704,2523.2039,2541.6719,2479.4898,2488.3901,2443.2262,2508.2311,2619.2486
1C,9,2256.2768,2270.1083,2278.6229,2231.0614,2236.2493,2229.34,2260.0695,2206.717,2191.0749,2250.9093,2376.9411
1C,4,2636.5267,2669.9349,2526.6481,2477.933,2542.5714,2545.0119,2497.6646,2499.9184,2516.6686,2577.3632,2676.0643
1C,4,2809.0664,2804.2055,2771.7042,2740.4746,2753.6391,2776.2998,2775.6535,2743.4387,2757.1444,2846.6757,2966.2625
1C,9,2524.2904,2596.0363,2540.6874,2461.2014,2387.9675,2313.0979,2263.4114,2256.8061,2241.4085,2265.1656,2342.4199
1C,4,2753.7648,2679.6975,2655.2116,2635.2412,2663.0226,2699.2842,2713.8972,2708.1001,2748.1679,2798.3734,2876.9001
1C,9,2375.3943,2346.9863,2202.4684,2186.5529,2259.5611,2249.8053,2134.2174,2135.1331,2118.7717,2162.1055,2243.0785
1C,4,2343.1727,2412.6162,2348.2964,2334.7781,2355.0486,2383.8649,2369.7419,2382.9541,2379.057,2428.0933,2538.3276
1C,4,2010.4957,2007.1034,1952.9898,1886.9086,1910.4479,1925.6288,1916.5192,1927.62,1930.8841,1979.992,2077.7185
1C,8,2448.188,2493.3554,2453.2697,2428.3525,2425.2682,2375.4107,2313.5428,2304.3038,2322.5318,2338.9979,2403.3909
1C,8,2909.5787,2876.642,2919.9436,2851.8801,2859.156,2778.2865,2697.8684,2672.0239,2675.352,2706.8606,2799.8326
1C,7,2759.5265,2889.7125,2767.1324,2649.113,2562.2254,2467.6833,2413.963,2425.321,2419.1567,2486.5112,2623.0779
1C,5,2347.8671,2348.0082,2400.2702,2297.1173,2247.1305,2276.3694,2262.5385,2286.1635,2285.7099,2318.0307,2486.7984
1C,2,2081.7222,2048.408,2048.6883,2107.8907,2129.2979,2124.7331,2077.6326,2075.4111,2092.6148,2140.0253,2339.5358
1C,4,2290.1233,2294.2681,2186.2907,2127.0324,2167.5434,2187.5286,2148.4733,2151.7981,2170.9942,2255.4117,2391.4496
1C,7,2334.142,2331.9374,2320.7975,2320.6699,2305.087,2333.7134,2297.6079,2301.0476,2303.9044,2314.4819,2391.0542
1C,5,2240.7341,2273.4616,2240.8968,2244.9175,2228.8779,2271.1231,2240.1624,2247.5891,2257.5977,2324.8287,2455.1404
1C,9,2880.7295,2902.9612,2793.5533,2654.8377,2687.4062,2651.4656,2608.0255,2581.4937,2569.5916,2602.0696,2677.5515
1C,4,2528.712,2560.6666,2511.1629,2455.3347,2516.8214,2524.8185,2457.1678,2459.0661,2460.0055,2524.7418,2624.0205
1C,1,1254.5842,1290.5346,1278.8751,1293.9037,1324.4183,1337.3647,1350.4784,1370.1902,1390.2549,1447.4403,1602.2248
1C,2,2823.8265,2757.8576,2792.0921,2782.83,2832.1841,2889.6502,2900.5782,2875.1615,2863.8501,2875.9543,2916.9111
1C,4,2637.1561,2634.6382,2578.6346,2525.0947,2638.8873,2692.8623,2580.9785,2572.9217,2541.5499,2582.8355,2698.7356
1C,9,2377.9766,2344.1295,2326.2039,2316.1178,2308.8837,2265.9346,2222.0693,2225.2408,2218.5444,2234.552,2309.0936
1C,9,2444.976,2425.463,2401.4335,2367.1243,2368.4416,2393.5895,2343.3039,2364.4292,2327.4339,2372.5293,2488.1054
1C,8,2573.2642,2631.7046,2588.9786,2530.7759,2487.5953,2456.7209,2443.4228,2432.0516,2448.5109,2517.4092,2644.0952
1C,9,2538.9808,2496.7868,2451.2936,2381.4763,2400.1725,2420.9793,2379.2074,2352.4622,2282.2984,2331.2772,2377.5974
1C,8,2318.3769,2380.3241,2395.0248,2291.2475,2293.3889,2292.0312,2297.4117,2285.3372,2301.2654,2379.2219,2490.3032
1C,9,2849.1635,2837.9491,2756.1447,2732.0279,2800.5209,2752.2933,2708.4576,2693.2408,2685.708,2725.236,2822.7596
1C,8,2153.818,2180.7127,2138.6026,2078.6881,2109.2505,2128.0531,2093.1765,2071.1048,2089.8655,2129.1906,2199.0054
1C,9,2943.3034,2904.8995,2958.3839,2809.9609,2858.8569,2858.5873,2711.4636,2672.2649,2656.111,2683.9102,2854.8802
1C,8,2002.8827,1986.4738,2008.7099,2040.0844,2055.1081,2051.1534,2014.6731,1971.433,2013.5801,2054.5527,2219.5411
1C,8,2111.4969,2117.3907,2102.3172,2113.3717,2085.6901,2103.3516,2062.6241,2016.782,2060.1179,2113.1993,2212.8236
1C,8,2648.6487,2636.1389,2583.3377,2536.374,2550.9214,2565.6804,2521.3396,2500.4168,2502.6983,2527.9619,2652.2491
1C,9,2634.4287,2548.4986,2530.0384,2554.315,2559.3641,2523.2686,2437.9298,2405.4985,2360.267,2439.0334,2494.2172
1C,4,2047.2933,2029.6468,2053.9023,1979.2843,1987.9959,2026.1468,2062.7063,2083.0122,2111.3095,2158.5377,2301.7075
1C,4,2931.9495,2869.7178,2814.2751,2782.741,2826.0993,2852.1381,2853.6373,2825.7871,2820.5619,2853.7656,2921.6741
1C,5,1760.2628,1745.1585,1765.1961,1765.3858,1706.9069,1741.4091,1760.0729,1784.9759,1800.787,1865.2697,1920.3565
1C,4,2538.6646,2445.009,2410.5345,2358.7642,2385.3541,2400.0864,2412.105,2417.3454,2421.572,2481.0925,2591.7014
1C,9,2934.6463,2928.1459,2968.102,2947.2031,2924.4534,2898.2715,2810.8042,2760.9706,2752.1968,2782.2401,2876.0281
1C,7,2492.8405,2384.9405,2343.6284,2302.4348,2284.7574,2289.2428,2268.4063,2281.1191,2286.3814,2335.6907,2408.0355
Co,5,354.1912,350.5523,345.044,348.1698,344.4491,354.6962,355.1998,355.2772,352.9658,353.8033,368.231
Co,8,293.8032,293.9358,302.8455,300.1069,289.7589,283.7786,281.1474,280.4718,283.6894,291.5772,306.6328
Co,5,386.7035,380.5654,374.9581,369.7635,369.0914,375.082,380.0928,378.301,376.9384,383.2954,404.6654
Co,9,376.9098,380.179,377.7845,386.2685,381.7216,385.8596,386.0397,387.5392,376.8289,380.999,382.8165
Co,1,318.8459,318.8535,327.7526,323.4783,329.8167,329.2525,330.5357,322.4243,321.8341,323.7938,345.2379
Co,9,396.4139,394.3801,404.8377,416.7152,414.8457,411.1993,401.6811,398.1635,393.1389,398.3961,412.4376
Co,2,329.1928,325.8098,328.3083,332.8015,338.6879,347.6066,346.0075,346.5977,348.3334,355.8634,371.0398
Co,9,391.2919,380.1627,372.3995,366.5396,363.9397,366.4784,363.3706,365.6493,359.8493,371.163,392.1925
Co,4,378.8841,378.3901,382.1006,372.1257,373.1616,380.347,374.0966,376.7501,379.3436,384.4481,405.8377
Co,9,402.7495,407.4737,403.276,389.2966,389.8103,391.682,388.5329,390.0983,386.0073,398.6216,419.9982
Co,9,349.0244,347.8409,348.5595,345.8874,344.2331,345.2396,342.9406,345.705,341.9077,349.1449,371.6162
Co,8,366.6665,351.6027,349.2062,338.2235,337.1294,338.3754,340.3061,333.5418,341.8259,348.7632,365.1109
Co,8,379.5193,365.3649,368.3404,356.3091,351.3195,350.8434,349.1727,349.0255,352.0964,356.4384,377.7076
Co,1,355.9892,358.92,362.6582,367.6678,366.9634,371.6151,372.4499,367.1643,367.1761,373.3086,387.4703
Co,10,398.3474,398.9398,402.4454,397.1116,392.0978,393.708,388.0513,392.2511,374.0963,373.5215,391.158
Co,8,351.2266,348.063,331.0138,319.6691,320.472,320.4026,321.3561,314.8264,318.337,323.84,339.1415
Co,2,307.3435,302.9158,305.2464,308.2606,304.3941,317.5439,317.4232,313.2835,319.0655,327.6613,345.3051
Co,9,375.8438,374.3168,381.3798,366.6349,356.4646,352.7392,356.3223,347.135,341.7593,351.8533,361.7689
Co,2,351.617,346.2162,349.7992,359.8709,356.0007,359.3071,353.4873,346.9297,348.1774,348.9311,365.2763
Co,5,309.9789,310.3204,306.5325,305.0004,304.7652,314.1159,315.7487,322.4995,324.8736,336.0898,369.0749
Co,2,261.155,255.3006,259.1255,266.8019,269.0065,270.4083,272.3099,265.8343,268.1702,272.8497,288.6697
Co,8,303.7803,303.4157,296.4937,292.4031,293.0454,292.4323,294.8878,291.8282,295.8925,299.6805,318.3125
Co,7,313.1176,311.4018,311.6411,325.2102,313.5312,311.4668,308.867,310.716,310.9355,315.4298,337.2914
Co,8,369.9366,365.7464,361.4529,349.703,351.721,356.7357,358.2006,348.5704,352.7125,360.0476,375.4136
Co,8,304.8868,298.0576,290.8211,281.6276,279.5585,282.5164,282.114,279.4273,284.1512,297.2143,317.1965
Co,9,362.1956,363.3311,359.4348,351.2585,353.8601,353.7203,355.7575,347.7486,333.6593,350.0134,342.5583
