Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,4,2105.6441,2038.1869,2044.9356,2033.4115,2041.0817,2062.9514,2048.0773,2061.0959,2059.6073,2113.8803,2208.0661
1C,9,2198.2645,2122.9706,2120.8055,2111.6652,2114.4079,2123.1306,2089.4875,2095.32,2088.5637,2117.3214,2231.0147
1C,4,1946.0957,1931.6572,1941.8492,1907.9585,1927.9342,1942.5223,1940.031,1921.3064,1929.0715,1952.7197,2051.9908
1C,8,2145.5657,2123.5494,2122.7967,2072.8882,2057.1948,2062.6956,2037.0857,2014.63,2033.7545,2055.895,2150.331
1C,8,2010.8531,1997.6087,1951.484,1897.946,1878.536,1855.7002,1834.5692,1823.7618,1833.9585,1870.6976,1956.6604
1C,4,2161.0772,2093.5793,2023.7452,1979.679,1991.2783,2013.5132,1995.6085,1996.7817,2012.3488,2057.7715,2171.1492
1C,3,2206.497,2199.8826,2172.8611,2187.6064,2188.4723,2226.3987,2226.5178,2226.4432,2225.5644,2264.2534,2339.5557
1C,4,2003.8159,1986.7416,1963.2372,1947.5944,1963.4155,1987.6527,1968.1831,1982.8183,1980.6805,2007.9237,2091.8884
1C,5,2114.9375,2097.7356,2095.673,2094.6039,2089.3156,2096.1885,2111.1984,2107.0735,2130.699,2167.1344,2278.3213
1C,8,1917.9353,1883.0854,1881.7427,1859.2465,1879.1358,1834.244,1842.7084,1798.0851,1805.4335,1822.8714,1900.318
1C,2,2205.8513,2198.3465,2201.4025,2208.1394,2212.9166,2223.7803,2206.2983,2212.8775,2222.9968,2255.4617,2350.3237
1C,9,2206.8287,2157.8602,2118.7739,2088.7962,2089.8611,2086.4916,2053.2644,2058.8649,2053.2205,2079.1207,2162.8489
1C,3,2126.2275,2128.5585,2087.9367,2092.3555,2108.404,2137.7343,2135.1446,2137.124,2140.7866,2182.8081,2285.5409
1C,5,2033.3202,1994.5248,1984.1032,1925.5367,1923.5388,1945.276,1932.2229,1929.4277,1941.3424,2002.3608,2084.7403
1C,4,2116.1774,2079.2255,2043.6994,2026.863,2052.6408,2113.6014,2143.0674,2085.6626,2131.2676,2204.4753,2210.1985
1C,5,2270.3258,2249.5712,2204.2101,2184.0552,2181.8601,2216.8496,2189.7219,2209.1622,2208.0121,2258.6779,2350.601
1C,9,2255.5956,2258.9135,2268.5232,2254.7769,2227.0662,2197.0362,2207.8729,2162.3885,2162.3622,2179.8527,2291.8414
1C,5,2300.5422,2266.1568,2258.3501,2261.7811,2250.3777,2277.0233,2268.1743,2272.5042,2286.3805,2321.4732,2410.2212
1C,3,1779.4194,1755.2839,1736.9079,1742.1271,1742.3316,1777.9003,1806.6206,1830.0896,1869.7008,1903.162,2028.524
1C,4,2195.7962,2126.8036,2077.6839,2048.6179,2053.7758,2125.2597,2097.6347,2141.4236,2092.4146,2168.1713,2251.8367
1C,4,2027.041,1989.8815,1944.2915,1900.6884,1911.7696,1918.1069,1932.8956,1919.3748,1953.3173,1999.3957,2109.8846
1C,8,2333.5861,2312.1193,2250.2424,2195.8198,2201.4121,2212.1496,2225.5033,2189.7967,2198.5619,2233.3773,2309.2264
1C,5,1799.4994,1780.7856,1784.7907,1780.0149,1771.3572,1796.8092,1819.4183,1828.0354,1850.4819,1918.0792,2055.0082
1C,7,2129.6267,2072.2288,2080.8227,2041.9549,2040.6598,2065.2672,2013.954,2058.6024,2017.3562,2116.9772,2136.8471
1C,9,2437.3584,2366.151,2327.3237,2329.3869,2337.944,2336.1127,2295.4935,2278.4782,2274.7916,2304.0142,2444.5015
1C,4,2161.6353,2163.4871,2139.3585,2131.4093,2156.1668,2192.0268,2147.6509,2161.9349,2155.8541,2198.5727,2295.7612
1C,3,2033.1191,2003.3027,1998.7763,2021.2928,2028.5002,2063.1469,2091.2959,2052.209,2074.7662,2106.8457,2181.6657
1C,7,2193.301,2169.8219,2140.0818,2142.68,2156.5031,2153.8967,2113.3279,2119.4803,2119.9461,2157.0725,2272.4431
1C,8,2277.9986,2257.649,2252.6063,2232.7935,2215.577,2235.2997,2229.7319,2215.4963,2231.9214,2270.0366,2386.4888
1C,7,2284.3979,2223.6873,2221.1506,2222.7762,2214.9543,2216.5226,2173.652,2174.2716,2180.0926,2187.963,2260.2218
1C,5,2129.7213,2129.0809,2119.7386,2101.225,2095.8663,2120.296,2122.2745,2133.829,2135.464,2191.7608,2306.8429
1C,9,2299.7062,2248.2582,2244.1346,2242.9305,2263.4178,2213.4406,2180.8447,2188.4224,2144.3214,2211.0864,2296.1574
1C,7,2264.1911,2259.317,2237.5605,2243.6946,2243.6398,2218.6324,2192.3347,2202.6178,2209.8605,2268.1245,2379.355
1C,7,2241.2722,2243.3736,2250.6041,2253.5098,2247.6142,2258.1977,2233.8929,2240.8532,2258.4564,2313.8691,2404.4406
1C,3,2299.6667,2187.8337,2183.3093,2194.7825,2279.4496,2289.1276,2318.1468,2324.9076,2321.0936,2360.563,2401.026
1C,3,2255.1492,2247.704,2191.3704,2192.3082,2208.9941,2238.5493,2234.2538,2232.7832,2238.5453,2267.7431,2357.2143
1C,8,2306.9319,2294.9806,2284.1434,2265.4783,2318.6387,2305.5655,2295.3461,2240.426,2247.8511,2277.5363,2346.4682
1C,4,2040.6536,2036.4989,2015.4384,2011.5257,2027.4488,2049.6846,2026.6995,2041.858,2044.893,2108.3183,2225.8355
1C,8,2361.4625,2257.5044,2220.0433,2236.1298,2236.4105,2205.0416,2161.9314,2145.6133,2149.2219,2191.2064,2284.2896
1C,9,2200.4134,2188.566,2192.4941,2200.9351,2155.8972,2138.3776,2113.2362,2106.8194,2079.2762,2120.5012,2217.9796
1C,8,2299.5458,2278.2162,2251.7144,2164.497,2185.2828,2180.2682,2163.8809,2160.6739,2176.6866,2195.8023,2275.8077
1C,4,1848.7573,1810.458,1800.184,1793.3147,1805.7459,1820.8535,1811.6421,1825.3663,1823.3466,1857.3865,2007.7521
1C,8,2174.2804,2134.1859,2107.2251,2061.1693,2073.559,2092.5981,2067.2368,2029.465,2054.4639,2092.3473,2159.6831
1C,3,2111.0249,2051.2025,2013.0254,2020.6181,2033.1061,2014.6107,2075.9437,2050.1452,2077.06,2071.142,2106.4772
1C,4,1918.6082,1913.2923,1887.1291,1870.4006,1901.0579,1974.1827,1951.9841,1952.3654,1994.2093,2014.2807,2116.4568
1C,9,2090.9131,2051.4432,2026.0392,2044.6582,2062.2852,2065.1605,2026.4007,2020.616,2019.7796,2046.5785,2103.4511
1C,5,2194.8421,2153.6594,2145.7964,2121.2182,2105.3342,2132.4706,2135.4119,2117.6685,2126.1717,2185.0877,2284.1773
1C,4,2155.0292,2111.9654,2060.7001,2027.9228,2054.4265,2077.5779,2047.6949,2051.3203,2044.9025,2073.4352,2182.0912
1C,8,2043.8069,2049.3972,2055.6013,2054.5784,2030.3999,2026.839,2036.4842,2007.5353,2015.0934,2043.2785,2138.2926
1C,9,2200.989,2156.3857,2201.9877,2187.2854,2173.3674,2137.9459,2133.9693,2117.3573,2073.0184,2135.942,2206.5609
1C,5,2103.887,2069.9384,2051.672,2002.7127,2001.7193,2013.7931,2027.9429,2014.8015,2027.1593,2063.887,2182.97
1C,7,2275.8462,2222.0808,2204.306,2149.8053,2172.0112,2169.2725,2146.1407,2156.7822,2159.7099,2173.4216,2278.7237
1C,5,1748.2803,1745.3247,1734.318,1722.2235,1721.4761,1747.1932,1756.6861,1761.9235,1791.3458,1841.8688,1992.4718
1C,4,2131.5593,2114.2306,2113.6232,2079.2166,2090.3632,2131.9581,2101.8553,2105.5,2116.1637,2144.8124,2207.6112
1C,4,1834.4464,1842.3041,1817.9658,1771.5232,1853.8504,1907.8297,1889.8504,1948.2715,1884.0313,1970.3154,2019.5328
1C,5,2157.8902,2136.5611,2103.7649,2103.1425,2100.7401,2127.4012,2106.1684,2106.6005,2118.2456,2169.4302,2264.8415
1C,1,1691.0849,1698.8845,1700.6165,1697.8131,1703.8519,1732.5296,1732.1416,1760.7377,1757.3452,1773.4636,1880.955
1C,8,2192.0489,2165.5851,2130.4608,2116.9493,2126.1107,2125.5976,2108.9523,2105.4775,2129.7272,2166.3583,2240.7686
1C,4,1955.5562,1931.401,1970.6008,1857.6496,1899.6575,1930.8861,1915.4976,1926.6969,1921.8731,1961.8086,2073.6068
1C,7,2249.3224,2241.4061,2214.3089,2136.272,2133.1181,2162.0973,2078.8203,2112.641,2097.6824,2128.6293,2196.5669
1C,9,2292.1334,2221.9453,2196.959,2176.5336,2202.9281,2209.109,2146.0009,2144.7343,2139.581,2197.0975,2315.8001
1C,9,2454.5172,2403.1841,2405.8707,2423.5965,2431.8303,2393.7368,2312.5325,2298.7727,2260.5938,2321.4928,2337.0535
1C,4,2110.5641,2044.8365,2033.0563,2032.2803,2032.6038,2057.4159,2045.6047,2047.4143,2044.9851,2095.201,2189.1379
1C,9,2281.3759,2241.8482,2205.9055,2221.8158,2222.376,2250.7729,2209.7825,2188.4519,2170.6259,2194.0656,2289.5825
1C,5,2194.1196,2148.7933,2131.7431,2094.2049,2086.4129,2140.06,2134.4508,2148.7628,2171.0277,2209.344,2290.9685
1C,3,1817.9447,1813.5945,1806.9862,1846.247,1871.1123,1903.6719,1874.2186,1873.4063,1863.8426,1900.7646,1989.8708
1C,5,2171.6482,2119.8794,2102.1634,2084.32,2079.2528,2107.9581,2084.1467,2095.3668,2106.8228,2163.5372,2268.7613
1C,7,2229.4797,2203.3626,2188.8392,2152.7913,2156.8803,2145.5552,2108.0649,2122.8899,2114.1239,2133.8572,2226.867
1C,5,2108.5181,2098.3631,2111.5673,2080.5131,2062.1206,2179.64,2144.8231,2175.8637,2174.0931,2281.0685,2306.6651
1C,8,1926.2429,1902.1135,1919.4915,1898.3649,1896.6471,1884.546,1880.9602,1853.8256,1878.4657,1897.0464,2001.9522
1C,4,1752.9776,1730.7086,1740.413,1717.1938,1717.7111,1742.9159,1743.3121,1773.0056,1775.5859,1803.3657,1929.9253
1C,4,2232.8869,2197.8989,2175.2617,2138.9946,2148.2845,2162.6694,2139.7941,2155.3514,2155.5498,2180.2553,2266.0897
1C,4,1905.7685,1918.7718,1874.9223,1863.8245,1888.4349,1891.3821,1884.0597,1884.133,1903.1462,1941.6869,2037.0638
1C,9,2233.9722,2185.6499,2202.1463,2205.3737,2232.2024,2151.0554,2125.8548,2102.5406,2072.4506,2125.5921,2162.1099
1C,8,2172.5187,2168.8335,2125.1866,2088.9531,2067.7192,2069.0122,2065.2984,2059.1542,2062.8687,2089.4239,2223.2522
1C,7,2012.4013,1972.7244,1962.2629,1974.2452,1977.7598,1993.8186,1950.7236,1954.2034,1966.4958,1977.2784,2061.1721
1C,8,2170.1214,2171.6152,2154.5612,2138.5944,2143.33,2114.6055,2103.4378,2058.6663,2066.3335,2089.3492,2220.863
1C,8,2240.2964,2228.9729,2208.3306,2192.8179,2196.2542,2198.7834,2179.2366,2160.5615,2193.0824,2225.6044,2295.7238
1C,8,2238.0514,2225.3948,2167.8614,2176.6771,2199.1996,2202.0654,2164.7463,2152.3695,2156.15,2206.166,2327.7505
1C,3,2288.731,2228.4,2224.5355,2237.1406,2250.258,2287.2494,2267.2612,2281.0567,2267.1134,2295.5667,2405.1271
1C,5,1959.5851,1941.6891,1938.3135,1900.9938,1883.8957,1900.3729,1909.0567,1909.8874,1943.4542,1980.9095,2113.2042
1C,2,1777.6465,1764.575,1806.2472,1812.9084,1821.5725,1846.2168,1842.4803,1829.7024,1844.6395,1876.8414,1992.6563
1C,9,2250.3364,2225.7604,2228.4537,2202.9896,2170.6495,2183.6451,2156.2233,2155.1941,2139.7635,2172.2569,2229.4114
1C,8,2285.7672,2223.2602,2242.4715,2245.0986,2243.9176,2225.173,2187.3758,2165.6582,2176.1964,2198.6251,2281.2095
1C,7,2347.3616,2287.8569,2257.8071,2207.9522,2219.032,2217.3811,2182.7837,2195.1917,2200.4408,2252.8657,2362.2467
1C,4,2078.5852,2060.9756,2044.9181,2041.6204,2065.4886,2068.4236,2045.8419,2051.9741,2073.4258,2093.5871,2172.5502
1C,5,2117.473,2119.8077,2107.7516,2080.5734,2076.1131,2113.8535,2105.6102,2117.4255,2120.9813,2146.2427,2240.3714
1C,3,2082.7922,2059.1023,2042.3106,2045.9275,2062.8938,2099.3872,2098.5341,2113.6713,2118.3424,2155.8277,2249.049
1C,5,2076.5696,2036.2933,1986.6209,1958.6791,1951.3084,1984.8468,1989.4274,2009.7605,2019.7273,2056.0938,2150.6563
1C,9,2370.863,2329.9218,2318.969,2266.4423,2248.9734,2267.1107,2219.9147,2220.35,2219.0526,2268.6932,2350.6202
1C,1,1999.1641,2011.1248,2043.4164,2033.1419,2036.7872,2041.539,2033.5968,2009.8851,2021.6942,2049.2337,2206.6418
1C,2,1841.2775,1815.622,1822.7469,1818.6136,1818.8092,1832.3563,1838.1753,1863.1425,1872.1039,1927.5811,2050.7943
1C,8,2011.7693,1951.9048,2007.2509,1889.1495,1880.3203,1877.3329,1865.7804,1858.601,1864.6864,1895.8713,2021.0359
1C,9,2214.94,2166.4866,2120.9137,2122.1534,2161.6888,2189.8721,2124.482,2108.1312,2097.2596,2108.7306,2199.1367
1C,4,2397.1387,2348.264,2379.1762,2304.8194,2326.5874,2337.8786,2333.46,2337.6278,2353.7136,2370.1016,2435.7558
1C,7,2148.2797,2146.5027,2123.2686,2090.8936,2100.9627,2118.4657,2081.0096,2107.3149,2114.503,2152.1234,2232.7277
1C,5,1827.7298,1837.4177,1799.7775,1788.0096,1776.7452,1796.0377,1795.8059,1801.3145,1821.7419,1883.4503,2002.1557
1C,5,1831.2829,1801.6374,1765.0313,1756.3814,1747.0614,1779.7781,1792.3774,1804.2802,1817.0632,1833.6445,1927.4482
1C,2,1444.6928,1442.9865,1469.9982,1466.6987,1484.9298,1521.323,1518.4375,1532.4478,1536.6316,1582.6636,1728.6408
1C,9,2374.5593,2296.6122,2285.273,2273.0297,2284.4813,2266.8711,2234.6808,2226.8267,2223.1453,2257.3944,2335.6182
Co,6,358.7864,357.3271,354.2194,344.7216,332.3912,332.2374,334.2296,334.892,338.6609,344.5901,366.6985
Co,6,351.617,339.8202,339.1976,330.151,330.3652,326.048,333.5862,339.0703,331.8103,344.2418,347.3274
Co,5,347.1542,350.4406,338.1091,342.2386,333.1226,336.4894,338.9737,336.108,340.4152,341.0707,358.4977
Co,8,382.6135,381.2127,373.1636,362.6889,352.8506,351.7819,349.355,346.5074,347.5261,351.38,367.5705
Co,8,368.3689,371.1696,370.7413,364.2975,356.859,358.6563,356.9468,354.022,356.8491,359.2739,375.7024
Co,8,405.0152,403.5332,391.8713,389.2985,379.9497,380.3005,377.2635,377.0163,377.3565,378.0058,392.4167
Co,5,378.0414,373.9749,368.0885,361.3293,358.0456,362.1975,363.7935,364.9243,369.4853,372.5884,389.0413
Co,2,364.8891,360.4074,364.4539,365.9822,363.7956,370.8786,371.2932,372.0128,368.9416,375.496,387.4071
Co,6,395.1411,397.6656,398.6577,387.6222,374.3514,365.7697,367.3377,365.879,367.0102,369.088,380.4612
Co,4,322.5178,314.2061,312.5336,310.6107,311.8017,318.9539,320.3277,325.7443,323.5573,335.8823,351.2497
Co,8,342.7984,334.3234,327.9721,323.5112,319.8656,320.921,321.3309,317.1898,319.5758,322.1235,338.4951
Co,5,316.4085,313.9502,317.9092,317.0575,308.1486,309.8162,311.9136,308.7842,310.7604,312.0446,328.6445
Co,6,399.8002,394.3279,387.8041,383.162,376.1063,369.4703,376.8145,371.7259,371.9969,371.1958,379.5276
Co,8,382.2646,379.0798,377.5388,371.6042,361.1602,362.0746,356.3984,353.6588,353.7472,357.7326,375.59
