Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,2,175.628,172.977,177.5841,180.1392,184.9325,187.3802,190.1586,197.3052,204.0751,203.8157,226.1071
1C,4,183.7103,181.5376,182.1066,181.4212,185.6913,183.7645,183.2455,193.3211,193.7249,207.6072,230.5653
1C,1,195.6696,199.1124,202.1494,205.5169,201.6109,198.9021,203.5308,201.3385,207.1571,215.7934,237.5574
1C,3,190.4477,190.8597,187.9935,191.1695,195.1316,198.1019,200.8984,207.9701,213.9516,219.889,234.449
1C,1,190.705,192.4723,193.4822,196.0717,196.812,199.2798,202.6959,203.7206,213.367,221.9787,242.6619
1C,1,191.4629,194.1993,198.6877,195.2401,196.6904,194.0845,197.725,200.0013,203.0077,211.7195,234.8515
1C,1,169.4668,170.8414,171.1324,175.4094,177.0784,179.9791,179.7416,182.6093,189.2511,193.0976,203.6163
1C,2,185.1597,184.476,185.7921,187.1455,189.4326,189.2834,189.0745,190.4932,197.8071,202.7426,211.9033
1C,1,124.6619,125.3807,126.5658,127.9273,129.522,131.681,136.0061,139.1548,146.1488,152.5692,164.8895
1C,5,203.1861,199.7008,200.0583,198.2516,192.3392,194.5892,194.9797,196.0308,207.7021,209.6054,242.145
1C,1,190.8127,193.476,192.5412,191.8576,196.9064,199.3152,202.199,208.9523,213.8698,219.9426,245.3616
1C,3,148.8281,147.072,146.916,147.1391,147.3357,147.4728,149.5168,151.9174,158.2087,168.3496,186.3816
1C,3,181.6889,180.4965,176.2012,176.2075,184.9699,189.6754,192.6041,195.935,197.1907,208.2471,232.1001
1C,4,199.5253,194.9206,192.8813,190.0748,190.5225,191.1993,193.0359,200.9258,212.61,219.9022,238.4251
1C,1,188.8695,191.0698,193.8941,192.7747,198.3522,203.5456,207.4913,212.0799,216.1438,223.579,242.8137
1C,2,203.0032,195.795,196.9373,198.1561,197.5593,199.4396,203.6119,210.2136,217.1399,228.4243,248.0247
1C,6,204.1871,202.0306,203.0312,200.9414,198.0586,196.2238,199.268,199.9255,210.0817,211.3998,221.9476
1C,3,191.4774,189.8172,189.6245,190.6022,191.8591,193.5472,196.6805,205.4471,211.4331,221.1637,249.6672
1C,4,182.3505,183.7681,183.2848,181.2361,189.0364,190.4589,195.0768,197.6916,201.1677,210.9581,232.5194
1C,6,196.5063,195.2554,194.7579,191.9041,189.7432,188.585,190.6506,196.9361,200.948,202.8607,218.1127
1C,4,200.5695,201.4439,201.6744,199.0265,199.1425,202.4572,205.9648,211.589,218.0446,224.4893,245.3624
1C,1,193.355,195.246,196.8426,201.2581,203.8154,203.1556,205.3303,210.5749,214.2456,220.2647,242.618
1C,6,191.8556,189.1008,193.2468,193.8535,188.3747,188.0929,193.5077,196.6809,204.8801,212.3191,241.0072
1C,1,201.4255,204.0648,202.047,202.7074,204.8784,202.5174,205.8167,208.069,212.6588,222.2172,244.0349
1C,6,209.096,207.7555,202.0795,198.3532,197.9825,197.582,199.0825,202.4794,202.3345,209.6867,230.3379
1C,3,191.5293,190.7061,190.0208,195.3368,194.0514,196.73,200.1585,207.1297,208.1012,215.2813,235.1076
1C,5,212.8792,208.1392,207.2126,206.7499,202.5805,204.0591,206.0889,205.5836,207.9077,216.0068,239.6526
1C,4,205.6112,205.6002,204.0888,203.5879,206.843,209.4175,210.8649,214.7615,225.7359,234.6427,251.6084
1C,3,172.0089,173.548,167.7931,169.8566,179.8552,185.48,191.0838,193.1967,198.902,200.7074,217.8661
1C,1,194.7479,195.8666,197.1523,199.8627,202.9893,205.9343,209.6013,215.5012,219.2326,227.0588,247.5507
