Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,6,142.4261,142.1488,140.4979,139.1616,135.5914,134.7559,140.5423,151.6094,153.9714,168.4849,182.3881
1C,7,229.3332,220.8739,215.9291,210.6961,210.9813,210.6382,210.4508,215.4379,218.6133,226.2871,250.5804
1C,5,132.2111,127.0048,127.0876,127.7496,126.5706,129.0137,131.7043,138.0175,145.4281,153.3716,168.8739
1C,2,133.3233,133.2647,136.5371,137.1046,142.6449,143.7168,148.6029,156.9711,165.5726,178.71,203.3193
1C,6,158.1097,154.4516,155.7644,153.4985,150.7495,145.6083,153.0143,150.9695,161.4173,166.2153,181.6242
1C,5,200.7062,193.5484,195.3297,188.479,188.2461,191.5172,193.6965,193.9386,200.8818,207.1734,216.2573
1C,5,222.0402,216.8701,205.4584,205.771,200.1729,207.7832,207.757,223.971,225.0949,227.6332,253.2086
1C,2,182.9705,180.4869,186.4256,189.126,189.2353,191.444,192.1268,194.9723,196.078,201.6291,214.0663
1C,6,211.1491,203.7736,205.7448,195.5586,196.6217,192.4174,197.3398,203.2226,196.5785,207.9107,228.3301
1C,3,194.9276,193.6056,192.3515,192.449,197.032,197.5217,200.7444,206.5678,212.8476,217.169,239.7275
1C,5,196.0862,190.8412,190.6743,191.2035,184.2648,189.2904,190.651,201.1017,203.1539,208.3695,238.0475
1C,5,208.1622,205.4851,208.3508,202.5727,195.2657,197.9487,196.584,200.5381,211.629,217.7262,250.6896
1C,7,224.4676,221.8562,221.7965,217.187,217.7593,216.828,216.7217,222.9833,230.2802,241.2773,269.3865
1C,3,202.5522,196.4324,194.9362,198.2965,199.7411,199.6378,201.9561,207.2966,215.5618,223.8466,251.1568
1C,3,148.8641,146.1018,145.3836,146.751,146.9027,147.5821,148.4705,147.2318,156.5844,163.0953,181.004
