Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,9,2679.1152,2693.7982,2603.418,2587.9087,2568.7318,2580.8514,2558.038,2577.8316,2543.9837,2580.0563,2697.58
1C,3,2584.557,2563.7684,2509.1161,2535.9368,2540.1281,2541.5725,2522.7589,2520.5617,2519.0485,2587.0314,2693.6583
1C,8,2532.2947,2559.6325,2529.8108,2545.586,2540.864,2503.8799,2499.4994,2495.9563,2504.9291,2556.1037,2678.5674
1C,6,2491.6704,2448.397,2417.6355,2421.9958,2413.8881,2391.1598,2409.7657,2393.7622,2413.2834,2426.2111,2569.2902
1C,5,2286.1537,2277.8516,2234.1429,2192.7061,2188.9127,2203.0494,2217.0875,2196.2059,2225.3667,2261.7853,2358.6686
1C,3,2478.7974,2526.6758,2438.7098,2476.9153,2524.2209,2526.2921,2500.8749,2501.8885,2502.8943,2557.8693,2663.3586
1C,9,2486.0336,2534.8665,2518.319,2533.4437,2545.6617,2520.1027,2481.7774,2473.0153,2463.6034,2495.6393,2624.7807
1C,3,2481.6262,2493.8641,2428.7807,2458.937,2451.9094,2477.8653,2464.9151,2457.81,2475.3715,2516.9539,2618.1358
1C,7,2647.7536,2613.5545,2582.6638,2554.8882,2562.3095,2571.1319,2549.3607,2552.2643,2572.1048,2623.078,2738.2058
1C,1,2297.4723,2375.2527,2340.0897,2365.7569,2397.0413,2414.1626,2385.0824,2390.699,2384.0267,2446.0446,2546.9226
1C,1,2482.5999,2500.67,2509.1248,2530.9962,2543.9852,2575.1576,2603.2731,2586.4062,2600.853,2638.7407,2725.0015
1C,1,2518.5565,2540.7922,2524.6166,2541.7952,2557.9879,2594.1731,2559.0725,2558.0159,2550.0834,2585.7744,2701.0801
1C,8,2655.6953,2636.8891,2577.3088,2485.0559,2485.3039,2470.5993,2424.7415,2409.8066,2410.765,2441.0253,2534.2202
1C,7,2492.9854,2519.9319,2500.4887,2494.5723,2509.8927,2502.5113,2462.8247,2484.2738,2466.9569,2484.2741,2590.1462
1C,3,2380.2157,2379.9592,2351.0094,2357.2388,2377.8109,2378.9199,2356.8479,2360.0332,2355.4738,2401.01,2522.4418
1C,9,2671.1565,2704.5266,2601.0447,2592.871,2617.9193,2591.21,2552.4739,2549.8109,2539.5689,2599.2626,2700.3361
1C,6,2498.9038,2495.7963,2467.75,2468.8686,2460.871,2454.2262,2476.6199,2475.642,2480.7531,2516.4943,2649.7993
1C,7,2592.7353,2567.2136,2545.2245,2497.6641,2478.17,2433.7661,2419.9137,2428.9726,2434.4032,2453.154,2537.5249
1C,7,2670.3858,2654.5561,2584.35,2555.5278,2560.4542,2560.8402,2550.3784,2561.9473,2576.116,2627.3611,2735.4098
1C,3,2456.9842,2452.5967,2442.2824,2462.3084,2464.7132,2461.7565,2462.9987,2452.676,2462.779,2528.3549,2616.9021
1C,9,2466.4309,2442.6131,2404.7217,2383.146,2371.9677,2363.4856,2346.0304,2353.6231,2342.1362,2374.2581,2495.2089
1C,9,2633.6153,2600.7242,2567.3319,2539.8649,2525.8555,2503.3552,2467.7234,2451.2053,2447.8327,2496.9707,2605.505
1C,3,2554.214,2524.7514,2473.2193,2474.4617,2496.1344,2533.0585,2535.5256,2535.1534,2542.2282,2586.0685,2666.7431
1C,8,2600.019,2564.8385,2559.8445,2547.7282,2532.8661,2495.2063,2501.8603,2481.5886,2494.4121,2527.7136,2619.2061
1C,9,2701.1804,2715.6189,2684.1629,2690.82,2726.2386,2695.5636,2658.6004,2657.011,2636.8085,2672.2549,2777.8254
1C,8,2420.9235,2423.2763,2346.5875,2301.5794,2311.1811,2324.2188,2309.4562,2291.0266,2297.7782,2317.553,2387.3615
1C,8,2492.685,2525.2129,2506.9492,2484.6393,2485.4741,2462.4666,2475.6679,2443.3853,2444.2006,2508.4409,2609.1441
1C,9,2655.123,2645.9696,2583.5625,2609.525,2621.7136,2606.3353,2573.1437,2572.2098,2571.9534,2629.8373,2757.4991
1C,8,2452.5688,2420.5601,2379.4805,2329.1601,2333.8772,2336.1451,2331.3903,2328.6146,2337.7939,2376.8106,2489.3588
1C,6,2616.4086,2595.0854,2542.4808,2522.0095,2507.5212,2506.7442,2511.9317,2510.4939,2517.7152,2551.9681,2636.8922
1C,5,2461.0191,2461.6625,2437.8847,2438.942,2430.4332,2443.2766,2443.8246,2453.229,2455.1674,2497.3287,2599.7974
1C,8,2507.6553,2551.4298,2491.3351,2484.0929,2495.6162,2481.7603,2498.068,2476.7882,2490.6069,2548.1157,2650.7251
1C,3,2472.2941,2461.2423,2421.6792,2463.2995,2490.0087,2535.4291,2538.2624,2561.8965,2543.2874,2580.2181,2676.8779
1C,3,2488.5621,2421.2413,2400.7679,2409.8877,2426.6897,2440.3152,2414.7627,2433.0597,2430.1865,2511.3361,2628.9934
1C,1,2421.7241,2439.9924,2429.2299,2428.1134,2446.3489,2451.2155,2431.674,2426.8015,2438.3464,2492.7446,2609.9554
1C,9,2527.3857,2526.9853,2484.8196,2475.1606,2448.5592,2441.2906,2408.0335,2410.0019,2400.0894,2453.1849,2548.797
1C,1,2060.9947,2097.9081,2109.6814,2145.5921,2165.1818,2155.8821,2171.011,2140.2028,2144.9586,2183.0069,2269.3819
