Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,5,2150.0377,2128.0433,2088.5029,2058.0067,2055.5088,2075.557,2072.3292,2087.1432,2126.0202,2197.2609,2308.7529
1C,4,2253.7437,2224.9591,2180.6014,2086.2934,2144.4002,2158.5373,2095.6486,2102.936,2127.5098,2114.9283,2203.2429
1C,8,2740.2902,2764.9125,2829.5955,2701.6325,2750.3888,2771.3024,2718.2264,2701.0025,2705.8247,2745.3218,2832.7632
1C,4,2097.8149,2158.0759,2114.105,2079.3005,2119.2893,2166.5273,2158.1911,2176.6851,2215.9579,2294.4631,2365.7889
1C,9,2692.634,2583.6986,2522.4041,2480.7931,2470.8336,2429.7024,2419.7994,2422.7516,2403.6005,2452.6814,2535.5153
1C,7,2569.7192,2611.4921,2608.9699,2581.5959,2515.1223,2508.6417,2496.1151,2515.2464,2519.4499,2574.7599,2716.6852
1C,7,2908.4858,2936.902,2887.4166,2843.7453,2873.5777,2840.0267,2813.3385,2814.0574,2842.6137,2872.2723,2962.3189
1C,5,2492.8151,2415.1381,2434.0557,2378.3861,2361.1665,2387.498,2377.6654,2391.46,2427.0216,2466.2283,2593.9901
1C,9,2815.5885,2861.2987,2750.4973,2671.6963,2685.4293,2676.0039,2614.186,2603.1794,2598.976,2641.2266,2700.0332
1C,4,2248.5445,2295.0719,2199.6136,2197.635,2229.786,2232.2674,2214.9578,2218.6928,2240.0509,2275.1991,2437.8712
1C,5,1998.6985,1983.9619,2040.1191,1927.0591,1896.5279,1927.7082,1954.3728,2013.9054,2021.5311,2076.6504,2175.099
1C,7,2374.8532,2354.5232,2339.9296,2216.1189,2201.6171,2194.4435,2170.4282,2189.6522,2201.9339,2251.8947,2399.7789
1C,8,2812.0484,2744.364,2731.9638,2532.904,2531.5203,2527.5371,2507.9013,2503.6997,2524.8073,2583.0362,2683.2388
1C,7,2478.8833,2467.1053,2471.2254,2461.9969,2463.839,2426.5922,2376.6205,2379.5971,2379.5231,2455.2034,2589.5469
1C,4,1931.5679,1941.9745,1917.8691,1850.219,1871.6578,1918.8667,1940.3254,1957.6109,1957.5126,2025.3572,2176.3196
1C,7,2570.5408,2528.9523,2540.3766,2474.3986,2455.3604,2465.4622,2419.8514,2421.1685,2460.6021,2471.4282,2563.565
1C,4,2335.5031,2282.6291,2248.0671,2196.9911,2232.1764,2273.7043,2261.2587,2269.3896,2291.6794,2331.1264,2420.9355
1C,4,2712.5584,2711.445,2667.77,2620.7238,2670.3861,2734.4379,2713.9489,2683.8379,2698.1556,2751.4407,2854.3794
1C,8,2036.0775,2033.7224,2067.0382,2029.7152,2034.3296,2018.7377,1999.8484,1999.8048,2012.7413,2038.2195,2100.5263
1C,7,3019.2752,2892.9829,2856.2977,2757.5113,2770.4948,2771.3153,2687.2065,2704.3676,2708.9201,2730.3029,2813.1829
1C,7,2518.3483,2559.654,2580.3527,2544.4959,2540.7619,2526.6609,2469.196,2479.4163,2487.6966,2530.2031,2643.7257
1C,7,2560.4665,2596.467,2547.9475,2515.4311,2502.7226,2504.7428,2439.0787,2445.0168,2439.9002,2473.8505,2574.741
1C,9,2638.7258,2605.2091,2572.6703,2535.5277,2540.8758,2523.6675,2499.8633,2492.6703,2478.3735,2531.2276,2610.8677
1C,8,2482.5227,2450.7075,2417.7461,2360.2539,2319.4268,2281.9197,2230.7803,2184.9178,2189.8554,2238.2563,2373.7174
1C,7,1942.0752,1990.2848,2005.9396,1997.3071,1986.0676,1971.7335,1932.8709,1941.6944,1933.4672,1968.014,2082.3427
1C,9,2621.1399,2597.0843,2547.269,2464.4325,2459.951,2440.9641,2417.4358,2409.0491,2392.4714,2424.5051,2518.2604
1C,4,2478.3993,2492.3599,2494.7307,2437.5347,2463.9138,2482.1815,2477.3715,2509.7068,2497.5711,2566.1758,2692.8906
1C,9,2708.7381,2731.2586,2722.096,2719.9799,2623.3297,2513.2752,2477.8553,2443.7407,2414.0662,2452.1256,2577.7214
1C,8,2688.4909,2633.6741,2700.0751,2591.9041,2633.2717,2631.5812,2575.59,2571.7302,2576.2286,2619.5548,2735.6023
1C,9,2995.01,3008.8151,2984.7951,2901.0217,2818.1926,2785.6038,2716.1999,2725.339,2709.1787,2775.3075,2894.324
1C,7,2219.2028,2188.4603,2167.9211,2157.3501,2115.6218,2121.9931,2094.6632,2139.566,2106.6032,2158.1584,2281.6775
1C,7,2672.5712,2663.2043,2612.4354,2575.1925,2539.5258,2503.4414,2462.8969,2481.2359,2476.1496,2539.7645,2620.1344
