0,1,2,3
016-ER18,2056.089108910891,1777.6249380116114,Validation
058-ER18,2231.995012468828,1209.069015601237,Validation
065-ER18,514.2892768079802,1057.7667017841723,Validation
078-ER18,984.2039800995024,2012.8028759066783,Validation
079-ER18,513.2592592592592,1516.963628599804,Validation
080-ER18,2562.7543424317623,-184.9694771045415,Validation
084-ER18,1892.6262626262626,1471.0890648406003,Validation
092-ER18,1882.3645320197045,2754.7154098986193,Validation
171-ER18,1044.6717171717169,3070.0548897242534,Validation
174-ER18,3628.759493670886,1543.176584573468,Validation
180-ER18,768.8778054862842,2490.993164504549,Validation
200-ER18,873.5678391959799,2585.9441768490924,Validation
214-ER18,678.4771573604063,2137.638641871161,Validation
218-ER18,732.2885572139302,2851.0757373366087,Validation
224-ER18,1476.2034739454095,1934.7055345017343,Validation
226-ER18,4300.444444444444,3103.8843650702565,Validation
229-ER18,1120.2525252525252,1889.033694567317,Validation
236-ER18,1067.4314214463839,2039.7569112011242,Validation
276-ER18,7635.610972568578,4591.72604389773,Validation
278-ER18,907.7114427860696,2854.9243138152506,Validation
309-ER18,3073.481481481481,2871.582347911799,Validation
347-ER18,2437.393483709273,2339.967827022285,Validation
371-ER18,1547.6485148514853,2853.859297934554,Validation
373-ER18,1323.1818181818182,6215.825988195536,Validation
405-ER18,3630.2716049382707,2272.1162348308626,Validation
414-ER18,1884.9876543209875,2834.1472774564772,Validation
416-ER18,4516.134663341645,2575.991440359745,Validation
001-ER18,944.9622166246852,2745.366684231709,Calibration
002-ER18,8631.68765743073,4476.759505500535,Calibration
003-ER18,892.1105527638193,2374.957741789023,Calibration
004-ER18,5815.5808080808065,3216.092947167481,Calibration
005-ER18,6067.587939698493,3944.6174355636813,Calibration
006-ER18,3314.6766169154225,1490.590700749568,Calibration
007-ER18,1425.188916876574,2424.494013052068,Calibration
008-ER18,1641.025,2094.498521386324,Calibration
009-ER18,2283.989898989899,2010.1606321913987,Calibration
010-ER18,1481.1898734177216,500.21572573323465,Calibration
011-ER18,1046.4179104477612,1427.587267912173,Calibration
012-ER18,1121.679012345679,2061.4282787765496,Calibration
013-ER18,1308.9629629629628,771.7554293857011,Calibration
015-ER18,1287.7037037037035,1817.6777952335924,Calibration
017-ER18,2668.0295566502464,2550.968324264153,Calibration
018-ER18,2361.8024691358028,1962.3533660024787,Calibration
019-ER18,2235.259259259259,1266.5446520081805,Calibration
021-ER18,4153.567839195981,2899.3133788218674,Calibration
022-ER18,5959.974811083122,3057.2416071159805,Calibration
024-ER18,4297.896039603961,3186.8230164476317,Calibration
027-ER18,1483.3250620347394,2098.5668182944883,Calibration
028-ER18,1483.3250620347394,2808.091141112016,Calibration
029-ER18,2003.6432160804025,2838.364775885426,Calibration
044-ER18,616.5336658354114,213.2267839916185,Calibration
045-ER18,1552.7227722772284,2037.3104842001358,Calibration
046-ER18,1091.637717121588,1040.4352397820312,Calibration
047-ER18,2298.423645320197,979.6266035447134,Calibration
048-ER18,2492.315270935961,2118.5143064928834,Calibration
050-ER18,1499.6029776674936,760.4334194957391,Calibration
051-ER18,1239.1336633663368,1683.5771190747164,Calibration
