0,1,2,3
028-ER18,5958.7344913151355,7528.800394882637,Validation
029-ER18,5717.336683417087,5519.070057846984,Validation
086-ER18,5706.175,6575.796989168492,Validation
088-ER18,7604.740740740738,6711.638650210119,Validation
110-ER18,6963.91089108911,7435.131181663659,Validation
190-ER18,5776.421319796956,4676.209310650018,Validation
465-ER18,9944.27160493827,7416.914843823251,Validation
021-ER18,6523.9447236180895,6336.177442568958,Calibration
022-ER18,7412.015113350126,6419.469402931347,Calibration
024-ER18,10093.712871287127,9326.13343273518,Calibration
027-ER18,5501.9354838709705,4871.284727668091,Calibration
055-ER18,6853.580246913579,5687.592784762564,Calibration
056-ER18,9878.564356435645,8650.289843482617,Calibration
057-ER18,7332.183622828786,6651.384836124169,Calibration
058-ER18,7328.877805486284,8023.449217812369,Calibration
062-ER18,4733.45,5060.246998169715,Calibration
089-ER18,6107.481481481482,7260.2300770804795,Calibration
090-ER18,7939.925373134327,6662.3696433734,Calibration
092-ER18,8690.7881773399,7718.5484940059905,Calibration
093-ER18,6461.315136476428,8245.959366735013,Calibration
104-ER18,5697.164179104478,5650.054990754405,Calibration
105-ER18,9233.647642679902,7408.804624833399,Calibration
106-ER18,7763.679012345678,7763.245083715094,Calibration
107-ER18,4465.70351758794,5005.1817178560705,Calibration
108-ER18,3180.8564231738037,3876.160650564081,Calibration
109-ER18,4815.710723192019,5955.9269174719375,Calibration
111-ER18,11373.857868020305,8822.903256990845,Calibration
134-ER18,5484.010152284264,6662.098724285759,Calibration
135-ER18,7079.471032745592,7154.77062096207,Calibration
137-ER18,6652.61421319797,6483.051607128982,Calibration
140-ER18,7289.2288557213915,7221.104057258519,Calibration
141-ER18,5969.26952141058,5991.673307082798,Calibration
142-ER18,7022.0304568527945,8007.253785422312,Calibration
143-ER18,6199.323308270677,7000.70042801497,Calibration
191-ER18,6819.1116751269055,7384.205551743245,Calibration
192-ER18,6454.126582278481,7015.371179851328,Calibration
193-ER18,4429.8730964466995,5704.803396924341,Calibration
194-ER18,6333.147208121829,4883.5161834693245,Calibration
195-ER18,6060.507614213199,6224.325452646965,Calibration
197-ER18,5577.64411027569,7167.799817174586,Calibration
243-ER18,5638.263027295286,6393.20426436352,Calibration
245-ER18,5651.047381546136,5864.916530350114,Calibration
246-ER18,11295.70707070707,7692.645723333611,Calibration
248-ER18,4330.942928039703,5750.77969462243,Calibration
280-ER18,7207.475247524753,9463.903481335074,Calibration
281-ER18,7330.148883374691,7905.688213597146,Calibration
283-ER18,6940.125628140704,7244.811486684972,Calibration
284-ER18,7465.7178841309815,7142.839436674334,Calibration
309-ER18,3265.827160493827,5370.825799663784,Calibration
310-ER18,3895.506172839506,4433.6979318825615,Calibration
311-ER18,3645.456790123456,3825.422394722933,Calibration
313-ER18,7408.628428927681,7881.281259088908,Calibration
314-ER18,6108.287841191067,4820.48022507353,Calibration
315-ER18,3594.8395061728393,5079.605060768161,Calibration
316-ER18,3459.628712871287,4557.738339377633,Calibration
317-ER18,3975.664160401003,4070.0367639931646,Calibration
361-ER18,7523.805970149253,5566.5814821763925,Calibration
363-ER18,5279.257425742575,5340.759363311539,Calibration
385-ER18,12681.155778894476,9878.274244123153,Calibration
388-ER18,13423.7037037037,12304.854091522915,Calibration
389-ER18,15559.75308641975,11890.83559128244,Calibration
390-ER18,9481.507537688443,10084.256410317023,Calibration
391-ER18,14577.777777777776,11926.480759273549,Calibration
392-ER18,10140.12406947891,10914.998079343,Calibration
393-ER18,7249.215189873415,8544.992089181244,Calibration
425-ER18,7599.679012345678,7832.260318692548,Calibration
426-ER18,8921.392405063292,7047.823309596777,Calibration
431-ER18,6376.065162907269,6421.747893226009,Calibration
439-ER18,3972.581453634085,5749.9918238880055,Calibration
441-ER18,3893.4508816120892,5672.854255250844,Calibration
442-ER18,5519.308641975309,5407.331968527826,Calibration
443-ER18,4127.954545454545,7182.9296714925,Calibration
447-ER18,5147.777777777778,6958.4252724457165,Calibration
448-ER18,5570.519801980199,6650.960302260068,Calibration
450-ER18,5072.864197530863,7134.024573602928,Calibration
451-ER18,5886.790123456789,7434.663417598197,Calibration
458-ER18,6349.291139240507,7026.643721069642,Calibration
459-ER18,9946.334164588528,8486.77942663812,Calibration
460-ER18,7033.935643564357,5977.942784911575,Calibration
463-ER18,5241.925925925926,4399.882420524911,Calibration
466-ER18,8531.037037037036,7784.398453263241,Calibration
467-ER18,6963.895781637717,7595.310415111942,Calibration
469-ER18,5640.0497512437805,6339.714090259385,Calibration
470-ER18,4083.7623762376234,4622.65354789262,Calibration
471-ER18,4930.148514851487,6316.146617196853,Calibration
472-ER18,5441.4463840399,6108.634432076058,Calibration
