Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,5,386.0942,386.009,382.6612,382.2263,379.0236,383.1698,387.5947,393.0533,401.0757,411.7889,419.7221
1C,5,478.5,472.1114,468.9749,468.4452,466.8408,469.8485,468.9061,481.5544,486.2787,494.6229,502.1444
1C,6,415.1853,407.2286,408.4473,399.0508,406.8608,396.8659,411.605,412.8096,423.8661,423.395,419.7088
1C,6,476.2735,473.1883,470.185,465.7938,465.976,464.6053,474.8738,482.396,478.2282,486.9733,491.6033
1C,5,396.4277,391.8412,389.9269,388.9369,387.7337,392.4153,400.7305,404.3646,411.5598,424.7829,431.4817
1C,5,453.295,445.962,446.0514,438.884,434.8811,443.1364,448.556,456.5921,464.9734,474.5053,478.6044
1C,2,365.5104,365.4614,366.8054,369.8244,368.5344,369.4195,375.2457,381.0271,392.5171,402.7837,409.0708
1C,5,450.8151,442.1365,436.8145,431.9792,427.3823,433.5301,436.242,443.8618,456.551,460.3691,470.4055
1C,1,352.9383,357.5533,357.5447,361.0175,363.2372,369.2551,372.7467,384.0246,393.9744,407.7774,414.7971
1C,2,363.2411,358.3799,362.1336,363.7575,364.3041,371.668,376.9497,389.6415,403.0866,418.1198,427.7331
1C,4,446.8277,441.1922,436.6284,425.0176,431.5901,428.5651,432.7749,439.3179,456.4763,455.1039,460.5574
1C,3,431.4373,429.6494,422.1194,424.9468,422.8858,422.412,425.2273,446.9114,451.9846,453.6507,463.748
1C,5,406.8019,404.6771,397.6475,398.3139,391.9616,393.6986,396.58,408.3529,425.7398,419.638,422.2832
1C,5,471.5387,463.3027,464.1756,456.7327,454.1984,460.1285,473.8503,468.5245,475.2687,475.2788,476.7526
1C,5,442.066,439.1844,439.7877,436.9069,435.5173,444.1722,447.4834,464.1202,472.6476,478.6612,485.4867
1C,5,346.6253,342.0239,340.8204,340.8391,339.9942,348.4799,350.1131,358.1112,363.3142,376.3913,381.9131
1C,4,387.5771,386.7178,386.7648,384.7379,384.7402,389.3578,398.6145,404.5336,418.6353,433.6531,443.2583
1C,5,481.7204,481.175,474.6373,467.5521,466.0151,468.5131,477.6536,482.7437,486.7888,496.1974,503.2968
1C,5,459.7439,453.7845,444.0344,451.1461,439.5747,440.2217,445.4655,459.6048,466.5466,471.2392,475.1431
1C,5,416.5613,406.5851,408.4758,404.0814,401.6783,405.8906,419.9868,419.9435,424.8653,437.5217,446.0212
1C,5,369.3158,372.0888,363.5088,366.094,363.0494,364.7034,366.3102,374.4574,385.2852,389.3403,396.3556
1C,3,379.5876,378.1034,376.045,382.2528,382.6708,386.0723,388.4293,398.4782,418.0166,426.054,433.9507
1C,4,484.7821,472.6028,471.3076,460.3464,467.4595,464.5103,464.3087,479.4207,494.6409,490.8108,501.5225
1C,5,469.9918,464.9895,462.1793,461.1315,454.8021,464.0054,462.8585,470.2271,471.9722,487.8503,498.8597
1C,2,393.368,392.0675,395.2846,394.2716,398.6309,407.5871,410.8884,423.5901,435.7372,449.5086,461.2333
1C,5,444.7705,443.2747,436.8941,435.647,428.9154,438.0531,435.0786,438.3801,455.3081,455.4861,458.4191
1C,5,399.9538,398.5259,392.7385,390.151,386.2097,390.455,394.9695,403.9425,418.6076,432.246,441.2629
1C,6,364.9395,363.164,362.5866,361.918,361.1127,359.3763,363.8435,372.519,389.574,400.8317,410.0718
1C,4,438.6995,434.3554,430.9847,420.3126,422.1005,421.0935,428.8184,442.0187,443.8205,441.8375,452.306
1C,6,469.3102,458.3431,442.4827,440.9148,440.9208,438.0409,439.6614,450.9128,451.182,450.8593,456.9924
1C,6,463.627,456.9406,456.6689,451.7811,453.4023,448.6014,451.7186,468.3444,483.4691,477.6053,484.3148
1C,7,439.5129,430.9676,429.3242,427.0759,430.0416,424.559,423.8246,438.6701,440.6815,444.1995,447.439
