Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,1,100.0643,100.4242,102.4476,102.3446,102.331,108.5142,108.9313,107.6023,116.5945,121.7051,136.7506
1C,1,114.5324,116.6532,118.2176,122.7143,124.1004,127.7769,133.6797,135.948,145.9859,154.263,166.7639
1C,3,130.1598,126.794,123.7772,125.9535,125.6767,127.562,134.0359,137.873,158.1565,162.8527,184.0295
1C,1,118.2857,119.6501,121.742,120.5094,121.8761,123.5118,123.8916,128.1466,131.6445,137.6374,148.2677
1C,1,111.8375,113.9605,115.6624,119.5687,124.4632,129.8851,128.9145,135.351,148.5888,150.6497,166.6604
1C,1,127.4441,130.5425,133.3484,137.9922,146.4485,148.361,149.0187,150.3873,152.5748,154.9573,169.6423
1C,1,125.1406,127.5127,130.981,132.6604,143.5758,145.7189,154.3432,158.5152,168.5451,174.6692,193.5425
1C,1,132.5983,132.9536,136.7029,142.6532,145.2521,146.3581,151.9614,153.6011,163.6321,171.4665,188.9156
1C,2,123.6395,122.3665,124.1822,124.3532,123.4452,124.0346,124.7869,131.6061,142.579,149.2284,153.9732
1C,2,108.6895,108.6214,109.5021,111.039,117.7238,117.0361,120.7071,128.9176,134.0741,146.6505,165.2477
1C,3,90.2707,90.7077,88.6274,89.7822,94.5769,95.3418,98.8007,102.7882,105.8777,109.8296,119.5765
1C,1,106.7382,110.9324,113.7699,117.0931,122.2089,128.4031,128.9787,134.6284,130.2482,137.9137,154.7514
1C,1,110.4964,114.6616,115.7163,123.0332,124.8664,129.0146,129.5532,134.1277,144.0159,152.0019,171.8382
1C,2,102.6177,101.5764,105.2244,108.8174,111.8669,113.8708,115.728,118.8716,122.9372,125.519,144.5817
1C,5,112.5548,111.9418,113.6899,110.8543,110.2479,110.976,112.969,116.1028,118.7906,127.586,133.0435
1C,1,115.9289,118.4164,117.0008,116.3955,119.7022,123.8798,130.963,139.0399,152.7871,156.8184,183.1295
1C,1,96.5517,96.8367,97.1991,102.9874,106.6468,116.0055,118.2252,129.233,134.4269,147.7981,151.7653
1C,1,106.3771,109.6823,112.673,121.3961,126.0077,133.2511,139.4717,143.241,154.8025,163.8862,171.4092
