Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,2,196.1356,195.8057,198.8454,203.8316,200.4682,206.2869,210.8267,221.4013,237.1268,244.4973,263.5113
1C,5,188.9043,188.9345,182.2057,179.1538,178.772,180.85,181.6815,186.4172,196.811,200.9087,217.8662
1C,7,230.2918,224.738,220.4981,212.7307,209.8268,211.3051,207.8277,213.6156,234.2944,244.4965,271.2546
1C,3,142.0139,139.6357,138.0046,139.1955,140.5857,140.1631,145.9667,150.842,163.6158,182.3655,205.5558
1C,5,211.7065,212.061,215.8839,207.2702,204.4823,208.4135,209.0868,213.7686,219.1162,235.7522,264.2551
1C,4,142.5446,142.9577,144.3284,142.3762,146.2243,150.1354,154.2187,162.9321,178.9576,188.9792,214.3697
1C,6,229.4693,225.8452,221.8984,221.6956,219.5306,218.3775,219.8479,226.2134,236.3211,251.8004,265.3448
1C,1,190.2785,191.407,192.3889,194.3559,196.6139,198.4391,198.1636,198.2968,205.2706,207.4031,209.3425
1C,3,224.5691,223.4719,222.6056,224.722,226.3795,228.0132,225.2652,232.1663,245.8874,259.6044,284.8442
1C,3,215.2235,218.3531,211.5167,216.1953,221.7064,233.2126,231.9095,232.672,236.074,239.6704,262.6668
1C,5,189.0032,188.9713,186.3778,182.1835,180.5034,182.9505,192.0991,202.6644,220.9918,229.7677,258.4089
1C,4,221.8969,220.9944,217.0461,213.0082,213.2328,213.7405,216.8284,222.039,228.1168,241.0491,254.4564
1C,8,244.4896,235.1717,231.095,219.5708,220.113,221.3368,224.1563,213.5704,223.4846,243.1017,259.3755
1C,5,184.7226,177.3549,178.1031,177.3298,175.1424,177.3764,178.5647,188.5373,197.7135,213.5961,238.0466
1C,2,146.8276,145.216,146.5173,148.6172,149.8826,150.3484,155.1828,157.7429,166.8454,170.1858,200.6329
1C,2,142.4209,141.7149,143.7557,143.9671,144.7809,149.1218,155.0879,163.1062,182.0037,192.2743,218.7794
1C,5,191.2019,190.4915,192.6951,189.6723,189.0815,191.9929,197.0214,205.3996,220.9962,226.2488,238.5343
1C,1,201.2147,209.6234,203.2341,203.5219,203.4196,206.5534,209.619,214.3914,230.5162,238.4356,255.8201
1C,3,196.7572,197.8344,194.7263,195.9776,198.0071,203.9965,211.4787,216.1622,220.3906,234.0758,255.5916
1C,4,197.4238,193.5365,192.0944,192.0668,193.5185,198.9988,204.6595,213.3692,226.1835,228.9782,257.0804
1C,5,205.4556,207.1885,205.4915,205.1286,205.0475,206.7726,213.3863,222.2018,238.9515,250.8007,281.5608
1C,8,218.1405,212.1289,213.8702,210.5958,210.1072,208.041,210.7977,207.5385,221.1677,233.7353,255.4255
1C,4,196.0728,199.5751,197.5384,193.8607,202.3522,197.4976,201.2086,210.5618,219.4231,225.8621,255.3104
1C,4,215.6682,210.6099,206.3574,202.4016,202.5571,202.7092,205.7541,205.5205,212.1775,223.5094,228.6387
1C,5,209.8706,202.1802,195.211,193.7745,192.7581,199.2657,201.0138,205.9193,214.314,222.0545,257.2635
1C,7,231.1461,235.0514,227.4266,219.9605,214.7298,218.4336,213.9349,221.3094,231.8304,240.8834,255.3218
1C,2,128.0719,127.3934,128.9405,131.5559,134.9073,137.5169,141.4158,144.7946,158.3336,166.3275,177.5238
1C,2,133.4516,133.2488,135.4582,137.6029,135.678,136.918,141.165,144.1721,152.5617,154.8357,164.0116
1C,3,153.5389,149.5917,143.6954,148.2832,150.4073,158.8418,169.4287,178.5329,196.6959,208.8531,230.7217
1C,5,235.0358,235.5624,230.4853,223.1829,223.0219,224.4233,225.761,235.456,244.7004,259.9693,279.3362
1C,3,144.368,141.468,138.694,141.8776,148.9374,149.4627,157.0242,165.3234,177.8352,189.5329,203.2824
1C,1,183.7687,187.5069,189.0731,187.9483,190.6384,197.15,198.9828,210.0625,226.3017,238.4317,260.5141
1C,1,195.1469,198.8821,198.8486,199.2231,205.3612,209.7892,210.3529,218.9406,230.5335,238.8382,264.4006
1C,1,131.813,134.4249,137.2906,135.682,142.5795,145.1533,150.855,156.3381,176.9041,201.732,214.9684
1C,1,171.2162,173.3489,175.1021,173.9689,173.0567,171.8191,179.4793,184.6207,207.0671,213.1278,230.8425
1C,1,139.1611,143.5988,146.3765,151.358,154.8772,156.0328,159.5457,164.5885,174.1164,185.7405,193.1101
1C,2,149.7556,146.6572,149.0841,150.5531,151.8738,153.8258,157.0889,164.1769,172.9484,192.9428,198.7118
1C,2,208.0556,207.5501,209.5778,210.0918,211.204,212.2418,217.2094,220.0962,245.3246,262.1177,278.8272
1C,4,151.911,150.5951,148.9513,148.4751,148.7567,154.6719,164.8419,176.5579,194.9025,208.4229,231.9621
1C,3,132.2307,129.2754,129.0564,130.4865,136.5447,139.5624,144.3682,156.3364,167.7202,186.1365,205.2858
1C,5,196.6424,187.9261,181.4647,181.8232,178.483,181.2865,185.8705,193.1826,204.8321,219.8936,240.7396
1C,1,189.7206,197.4978,195.8706,198.6552,206.1389,208.2547,215.6739,216.5396,218.6949,244.775,254.0802
1C,6,151.2729,144.9299,149.8472,145.3718,143.0619,142.7907,153.8125,163.6439,183.9518,197.3573,213.9913
1C,1,182.3088,184.6289,186.6433,199.2036,202.9073,204.4263,209.499,216.9086,221.1518,234.6436,263.2892
1C,7,215.3509,209.9511,206.6703,208.6881,209.0154,205.3546,199.5627,201.4969,206.2144,220.6932,231.1831
1C,3,148.503,144.3869,141.4683,142.7452,147.6957,151.6865,159.6918,165.686,181.9192,199.3524,221.2733
1C,5,216.9751,215.5702,215.6722,224.0237,215.0051,216.3621,227.1361,229.1849,222.7123,226.6188,267.2642
1C,3,188.821,179.0194,178.1393,178.3493,180.4066,183.336,188.7111,189.7345,193.9773,202.0404,216.0488
1C,5,217.3561,213.5534,212.6923,211.6019,207.2784,210.3265,213.3502,223.0863,232.017,249.6061,271.1542
