Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,4,1486.6414,1472.6636,1478.801,1463.0909,1512.396,1510.919,1569.9831,1602.03,1621.1044,1642.2078,1651.8883
1C,3,1391.8515,1393.3908,1384.6552,1414.9708,1468.363,1487.5457,1521.759,1552.0221,1570.317,1604.7808,1631.7776
1C,2,916.9191,898.7374,907.4076,917.992,944.2161,963.7844,984.9685,981.3527,993.5505,1009.6813,1022.4977
1C,4,1630.0467,1620.1599,1576.1851,1569.9222,1604.1506,1609.5924,1638.3405,1668.68,1698.7327,1734.3991,1756.7363
1C,3,1610.5119,1620.5864,1607.1795,1633.5915,1628.3745,1666.5847,1662.4826,1667.2198,1680.6165,1698.0918,1719.8014
1C,3,1553.3321,1534.3883,1524.9435,1557.8738,1565.6278,1592.9975,1574.8464,1580.6739,1587.6182,1611.3948,1624.2212
1C,2,1179.5458,1160.1148,1162.1755,1179.8712,1185.8588,1216.1219,1234.2551,1215.6588,1240.2927,1273.8704,1292.9929
1C,3,933.6142,938.3234,925.2935,972.9732,1023.047,1001.51,1071.862,1078.3649,1078.673,1094.1251,1090.7375
1C,1,1327.4568,1328.1241,1353.4756,1364.6477,1377.8861,1420.0122,1460.0402,1492.5418,1526.7037,1545.8468,1547.0314
1C,1,1286.303,1305.0536,1288.0564,1305.078,1329.9656,1327.488,1395.8387,1427.8924,1444.5586,1478.0441,1484.9339
1C,3,1646.8796,1631.9883,1624.5009,1625.5893,1645.3454,1651.3241,1642.3363,1655.4101,1648.8572,1685.3651,1693.6475
1C,4,1554.4201,1532.2115,1535.599,1527.8275,1551.2439,1572.3377,1614.8416,1619.2304,1638.4472,1653.5175,1682.778
1C,3,1698.7081,1677.7974,1663.9762,1725.649,1744.2427,1748.4769,1762.5212,1785.1887,1813.5504,1849.5153,1856.0744
1C,2,1371.0174,1326.2029,1342.7473,1349.0967,1355.5292,1378.7108,1424.324,1446.4946,1469.3641,1485.6055,1495.7593
1C,7,1451.5079,1426.3202,1390.2209,1395.158,1411.0306,1401.8702,1389.9189,1396.5472,1397.9276,1429.4131,1443.7549
1C,2,1590.5643,1528.0258,1539.3861,1585.803,1590.8987,1590.6185,1617.7836,1633.4223,1646.0725,1664.7176,1670.273
