Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,7,1843.3936,1840.1413,1838.132,1840.0514,1843.2315,1807.5382,1801.1991,1815.7452,1841.2206,1872.2415,1895.1593
1C,5,1609.9119,1597.3862,1592.7309,1587.6513,1583.2404,1586.2735,1587.5421,1594.8297,1610.8929,1650.2306,1676.0511
1C,6,1631.3013,1635.8521,1633.2117,1634.3454,1627.5397,1619.7059,1621.1754,1631.7277,1655.665,1677.0011,1710.3515
1C,6,1985.6086,1965.5955,1946.5307,1944.9939,1910.5707,1901.592,1901.8276,1920.399,1952.8319,2001.9222,2052.9482
1C,2,1801.4526,1796.8873,1810.397,1804.7292,1845.5747,1815.6978,1835.1263,1845.2404,1863.4257,1888.0348,1925.2551
1C,3,1784.874,1779.4312,1778.2249,1779.7023,1781.8219,1794.2363,1787.7886,1796.183,1814.292,1848.8777,1878.8684
1C,7,1921.1877,1898.0968,1875.2431,1864.939,1838.0419,1814.2054,1805.2285,1820.7024,1847.4103,1877.7882,1918.0745
1C,4,1657.1398,1643.7581,1641.5438,1641.0583,1653.6334,1652.8594,1646.5535,1667.1541,1697.3625,1747.3444,1777.2271
1C,4,1929.3091,1920.1722,1909.9439,1879.8805,1903.4139,1884.8725,1895.1603,1905.4506,1928.0131,1950.5342,1976.1974
1C,7,1922.9792,1903.3766,1900.3458,1902.271,1891.6292,1901.2366,1880.7494,1881.5546,1898.4804,1934.436,1953.0986
1C,6,1776.7065,1786.9032,1769.9632,1766.6556,1756.6652,1752.0533,1753.577,1758.4074,1780.2422,1817.5407,1841.512
1C,3,2012.3583,1991.1629,1984.3219,1999.4287,2012.5844,2020.3319,2036.7414,2051.7989,2082.8644,2123.2893,2179.351
1C,2,1791.7236,1780.36,1781.2168,1787.0636,1800.5428,1808.7266,1820.9713,1836.0359,1865.9381,1902.994,1941.9553
1C,2,1380.8847,1361.2514,1373.8459,1362.2678,1374.3761,1383.6592,1407.9964,1425.7704,1444.0527,1504.3585,1545.0187
1C,5,1918.9278,1923.3941,1915.0301,1908.958,1903.0835,1906.1469,1904.7249,1911.449,1942.2197,1980.0573,2027.4295
1C,2,1553.0525,1545.0054,1561.6918,1561.8636,1587.0165,1579.7599,1604.4896,1620.2355,1641.7025,1682.9181,1722.1398
1C,4,1704.6658,1692.207,1683.7165,1665.0219,1671.5335,1673.289,1677.7545,1690.9736,1728.475,1760.7292,1804.1577
1C,4,1393.2562,1373.9703,1376.4822,1371.5955,1377.9337,1387.9114,1407.1875,1428.2392,1468.991,1515.9765,1562.5421
1C,7,1972.2694,1942.0975,1954.1113,1929.7264,1921.9597,1902.6444,1900.6892,1910.3328,1936.6852,1966.4107,2008.0181
1C,2,1692.7002,1691.0495,1701.8064,1693.3106,1702.2689,1693.4817,1710.3987,1718.3185,1740.9011,1769.9921,1824.4408
1C,4,1792.681,1796.4972,1800.4571,1759.1725,1763.704,1766.1499,1799.7227,1809.8106,1828.9133,1862.064,1894.1627
1C,2,1999.5848,1991.6532,2007.0513,2003.1727,2012.6583,2007.7037,2011.4137,2019.1224,2045.2569,2095.4009,2139.9065
1C,5,1759.0725,1753.7676,1755.9063,1754.5049,1753.4469,1766.1556,1773.3071,1787.0462,1812.3975,1838.5869,1863.0821
1C,5,1762.3648,1759.3317,1747.6135,1750.2702,1739.2851,1746.5054,1739.4263,1748.4384,1763.8601,1797.2729,1822.2006
1C,3,1911.3776,1875.6893,1872.5309,1878.6289,1885.11,1882.132,1888.1489,1894.2948,1909.9974,1930.4483,1970.4923
1C,6,1844.4721,1823.5842,1815.818,1794.6102,1811.3672,1775.1867,1781.4865,1790.7877,1821.8322,1853.7274,1879.714
1C,5,1796.0519,1778.4594,1756.2228,1769.7244,1756.0342,1761.0036,1767.2441,1779.7611,1809.2922,1849.7863,1894.7316
1C,3,1706.2997,1691.8348,1679.0812,1689.844,1687.9977,1694.6052,1691.9669,1700.9726,1721.391,1768.5291,1792.6976
1C,7,1851.6222,1851.9277,1820.7851,1796.2408,1768.3913,1764.4182,1755.731,1761.6489,1788.0276,1818.2208,1859.0749
1C,7,1948.1868,1928.1977,1917.3216,1918.7946,1917.5259,1883.9005,1882.7541,1892.1546,1913.6672,1951.4697,1974.1109
1C,6,1813.2974,1783.725,1778.7826,1776.5449,1786.0646,1761.089,1762.1726,1775.1295,1800.1186,1816.1506,1845.8527
1C,4,1625.3628,1595.0739,1591.0066,1578.594,1614.3763,1580.3832,1602.479,1617.8482,1642.158,1656.3194,1684.3131
1C,7,1670.9952,1667.0737,1640.7835,1623.8445,1616.3603,1601.7541,1595.5871,1596.3738,1614.4785,1655.4955,1691.3991
1C,2,1921.4019,1910.9613,1918.3105,1918.5153,1927.0032,1926.9304,1927.9807,1941.9406,1961.2832,1996.1182,2028.3634
1C,6,1700.3096,1676.5451,1679.4995,1652.1696,1651.3202,1636.4725,1643.662,1649.7598,1685.5035,1722.3492,1765.3294
1C,2,1940.8837,1936.8171,1949.4294,1949.1688,1969.5488,1977.9706,1993.7085,2008.501,2041.3359,2095.444,2134.2836
1C,6,1574.3245,1551.6056,1559.6184,1553.6496,1554.0228,1549.2996,1561.7048,1573.3871,1591.9365,1613.8981,1623.5279
1C,4,1791.906,1785.5817,1771.8552,1752.1232,1776.7535,1761.1107,1776.0495,1787.0563,1802.8301,1822.3142,1838.0001
1C,8,1660.0989,1658.9425,1655.3939,1641.7162,1626.0771,1627.347,1623.559,1622.7018,1637.7531,1668.1877,1684.0549
1C,2,1631.5413,1630.895,1641.4827,1661.5158,1678.0038,1690.5567,1704.1625,1721.4993,1752.6417,1790.4706,1836.42
1C,4,1756.1588,1731.7813,1722.5165,1714.3692,1717.6057,1718.2731,1729.7146,1736.9527,1762.3802,1813.5535,1856.9435
1C,5,1712.3295,1718.7718,1718.5546,1717.2338,1706.2339,1709.2192,1715.6394,1726.4953,1744.1613,1770.5693,1801.1865
1C,7,1768.6753,1752.1102,1748.7169,1729.9188,1717.6772,1722.6907,1717.5783,1724.4646,1763.5656,1795.903,1819.1042
1C,7,1852.3243,1837.1417,1841.1166,1851.8058,1832.4455,1824.8865,1803.615,1810.6056,1827.8923,1851.3699,1884.0192
1C,7,1622.4369,1608.887,1591.6722,1590.1602,1586.7578,1585.2906,1579.6345,1586.5803,1598.7453,1638.297,1665.5505
1C,4,2036.702,2043.7144,2039.7348,2032.8666,2032.8929,2045.9694,2045.6744,2053.4933,2061.7566,2103.8396,2135.3055
1C,7,2092.7011,2092.4109,2089.0195,2056.4581,2034.9249,2024.6344,2018.6455,2025.0877,2050.9143,2083.5635,2118.6629
1C,7,1886.5189,1890.5438,1889.3946,1878.275,1865.0979,1861.5647,1842.1442,1846.521,1863.337,1879.7501,1906.6734
1C,4,1799.889,1796.536,1798.8226,1792.556,1840.0718,1796.3082,1809.7191,1828.0644,1859.7165,1902.8931,1929.8978
1C,5,1819.2071,1813.2392,1805.1617,1779.0388,1768.2923,1772.4837,1770.3925,1772.9703,1788.8736,1826.9357,1856.7108
1C,7,1578.5697,1549.0245,1547.808,1528.9337,1518.1252,1513.884,1513.1441,1517.5453,1535.1,1567.8314,1625.6387
1C,6,1950.2277,1954.1296,1951.1073,1957.7224,1956.0868,1941.7331,1948.7028,1957.7345,1979.6478,2012.2421,2047.8291
1C,3,1957.0337,1970.089,1937.232,1961.3151,1988.7983,1978.5255,1994.8029,2013.2028,2046.4063,2078.3855,2127.4583
1C,7,1955.4987,1958.9221,1963.66,1941.1585,1931.835,1916.7282,1915.3621,1927.3445,1965.7279,2003.2703,2044.5272
1C,4,1726.5663,1729.7146,1724.311,1698.3493,1715.5056,1711.9167,1719.0369,1734.0541,1759.3884,1790.6686,1818.2872
1C,7,1868.1228,1862.8193,1852.2476,1842.1546,1823.6857,1829.6507,1821.618,1824.297,1834.2309,1863.9522,1873.6254
1C,2,1696.041,1695.1535,1704.4351,1712.132,1725.071,1735.842,1753.2727,1772.6903,1805.9695,1838.5059,1871.9663
1C,3,1977.9597,1970.3553,1967.4043,1970.5414,1973.4495,1975.4856,1994.1317,2005.0088,2032.5456,2073.1206,2113.8642
1C,3,1645.7619,1632.8726,1624.7456,1644.5508,1669.799,1665.492,1678.0586,1690.3181,1720.1934,1756.2262,1818.406
1C,1,1554.1932,1567.6162,1579.3721,1596.676,1617.769,1623.2538,1633.5703,1645.9844,1678.7465,1722.6197,1766.5173
1C,2,1624.3354,1620.2503,1626.6555,1648.5582,1648.8712,1645.4054,1639.0903,1651.7967,1669.9837,1695.9001,1714.9372
1C,2,1528.739,1504.7421,1513.4427,1525.4289,1512.8945,1524.8059,1524.0994,1533.4468,1550.7657,1595.2459,1624.9744
1C,6,1982.2018,1981.6461,1981.2565,1974.008,1976.8861,1969.5326,1977.7013,1987.659,2009.5591,2046.3027,2089.283
1C,4,1732.3778,1733.8367,1731.3964,1728.8793,1743.9049,1736.569,1741.5623,1757.1982,1779.4715,1816.3828,1847.4435
1C,6,1815.4441,1813.6888,1810.2011,1800.6545,1799.0994,1787.897,1789.3217,1797.0269,1817.7689,1839.9428,1870.6754
1C,3,1891.5991,1893.2887,1891.0996,1903.896,1907.4475,1893.0007,1907.0851,1924.5122,1936.4378,1974.5886,2009.9006
1C,5,1964.2741,1951.1975,1928.1288,1938.2901,1918.7168,1934.1574,1924.298,1925.7804,1939.2998,1972.9612,1997.1665
1C,7,1856.2848,1839.8439,1845.9026,1822.8539,1820.7752,1814.6883,1808.276,1815.8767,1828.5012,1867.9012,1894.8943
1C,7,1840.4362,1842.7313,1842.8454,1846.4304,1840.0659,1846.4406,1839.7231,1852.4534,1868.059,1889.1122,1908.0254
1C,5,2097.489,2083.42,2067.6067,2069.8896,2045.5062,2054.6356,2051.5564,2066.928,2086.9662,2127.9083,2167.0685
1C,4,1899.793,1883.2667,1912.9051,1879.3975,1915.214,1885.4652,1892.331,1904.9587,1945.1478,1973.9976,2015.1456
1C,7,1524.7301,1525.1418,1531.4605,1538.4414,1520.5283,1520.1113,1511.2395,1518.146,1543.4736,1574.452,1610.9014
1C,4,1643.9717,1641.9363,1632.6921,1629.9964,1668.6879,1641.8036,1665.188,1676.0449,1699.2578,1737.4306,1761.7086
1C,6,1766.9629,1752.4672,1732.9278,1709.2034,1718.9007,1684.7044,1700.385,1705.7372,1732.8837,1768.2804,1798.7953
1C,3,1454.4096,1453.9405,1451.7144,1465.4112,1479.0073,1488.9972,1474.8867,1484.8031,1499.2787,1539.8171,1564.8253
1C,2,1722.036,1717.0043,1728.294,1727.094,1726.4952,1730.5164,1732.6055,1748.5077,1779.8083,1827.7264,1856.1063
1C,2,1269.254,1266.0058,1281.4198,1269.7631,1284.4252,1282.533,1301.4708,1317.1562,1341.6975,1381.1564,1400.0089
1C,5,1927.7681,1887.7508,1880.0359,1886.4597,1866.8932,1870.7365,1868.8778,1872.5933,1890.8633,1926.2621,1956.0375
1C,3,1810.2818,1793.5538,1789.2046,1807.9977,1811.505,1813.0614,1808.7694,1822.1028,1839.5434,1869.5657,1903.7397
1C,7,2082.7079,2066.0285,2046.4161,2024.6786,2021.7811,2014.514,2010.5119,2020.6111,2039.004,2066.9709,2093.2311
1C,7,1802.5406,1791.715,1784.5829,1759.9967,1732.4009,1719.7466,1711.6906,1718.3078,1744.9264,1785.2953,1834.1923
1C,6,1960.8361,1966.0445,1961.8028,1965.6207,1976.3747,1957.2809,1968.141,1980.9774,2005.9066,2056.1567,2107.9215
1C,6,1939.8786,1921.8791,1898.1691,1876.7017,1859.0275,1853.617,1869.9079,1879.861,1904.7017,1936.0554,1974.8772
1C,6,1802.2251,1803.1926,1788.6747,1798.4571,1786.523,1770.8585,1779.3337,1792.1334,1803.6812,1828.8611,1847.8681
1C,7,1650.1768,1640.7665,1637.5777,1645.7016,1643.0126,1635.7557,1631.0047,1636.0289,1652.5305,1673.5336,1705.7331
1C,4,1832.7848,1828.5451,1833.238,1816.7144,1833.1759,1828.2046,1830.8907,1841.5388,1853.4355,1866.8441,1893.1947
1C,7,1982.0898,1990.5723,1985.2285,1993.7473,1986.5884,1967.2079,1961.3348,1967.3459,1984.0821,2022.218,2048.2179
1C,7,2092.9633,2084.1608,2077.0983,2079.3107,2067.0546,2049.6609,2026.4486,2032.8473,2048.9936,2082.8082,2114.0708
1C,3,1966.963,1949.6138,1942.0875,1959.3703,1951.2666,1958.6507,1966.7188,1980.8575,2007.2682,2038.5199,2073.149
1C,7,1827.0024,1801.8102,1790.6964,1789.128,1785.0752,1774.6059,1767.6706,1770.8286,1786.7973,1821.7359,1847.5956
1C,7,2021.0841,2001.3234,1980.1097,1983.8973,2000.1093,2001.736,1978.1124,1987.2602,2010.7478,2048.5708,2093.6437
1C,4,1617.3447,1602.5553,1602.7417,1575.4841,1600.6889,1585.3054,1597.5898,1609.4946,1625.9422,1670.3467,1691.1541
1C,6,1952.3612,1908.6076,1908.2037,1899.0485,1907.3806,1885.9989,1886.7847,1893.0413,1921.6847,1944.6436,1978.8504
1C,7,1781.8788,1779.2566,1759.9953,1730.5915,1721.1063,1720.0376,1717.4866,1729.4604,1755.0943,1787.577,1815.4192
1C,6,1965.2131,1939.2549,1921.3144,1901.4232,1891.1885,1881.4696,1884.3436,1888.8826,1912.5732,1941.7676,1971.4905
1C,4,1491.0597,1492.8952,1492.4185,1490.4841,1493.106,1507.7499,1521.9483,1537.3173,1566.6736,1613.0636,1644.4702
