Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,5,2611.6215,2642.3459,2546.0031,2509.91,2480.4106,2492.8528,2485.484,2482.1211,2488.8642,2554.3107,2660.4876
1C,5,1901.3774,1883.5871,1859.5416,1840.2278,1832.846,1899.3692,1880.6467,1881.0116,1887.3345,1920.5384,2020.5094
1C,8,2581.2806,2550.1124,2491.2664,2460.4842,2451.5843,2463.0088,2423.5515,2416.2353,2419.8987,2478.2668,2580.1055
1C,3,2473.8981,2492.5371,2395.7704,2424.8124,2450.4036,2470.3259,2442.7232,2450.229,2435.3439,2476.3461,2583.7923
1C,4,2250.4781,2307.7197,2241.6211,2237.6533,2259.141,2271.075,2317.0221,2337.1159,2358.495,2407.6012,2498.7126
1C,7,2756.3075,2735.9394,2605.7294,2532.5529,2517.9466,2510.5841,2486.8269,2496.2797,2498.6904,2530.1577,2598.1674
1C,4,2535.8943,2525.5549,2454.4895,2419.548,2450.4174,2442.81,2455.8775,2426.1545,2457.7759,2510.0724,2581.2831
1C,1,1367.1764,1372.3623,1389.1074,1425.1297,1459.8744,1512.085,1547.6662,1605.4921,1629.3756,1682.51,1807.4283
1C,4,2100.7051,2058.629,2049.1927,1999.1832,2020.079,2047.719,2024.2462,2051.1125,2011.4422,2089.0107,2181.4882
1C,9,2330.9075,2305.6999,2348.5932,2253.7803,2241.7677,2235.0213,2179.3184,2138.5263,2130.6579,2167.2962,2223.5823
1C,8,2204.4137,2214.28,2216.8104,2164.7604,2133.7292,2125.4916,2104.3047,2102.1825,2106.1419,2134.6098,2203.9907
1C,7,2311.7588,2285.2728,2274.2958,2261.4759,2263.9965,2287.8462,2229.6197,2231.8286,2250.1032,2302.294,2416.0362
1C,4,2136.3418,2141.5833,2109.3739,2056.8884,2089.2075,2127.1044,2146.4789,2169.2648,2156.3356,2203.8261,2329.3199
1C,9,2633.7297,2704.7614,2624.3655,2620.7625,2626.3672,2617.4126,2558.6747,2548.7356,2525.7769,2573.5273,2697.0444
1C,5,2485.3668,2442.8619,2347.8908,2270.9928,2254.1465,2276.6634,2264.6191,2274.5826,2276.1258,2306.8714,2370.4683
1C,5,1636.4569,1681.7919,1646.2566,1629.1196,1625.6404,1648.0141,1639.1698,1651.8055,1674.1906,1730.4615,1866.7357
1C,7,2004.7589,1998.8926,1993.8999,1920.1755,1932.8611,1925.7741,1896.8536,1909.4105,1906.1526,1948.9734,2072.0372
1C,4,1809.7656,1760.1254,1746.7733,1705.428,1712.5741,1755.2461,1762.9125,1793.7296,1812.4172,1880.4808,1955.1592
1C,8,2448.5214,2498.3771,2504.6194,2475.9624,2490.5768,2468.4105,2455.6258,2440.5824,2442.9629,2485.3533,2588.77
