Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,7,3254.274,3157.4293,3161.0027,3132.9803,3119.7105,3108.2184,2976.3075,3230.7712,3132.3126,3054.8448,3010.3428
1C,11,3553.9667,3550.78,3576.8813,3683.3597,3622.1223,3811.8751,3731.7207,3675.0081,3682.6488,3768.3338,3511.0621
1C,10,3919.0113,3821.3832,4011.5791,4110.069,4033.2491,3869.5567,3809.5373,3740.8459,3747.294,3703.8107,3707.4273
1C,7,3879.2274,3831.2167,3822.6224,3778.5989,3836.7012,3863.7498,3639.9981,3930.2085,3908.4469,3842.9555,3854.5757
1C,1,2416.1582,2522.3203,2523.6358,2654.5212,2657.0862,2660.4732,2707.7738,2674.4507,2693.7917,2676.047,2695.8314
1C,3,2877.2031,2733.6037,2617.739,2638.8114,2755.471,2861.8026,2748.4521,2726.6628,2677.0274,2715.8846,2652.2873
1C,1,3568.7749,3630.4679,3714.9606,3941.2319,3853.8323,3938.2084,3815.8537,3993.6395,3947.4555,3814.9165,3863.6476
1C,11,3463.9335,3346.7554,3366.9822,3426.4317,3411.2442,3531.7618,3524.6663,3270.6417,3184.9359,3150.4841,3058.2204
1C,1,3188.6755,3217.5444,3327.5747,3261.1184,3279.5784,3438.5419,3386.681,3654.6372,3745.4799,3556.1807,3659.9097
1C,11,2913.9736,2842.4339,2841.2729,2774.6185,2817.9947,2759.2527,2766.0118,2782.1734,2725.6029,2688.1081,2626.2142
1C,11,3821.2999,4054.0866,4073.8243,4332.3628,4463.8765,4133.9215,3746.0588,3796.9543,3853.3078,3999.0086,3727.3022
1C,11,3654.7697,3552.6761,3616.1408,3625.1597,3543.1661,3517.8251,3580.7776,3392.9487,3442.473,3266.1766,3245.8814
1C,6,3648.7827,3585.7874,3484.2487,3587.4098,3473.6742,3392.098,3495.6808,3746.5397,3905.2486,3786.6318,3896.5368
1C,4,3836.3174,3922.5864,3929.6329,3817.761,3954.4524,3897.5328,3984.6567,3883.4473,3936.1344,3983.5416,4104.656
