0,1,2,3
016-ER18,5612.1287128712875,7742.849234507623,Validation
032-ER18,1384.257425742574,-1875.8153192409663,Validation
040-ER18,1649.248120300752,1754.6836320595467,Validation
058-ER18,7328.877805486284,10825.113786469548,Validation
065-ER18,11911.471321695759,9995.700765013346,Validation
078-ER18,13656.46766169154,9471.965511893708,Validation
079-ER18,16521.48148148148,9123.68950934663,Validation
080-ER18,10489.08188585608,8771.369103590987,Validation
084-ER18,12620.959595959597,10230.025584244344,Validation
092-ER18,8690.7881773399,7384.176217247856,Validation
096-ER18,1406.1481481481478,2260.0057035258287,Validation
117-ER18,976.0447761194034,-27.798903773142957,Validation
120-ER18,2015.746835443038,2975.5774903547845,Validation
171-ER18,7661.6161616161635,8668.488735932246,Validation
174-ER18,5469.0886075949375,10049.819444965135,Validation
177-ER18,1062.4619289340103,2105.3955378491264,Validation
179-ER18,988.5786802030456,2042.2623865961898,Validation
180-ER18,4049.9002493765583,15415.895524550062,Validation
200-ER18,8789.24623115578,11601.959061429909,Validation
214-ER18,7117.76649746193,9298.069490966824,Validation
218-ER18,9898.134328358208,9593.557136318748,Validation
224-ER18,7901.910669975186,8427.043454730388,Validation
226-ER18,6881.925925925926,7774.094342255354,Validation
229-ER18,6613.8383838383825,10010.471787578732,Validation
236-ER18,7699.002493765586,8942.557172851986,Validation
276-ER18,7318.653366583541,12085.212287459595,Validation
278-ER18,13166.915422885571,9220.750898629485,Validation
296-ER18,1495.2345679012344,2231.2023352367687,Validation
299-ER18,2235.3282828282827,706.3887151385238,Validation
309-ER18,3265.827160493827,7132.078219235002,Validation
331-ER18,2407.4623115577883,3710.229715900355,Validation
347-ER18,9864.661654135338,8900.726692559983,Validation
371-ER18,14106.435643564355,10330.870278720366,Validation
373-ER18,34394.444444444445,21436.45038296563,Validation
402-ER18,1103.4567901234568,2281.0444951908166,Validation
405-ER18,6324.123456790123,8993.426395036833,Validation
414-ER18,6021.432098765435,8782.728607242883,Validation
416-ER18,6442.418952618455,7937.133395711746,Validation
476-ER18,3073.4814814814804,2794.5409572626545,Validation
001-ER18,6634.357682619649,7659.992267627647,Calibration
002-ER18,6142.770780856425,7200.174403166253,Calibration
003-ER18,6435.35175879397,7537.919245906902,Calibration
004-ER18,6986.565656565655,6675.662259068136,Calibration
005-ER18,8351.432160804019,7155.064989273946,Calibration
006-ER18,11810.447761194033,8496.80804826069,Calibration
007-ER18,11845.591939546599,9295.590709798882,Calibration
008-ER18,17025.25,8812.811814203742,Calibration
009-ER18,15416.414141414141,8937.364832384075,Calibration
010-ER18,9195.417721518988,9340.711256235692,Calibration
011-ER18,5990.8955223880575,7925.4332179052,Calibration
012-ER18,8655.555555555555,9108.526251133124,Calibration
013-ER18,8693.012345679012,7319.722264136537,Calibration
015-ER18,8205.061728395061,8349.494839901075,Calibration
017-ER18,8820.049261083743,8961.144033155113,Calibration
018-ER18,8040.04938271605,5965.123381057943,Calibration
019-ER18,6456.74074074074,8030.668056874303,Calibration
020-ER18,1402.5247524752474,3377.7466157983176,Calibration
021-ER18,6523.9447236180895,6015.719519809674,Calibration
022-ER18,7412.015113350126,5677.905533861616,Calibration
024-ER18,10093.712871287127,6021.328533594526,Calibration
027-ER18,5501.9354838709705,4971.117103697878,Calibration
028-ER18,5958.7344913151355,4800.438910201599,Calibration
029-ER18,5717.336683417087,5130.323752516095,Calibration
031-ER18,1620.8128078817736,3206.862429280133,Calibration
035-ER18,3230.02487562189,2314.564256736468,Calibration
036-ER18,1692.7722772277227,3646.524176533853,Calibration
038-ER18,1917.741935483871,2297.5922219829686,Calibration
039-ER18,1759.0322580645168,2947.8379912934447,Calibration
041-ER18,1457.7777777777774,1380.9701347021503,Calibration
043-ER18,1552.2885572139305,1877.2494198097038,Calibration
044-ER18,10500.498753117206,12153.057968217545,Calibration
045-ER18,5780.594059405941,7826.240154985338,Calibration
046-ER18,8802.282878411908,12054.621732145955,Calibration
047-ER18,8523.152709359605,8365.945660085781,Calibration
048-ER18,7035.640394088669,9549.277084816262,Calibration
050-ER18,9161.414392059554,8780.015733135486,Calibration
051-ER18,10503.712871287127,9472.898094128323,Calibration
052-ER18,8760.198019801981,7069.025632313365,Calibration
053-ER18,5228.015075376885,9251.47154397433,Calibration
054-ER18,10298.784810126584,12101.600165526834,Calibration
055-ER18,6853.580246913579,6276.251950173624,Calibration
056-ER18,9878.564356435645,8979.257356095652,Calibration
062-ER18,4733.45,5048.941511908841,Calibration
067-ER18,6561.019900497511,7619.0910096865555,Calibration
069-ER18,6950.621890547263,10298.193094473012,Calibration
071-ER18,8508.020304568528,7684.188992829091,Calibration
072-ER18,8288.952618453863,6616.528090643784,Calibration
073-ER18,8715.806451612905,6462.495626850054,Calibration
074-ER18,11895.061728395061,7027.87872152761,Calibration
075-ER18,8951.160493827161,7852.59194255757,Calibration
076-ER18,10331.592039800997,9018.493539719973,Calibration
077-ER18,11105.025125628139,9979.70722675044,Calibration
081-ER18,10473.164556962023,10299.706458139699,Calibration
082-ER18,9942.244389027432,8810.352811057193,Calibration
083-ER18,6582.271604938272,8268.373523424023,Calibration
086-ER18,5706.175,9752.79760744665,Calibration
089-ER18,6107.481481481482,7107.545118950147,Calibration
093-ER18,6461.315136476428,11152.226481913356,Calibration
094-ER18,3292.1481481481483,3772.9953158672047,Calibration
095-ER18,1107.2029702970299,2492.619371663212,Calibration
098-ER18,1504.6798029556642,1356.7784502788957,Calibration
099-ER18,1480.4433497536945,3381.3408769460348,Calibration
100-ER18,1748.5891089108914,1777.9158297899894,Calibration
101-ER18,1781.3793103448277,1367.9394019063238,Calibration
104-ER18,5697.164179104478,5770.871711285814,Calibration
105-ER18,9233.647642679902,8162.806627105107,Calibration
106-ER18,7763.679012345678,6781.760614513587,Calibration
107-ER18,4465.70351758794,8997.025873779538,Calibration
108-ER18,3180.8564231738037,5553.094744382513,Calibration
109-ER18,4815.710723192019,6333.450247806337,Calibration
110-ER18,6963.91089108911,11383.948536708645,Calibration
114-ER18,1256.3861386138615,1383.4953351817746,Calibration
115-ER18,1360.7848101265818,2540.3937434954805,Calibration
116-ER18,1431.4392059553354,1449.963019653858,Calibration
119-ER18,929.4014962593517,5527.7833685865335,Calibration
121-ER18,1052.0947630922687,1382.5784153914258,Calibration
124-ER18,953.9401496259351,-294.12973075561183,Calibration
125-ER18,689.8250000000003,-1601.7351280821638,Calibration
126-ER18,1261.6957605985037,1176.8038259554623,Calibration
127-ER18,1113.7468354430378,-132.33332049749637,Calibration
131-ER18,1200.1256281407034,1852.380940287172,Calibration
134-ER18,5484.010152284264,7530.743024956639,Calibration
135-ER18,7079.471032745592,5173.468171704844,Calibration
140-ER18,7289.2288557213915,8237.957747732667,Calibration
144-ER18,11490.379746835442,8884.968685402157,Calibration
145-ER18,11556.423173803523,8402.55602370511,Calibration
146-ER18,10137.25,8200.527505073609,Calibration
147-ER18,12640.806045340049,9248.064990632149,Calibration
148-ER18,9906.791979949876,9085.032618975674,Calibration
149-ER18,7701.629072681707,7917.29254584515,Calibration
150-ER18,8939.242424242426,8031.590270651926,Calibration
151-ER18,10172.798982188297,9164.769501039787,Calibration
152-ER18,9337.385786802033,7982.348325233965,Calibration
153-ER18,8524.962962962962,8527.916240919789,Calibration
154-ER18,15241.749999999998,9466.340343842297,Calibration
155-ER18,9658.457711442788,9159.82889493127,Calibration
156-ER18,9291.308641975307,8343.006089996488,Calibration
157-ER18,7793.106060606061,6945.940054005783,Calibration
158-ER18,14634.005037783376,8885.928114148555,Calibration
160-ER18,8701.341772151898,8262.500932604438,Calibration
161-ER18,9959.197994987471,6912.291220745392,Calibration
162-ER18,9281.192893401016,7438.285403115267,Calibration
163-ER18,12925.25,10225.672513547659,Calibration
164-ER18,6380.883838383839,8312.372241361518,Calibration
165-ER18,8074.809160305345,8477.099397048383,Calibration
166-ER18,8757.2319201995,9359.299931968839,Calibration
167-ER18,6359.059405940595,8657.958362999329,Calibration
168-ER18,17107.25,10027.933372653439,Calibration
169-ER18,10256.227848101264,10639.44953585125,Calibration
170-ER18,11181.818181818182,10149.014070916804,Calibration
172-ER18,10306.234413965089,8686.949355106655,Calibration
173-ER18,20105.185185185182,7928.003397100838,Calibration
176-ER18,4041.720698254364,10300.500357612153,Calibration
