Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,11,3944.3074,4044.7492,3909.3438,3861.051,3712.0112,3722.4441,3751.2402,3718.9762,3696.4764,3582.9533,3571.4033
1C,8,2501.3472,2538.3247,2574.5461,2551.0678,2557.5924,2508.3307,2450.598,2390.3672,2425.3029,2507.4297,2474.8375
1C,1,2235.3289,2258.2859,2256.1875,2321.4704,2448.1847,2569.0061,2624.4557,2646.1924,2615.0483,2578.1463,2605.2925
1C,7,3527.2996,3364.8159,3417.3488,3469.3791,3550.0843,3354.7066,3273.7772,3310.4486,3370.2,3388.4782,3279.8845
1C,8,2984.5065,3004.3991,3074.8329,3042.2923,3094.9749,3143.5889,2960.0057,2944.5476,3028.1056,3050.9155,3018.3437
1C,2,2402.3586,2308.5237,2373.4059,2532.5071,2656.4447,2667.637,2609.8588,2593.6505,2587.7732,2682.4314,2618.7073
1C,8,3120.7612,3053.2305,3000.2035,2926.0225,2934.0092,2871.1712,2773.7394,2752.3829,2756.1405,2757.1706,2771.2069
1C,1,2065.1506,2127.7918,2232.3441,2344.446,2257.9474,2180.5654,2153.968,2228.2496,2255.1668,2308.1431,2398.4848
1C,8,3820.4013,3684.7444,3594.3534,3499.6273,3465.0407,3412.9848,3309.7283,3247.3356,3381.8015,3450.2657,3331.4374
1C,4,3549.8407,3572.2491,3560.7852,3485.5339,3592.4306,3593.2784,3629.6253,3581.9364,3493.296,3697.3135,3566.0761
1C,1,2268.6379,2301.2876,2274.6719,2324.5773,2386.685,2381.0877,2466.8984,2458.4523,2428.2897,2464.0279,2460.9761
1C,8,3251.1539,3248.9941,3427.6338,3352.1314,3153.9264,3158.0856,3038.9291,2953.7139,3190.1091,3067.2513,3052.9806
1C,1,2859.5658,2891.4123,2908.2257,2874.6712,2938.9465,2951.6496,2880.0728,2922.0802,2962.7898,2922.3091,2983.075
1C,3,2998.4347,2939.9194,2918.7374,2977.6682,2992.2305,3011.4434,2937.4341,2934.2128,2923.0083,2934.4956,2950.6295
1C,7,2764.8649,2847.7538,3034.817,3044.0206,2974.89,2849.3503,2748.3701,2811.4407,2816.6117,2855.9941,2864.6883
1C,7,3316.64,3362.1369,3361.6293,3460.0547,3347.1025,3296.6208,3246.1135,3352.6308,3426.4643,3316.1659,3319.9928
1C,1,2083.3079,2101.1533,2149.775,2141.961,2229.9141,2261.9033,2415.8398,2347.4731,2449.4137,2581.62,2567.3075
1C,9,3299.9121,3265.0166,3223.901,3002.1654,3029.7921,2958.2704,2930.8015,2927.3237,2924.6482,2989.85,2924.9089
1C,2,2749.4155,2699.9082,2749.5377,2880.943,2813.0259,2928.0243,2895.6564,2877.4484,3024.8382,3143.1772,3096.8933
1C,8,3291.2215,3429.9429,3294.8919,3173.6953,2992.9194,2961.5123,2951.0397,2853.2739,2953.487,2992.4076,3132.6105
1C,8,3833.3398,3835.1841,3897.8331,3944.0986,3741.5959,3616.7555,3555.0032,3259.5163,3452.788,3384.4654,3377.3644
1C,2,3112.0833,3061.9224,3070.9465,3114.1726,3091.87,3239.1295,3155.1312,3166.6289,3193.1981,3136.2018,3182.0894
1C,1,2380.9616,2412.8318,2443.1427,2583.9165,2558.4439,2638.3207,2756.2769,2753.7244,2777.098,2696.1957,2677.6418
1C,7,3056.7308,2981.7905,2918.1488,3036.9415,3003.2222,3012.1004,2902.556,3069.6828,3051.1302,3102.557,3057.6781
1C,7,3076.0541,2996.0214,3042.4379,2995.1642,3071.8169,2934.4949,2855.6552,2893.5776,3006.9458,3066.8955,3181.8767
1C,11,3603.9639,3697.8738,3684.2707,3540.4722,3424.0389,3287.0895,3164.3078,3101.3615,3258.9948,3166.9265,3074.6638
1C,11,4096.5734,4025.7695,3950.4631,3674.4545,3702.4232,3720.0989,3526.5898,3641.93,3555.5317,3589.0856,3512.0612
1C,11,3557.5165,3620.3606,3534.8134,3660.7679,3862.1222,3755.964,3763.165,3733.4092,3692.4734,3503.3989,3494.4928
1C,7,3451.722,3467.9736,3434.8474,3510.3157,3532.7754,3588.3381,3426.8409,3518.8786,3761.2208,3603.5818,3564.9994
1C,5,2796.8427,2796.3027,2792.9513,2769.8454,2747.1421,2855.7463,2782.2553,3066.9898,3118.1561,3059.849,3131.4716
1C,11,3033.6055,3072.509,2929.0767,2867.5806,2743.1216,2777.9852,2774.766,2804.0552,2922.193,2666.6592,2654.9921
1C,11,3337.391,3371.0501,3495.153,3378.4907,3469.105,3481.3149,3351.3986,3366.8829,3578.7363,3373.4645,3304.3328
1C,2,2840.8575,2742.8078,2752.5994,2780.1718,2825.6837,2882.0947,2913.3521,2961.0043,2886.1273,2932.5727,2853.5951
1C,2,3308.216,3235.034,3275.3453,3317.9705,3465.5308,3260.3693,3455.7947,3385.8065,3315.3484,3525.9429,3465.7386
1C,9,2872.3621,2903.0778,2791.2854,2845.8754,2902.3125,2916.7334,2771.65,2754.745,2686.3526,2729.5109,2792.6129
1C,8,3875.6452,3917.6752,3643.8675,3596.723,3560.1627,3346.9205,3302.1562,3299.3055,3331.2922,3355.8084,3376.3028
1C,7,3270.3652,3246.9546,3239.5391,3152.8571,3001.9079,2833.0588,2611.9219,2703.583,2720.1922,2738.7885,2761.8838
1C,1,3370.6331,3395.6017,3499.0088,3543.9036,3525.856,3462.8794,3447.9178,3464.0414,3515.7083,3475.8757,3452.075
1C,8,3565.3788,3443.2733,3430.3882,3419.8838,3615.9214,3545.7657,3378.7163,3232.1215,3257.8771,3270.2867,3322.6973
1C,2,3071.4213,2989.5928,3007.5793,3151.7193,3241.5537,3379.1246,3501.7266,3620.6975,3692.9373,3638.3009,3608.404
1C,10,2922.0647,2805.9966,2773.2116,2659.4959,2606.6381,2506.1971,2640.026,2618.8337,2607.6782,2495.5952,2501.9791
1C,4,1993.9821,1951.9523,1918.7836,1914.2922,1965.3093,2011.6197,2021.1165,2042.3732,2067.4954,2058.3876,2223.4712
1C,10,3377.6849,3537.5153,3760.1511,3747.3963,3798.4343,3612.6001,3282.8071,3259.9478,3256.7802,3204.5786,3286.1224
1C,7,2275.7854,2202.2788,2274.5355,2274.3436,2335.9535,2160.3948,2152.7636,2228.4382,2287.1395,2389.2858,2406.6583
1C,8,2686.2959,2751.8055,2586.6041,2613.95,2616.72,2623.6282,2600.4161,2518.37,2573.2977,2648.2839,2829.6494
1C,7,3294.7728,3322.6151,3267.9102,3247.0062,3244.107,3227.5632,3119.2025,3325.6072,3365.6992,3291.5968,3397.0592
1C,9,3024.719,3148.4448,3265.176,3317.8447,3228.6942,3160.0948,2929.3161,2920.6661,2865.3024,2871.5203,2867.1726
1C,7,3460.3491,3439.3309,3483.2709,3560.7433,3476.9981,3414.2539,3302.0229,3394.6532,3373.0027,3432.4781,3412.2356
1C,8,3454.495,3447.1524,3331.3654,3197.692,3194.2174,3204.8129,3335.527,3103.7546,3241.689,3243.4489,3257.4539
1C,6,2578.9624,2619.0257,2663.7601,2503.1866,2478.9218,2425.0283,2455.4232,2460.8903,2609.1753,2679.1053,2595.5334
1C,3,2571.1549,2519.782,2463.8215,2577.9385,2629.2055,2690.8787,2613.6687,2589.4451,2610.7148,2683.8953,2765.6889
1C,2,2355.3505,2352.2,2415.9637,2594.3988,2614.3427,2629.3871,2568.6589,2502.5634,2468.9134,2444.786,2478.6841
1C,6,2137.6426,2125.9473,2145.489,2025.4892,2019.8205,2002.8627,2067.4816,2048.1394,2176.7513,2300.5848,2317.4824
1C,10,3069.6529,3123.0765,3102.3788,3249.289,3166.0786,3188.3031,2996.5699,3062.9547,2996.3368,2901.8821,2927.1379
