Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,1,115.7422,120.0357,122.7738,128.3472,133.0892,135.8209,139.9423,147.4616,157.2822,164.0645,194.6446
1C,4,183.6834,186.7881,185.4737,182.4372,184.1925,183.4019,188.6461,183.5158,197.4414,204.7699,224.379
1C,4,201.5256,196.0599,194.493,191.3456,199.709,202.6284,203.9819,206.4806,210.2229,219.7756,227.2853
1C,3,133.251,130.4321,124.9556,125.74,129.1645,133.1424,139.6186,147.1402,150.7503,172.8248,207.3531
1C,2,121.8528,118.9645,124.0828,130.0747,132.762,134.2886,135.0974,137.0655,140.9867,145.235,162.2415
1C,2,219.5371,217.1645,217.2894,220.5036,227.2506,230.3074,229.421,233.4976,231.0362,251.7716,267.7845
1C,5,222.5521,223.5976,219.7084,219.7385,218.0997,218.3509,224.1935,221.7002,227.2631,238.5623,258.8714
1C,5,217.9436,217.2716,214.2598,212.0059,206.6797,206.8846,206.7777,215.7376,218.8852,238.0209,257.7418
1C,4,208.7432,207.4331,208.0868,206.6957,211.7394,214.4176,213.0521,219.2955,226.6501,229.3499,256.1026
1C,7,220.9339,222.3368,218.5042,220.2214,212.4677,210.1939,204.5304,207.4626,215.1229,221.8339,244.5596
1C,1,123.8852,128.2165,127.4804,131.3349,133.5883,132.9999,132.8723,137.7467,142.1993,151.1017,164.0498
1C,6,179.6418,177.6558,171.1709,163.2964,163.8684,162.9632,170.8155,166.4841,175.0658,176.0941,205.2895
1C,1,196.2151,199.3099,202.4311,204.3232,200.257,203.5394,207.1529,214.1706,219.0345,220.2564,251.4258
1C,2,140.4309,138.2838,139.6951,146.8818,149.6833,152.7831,158.1062,163.2382,173.5216,179.2432,202.2696
1C,1,190.7896,192.8118,198.5895,204.6095,206.6656,210.2761,211.0756,213.2336,218.0758,221.1028,240.456
1C,5,209.7839,208.7435,206.8676,200.6356,200.5979,201.8614,201.8856,201.7101,210.0958,218.4613,242.9848
1C,3,110.9312,110.114,108.8659,111.23,115.7123,117.1981,120.7191,123.9702,127.1994,133.5122,145.6284
1C,2,140.9222,138.2204,146.0936,147.5096,159.57,160.1956,165.4306,170.9529,181.5946,198.8656,214.3896
1C,3,164.5033,164.4424,163.0795,165.0749,166.1509,166.9771,174.0481,182.5767,192.9602,199.8165,224.1077
1C,4,181.5064,182.224,181.401,176.4316,177.7422,178.3731,181.7018,179.764,189.4904,189.7285,203.5177
1C,3,192.8952,192.7489,191.6919,191.9366,193.5931,196.4972,198.3459,200.212,210.2341,209.964,233.8628
1C,2,213.6665,211.7412,216.8532,222.4622,225.1929,222.4057,222.5677,230.4227,232.3259,241.3275,268.2053
1C,7,203.9443,209.63,207.2404,215.2305,213.4889,207.0999,203.5165,209.2972,216.0236,225.1321,242.4086
1C,2,176.3972,173.7469,174.2793,177.7568,181.4814,185.2516,190.0907,193.6876,196.8791,203.5163,228.1065
1C,1,109.3375,110.8468,114.1117,116.1721,117.8737,117.4412,122.7373,124.3076,133.3433,139.5973,153.9779
