Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,5,223.9758,214.3537,210.9145,208.1156,203.8385,204.1644,206.0779,213.1878,215.4687,217.8857,236.3716
1C,2,190.7518,189.5169,193.0255,197.0594,201.1041,205.3814,205.9142,213.3976,220.9862,230.5873,254.9445
1C,1,199.3343,205.9414,207.7848,209.4396,214.198,214.1459,214.8326,215.7018,221.5607,233.8524,257.7673
1C,6,213.0034,215.5454,210.4301,209.7872,207.501,201.9925,216.5257,217.171,210.8662,213.8822,243.8786
1C,5,182.3136,179.7465,178.9864,180.166,178.238,179.4246,181.6783,185.895,192.2727,202.3555,215.3143
1C,6,157.2221,154.5862,155.8214,154.5372,145.0678,140.5419,148.9902,146.8338,159.9233,170.8447,198.1849
1C,1,198.1678,198.3626,203.8792,205.9017,207.9543,208.5714,206.9688,205.2834,211.1547,218.1411,232.7422
1C,3,224.7607,216.8694,212.0737,215.8406,216.8515,218.6719,219.1448,225.8971,230.7364,240.4756,256.0317
1C,1,208.6055,209.384,208.793,209.5144,209.1298,211.0474,211.3251,215.996,218.5126,224.9892,241.5803
1C,2,142.4977,142.0364,145.1546,145.1261,143.9161,145.1585,149.7071,163.186,175.9794,196.0072,213.9076
1C,2,219.9753,206.9585,210.5564,214.6258,217.1988,215.1979,213.4326,213.4139,220.8963,233.9916,245.5146
1C,2,197.9275,196.5275,202.1409,205.3559,207.0029,208.375,213.5688,221.4729,230.1551,239.6568,267.4338
1C,3,186.4366,186.5758,177.9111,181.5719,183.6445,185.727,189.9337,194.6765,205.7033,211.9813,230.3847
1C,1,186.6946,187.1141,194.364,190.4744,198.2901,200.6029,203.5813,206.1251,214.1103,222.0071,242.8099
1C,1,156.0775,162.0474,166.3046,166.4627,162.5375,161.2343,169.5655,173.3969,177.3129,181.0,211.8808
1C,6,145.7331,144.4248,145.9777,146.913,142.4313,142.0155,145.3395,154.0518,158.9811,159.3216,198.5226
1C,6,209.8164,209.3552,209.7123,207.1273,205.3217,202.9462,206.4614,204.202,208.9093,219.3347,228.5853
1C,6,187.8025,192.0049,187.3745,187.4049,183.1736,182.4016,183.8234,190.0116,197.2829,206.4568,227.6789
1C,1,122.5842,123.134,124.2183,129.3869,131.1924,134.2935,136.3373,139.6247,145.8041,147.6322,167.3337
1C,1,146.433,146.4982,149.361,152.7682,149.3342,151.0464,153.4752,157.0739,161.7327,167.0456,201.5369
1C,1,203.885,204.9352,205.1232,205.7576,209.2036,208.2281,209.2676,215.1596,217.2988,229.3483,249.1521
1C,3,161.0202,160.2435,158.0295,163.0236,166.2812,168.182,171.047,176.8822,183.6573,195.0325,230.987
1C,1,197.3426,198.6315,199.7708,198.4444,211.0062,212.6775,215.2801,215.7364,220.591,225.027,248.7008
1C,3,188.9098,190.2668,179.5915,180.2092,180.6302,181.2287,184.1947,182.3715,198.0301,205.7953,235.1431
1C,1,102.1335,103.0524,104.1843,108.6108,109.5989,112.6465,115.2591,120.3549,121.2118,122.7313,130.7462
1C,2,135.5051,133.122,135.7592,136.74,138.3451,141.2432,146.0527,153.1344,165.3043,178.7338,203.9138
1C,2,194.1893,190.452,194.7883,201.2686,205.2541,210.4163,213.637,213.1935,211.4082,220.5983,241.9997
1C,1,182.1297,186.059,186.5579,183.3501,184.3434,185.8933,187.4416,189.6747,198.8028,205.6075,218.6731
1C,6,235.391,231.2866,227.8657,222.8595,218.3774,215.7331,218.4832,217.0574,231.0003,247.6104,269.2101
1C,1,181.5074,181.8918,186.6176,193.0752,196.9039,197.6789,197.2674,201.3546,206.5648,220.3387,240.5076
1C,1,133.2242,134.2378,135.3895,142.885,144.5548,147.6658,153.2511,163.4894,172.9097,181.8471,201.3414
