Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,3,1760.726,1745.8597,1739.4372,1744.6246,1770.0174,1777.5638,1810.7351,1824.8664,1839.2157,1856.975,1876.7314
1C,4,1907.0724,1911.387,1900.6147,1893.5418,1898.4014,1912.7218,1917.2163,1940.2383,1968.7008,1992.1477,2010.7748
1C,2,1969.2032,1920.7706,1957.4672,1964.2977,1974.5973,1991.8702,1994.3939,2002.946,2025.6655,2043.7573,2077.7033
1C,1,2026.4518,2026.8939,2040.7457,2051.002,2068.3711,2084.8592,2121.8996,2144.6266,2171.9498,2225.1607,2258.9953
1C,2,2001.1353,1989.1785,1999.0005,2002.8683,2015.9207,2017.2764,2020.9187,2023.6482,2046.898,2087.5597,2118.8964
1C,7,1722.9182,1704.9569,1692.0542,1678.0489,1674.7145,1672.3314,1665.0859,1670.6808,1685.4085,1730.0037,1768.8033
1C,2,1463.657,1460.4258,1474.5258,1478.5024,1484.3015,1500.2159,1509.5233,1522.2284,1548.7211,1591.9332,1625.562
1C,3,1515.4435,1494.3603,1482.0393,1487.9326,1490.9796,1488.0296,1489.1396,1497.2904,1508.0925,1526.0235,1580.5341
1C,3,1650.5707,1624.3352,1597.4559,1611.5086,1615.1534,1635.0801,1664.6331,1692.8445,1717.5552,1746.1442,1779.809
1C,4,1690.5571,1685.7747,1664.5027,1663.9187,1677.6681,1692.858,1726.7859,1741.5784,1760.4333,1790.8188,1807.792
1C,3,2185.641,2127.2954,2122.3955,2145.2867,2154.3222,2141.3687,2161.5509,2186.0874,2232.8478,2285.4601,2334.6182
1C,2,2041.657,2030.3106,2049.9545,2052.1246,2061.835,2066.1147,2086.8901,2108.762,2140.8624,2189.6911,2230.553
1C,6,2057.4686,2039.8299,2032.5471,2028.0676,2014.2708,2009.0469,2024.4478,2043.3242,2059.9124,2097.8895,2120.9075
1C,4,1887.2217,1849.8861,1849.5895,1843.6217,1862.6137,1864.0695,1875.4497,1890.1996,1906.8817,1939.8629,1952.9454
1C,4,1475.1668,1458.6126,1460.2748,1455.9125,1466.6812,1477.4645,1510.2996,1552.2538,1573.7616,1609.0457,1624.1446
1C,4,1926.8396,1882.0147,1885.8561,1874.9497,1875.0184,1878.5193,1901.9534,1930.9523,1952.0523,1986.2604,1985.4536
1C,2,1763.0639,1740.4274,1760.1269,1759.0106,1778.6232,1791.0657,1815.961,1840.7875,1873.8963,1918.1251,1933.9552
1C,2,1516.4642,1513.384,1531.5896,1538.4336,1542.1161,1581.0738,1592.7267,1609.1719,1617.2551,1654.4655,1684.0828
1C,3,1876.287,1862.8163,1860.6957,1861.1071,1878.2577,1889.0162,1908.9425,1919.3522,1934.8614,1961.286,1980.8465
1C,3,1662.2627,1646.2074,1640.2426,1641.2873,1660.6615,1667.5135,1669.656,1674.523,1691.5752,1719.3952,1740.6817
1C,2,2034.4548,2029.251,2030.4122,2048.2421,2075.923,2066.543,2090.809,2116.8427,2136.8659,2194.4374,2244.8342
1C,4,1759.2128,1737.6122,1734.2447,1725.6665,1729.4657,1739.1007,1759.6869,1786.2792,1814.2938,1841.3736,1862.207
1C,1,2016.1027,2020.2526,2026.4693,2036.9022,2047.9094,2035.7471,2029.6564,2036.5422,2056.8726,2076.1194,2093.3563
1C,3,1851.5031,1841.9042,1806.4294,1826.4402,1865.9237,1857.6002,1874.5447,1881.4417,1897.4674,1934.592,1970.5277
1C,2,1714.4066,1711.3669,1717.9298,1736.566,1749.5983,1774.7534,1763.5417,1774.4379,1799.4155,1823.8976,1847.8341
1C,7,2038.0979,2053.0733,1973.2566,1970.4246,1959.9586,1931.9868,1928.7871,1932.9424,1948.8333,1981.36,2010.833
1C,6,1753.9575,1703.3943,1699.6356,1696.6241,1710.5385,1695.691,1715.2371,1731.4496,1768.1957,1794.5659,1811.6313
1C,8,1684.0364,1655.9238,1648.7237,1655.0991,1661.5684,1637.5178,1625.2911,1625.0399,1626.3353,1661.2689,1680.6601
1C,6,1905.9408,1892.0742,1884.6489,1883.4639,1888.6216,1883.2394,1886.5962,1906.7172,1927.0353,1982.3249,2016.4898
1C,2,2021.5121,1967.4854,1998.3882,1990.2023,2005.5207,2017.713,2028.7013,2045.8996,2076.6621,2114.7567,2145.3112
1C,7,1653.0221,1613.6486,1602.7251,1593.9121,1588.3173,1595.7376,1580.1281,1596.6195,1600.3327,1619.2336,1618.7639
1C,2,1819.9888,1817.8729,1819.6417,1827.7389,1836.2822,1869.6608,1862.7472,1872.4982,1899.139,1924.911,1960.5777
1C,4,1941.4454,1923.5555,1921.6645,1914.0798,1931.0073,1939.7455,1958.8958,1978.5361,2000.0123,2051.7169,2083.0356
1C,1,1921.9336,1925.3573,1926.316,1956.0783,1972.5943,1979.2171,1971.1467,1985.3562,2002.67,2025.5333,2052.5404
1C,7,1918.0098,1881.108,1858.7553,1822.6972,1832.5295,1826.0909,1822.3201,1844.2335,1870.957,1899.428,1913.4916
1C,4,1669.2959,1649.8068,1651.4081,1647.063,1661.9304,1664.213,1683.8729,1703.803,1742.2046,1781.8643,1804.2117
1C,4,2021.4364,2037.3389,2023.3531,2003.7961,2056.3317,2038.4785,2066.3123,2092.645,2120.0742,2150.6281,2180.4265
1C,2,2067.6793,2043.0251,2067.2277,2082.488,2084.736,2057.5814,2059.3815,2079.4627,2112.1372,2138.1906,2158.0264
1C,4,2026.8162,2009.6182,2009.77,1988.8235,1988.9651,2002.6492,2032.086,2064.9619,2105.8565,2135.7166,2169.8519
1C,3,1912.5077,1898.9196,1897.246,1938.6242,1956.1649,1951.063,1963.1623,1984.4299,2019.5096,2056.4299,2089.5521
1C,3,2075.6438,2060.3646,2046.7829,2057.2611,2061.4006,2056.2226,2049.0583,2064.1275,2083.4151,2120.1248,2151.349
1C,7,1741.4992,1695.4695,1699.5688,1708.5475,1717.4415,1691.5995,1684.2669,1686.3413,1691.8021,1712.6055,1726.3944
1C,4,1826.5991,1797.7291,1805.2954,1793.0081,1808.8606,1822.1314,1852.6415,1873.4216,1904.102,1939.1814,1963.8142
1C,1,1720.7844,1730.1758,1740.5536,1751.0376,1796.2461,1794.8667,1804.9383,1828.2449,1877.146,1935.3791,1975.1138
1C,7,1839.6271,1834.7299,1842.8709,1837.9944,1831.7531,1809.0382,1799.3548,1803.9494,1824.4298,1857.3463,1886.8982
1C,4,1933.7272,1924.298,1909.2257,1880.7853,1901.4487,1903.3162,1937.358,1949.3976,1977.6259,2007.5882,2021.3608
1C,7,2080.1068,1992.6725,1978.5668,1987.0375,1988.5578,1958.9539,1957.2808,1973.2626,1993.7535,2016.9163,2040.9471
