Chem,# LV Selected,LV-2RMSE,LV-3RMSE,LV-4RMSE,LV-5RMSE,LV-6RMSE,LV-7RMSE,LV-8RMSE,LV-9RMSE,LV-10RMSE,LV-11RMSE,LV-12RMSE
1C,8,2587.614,2582.1014,2588.4402,2573.8331,2571.0141,2572.8521,2559.1347,2550.7372,2553.895,2571.4384,2716.8553
1C,4,2348.5814,2363.2036,2329.0051,2299.7126,2334.0536,2364.1852,2394.5609,2337.9877,2376.4127,2445.9773,2581.64
1C,4,2211.8987,2209.0341,2186.3607,2177.0685,2199.7416,2199.0986,2224.3234,2196.2562,2213.7351,2235.1095,2366.1226
1C,7,2469.0644,2485.9809,2452.2946,2418.5842,2424.6235,2417.1774,2382.2646,2403.1439,2395.4158,2491.4566,2658.4807
1C,5,2447.7506,2431.0264,2418.6806,2389.7456,2374.5954,2380.8389,2390.765,2393.7888,2393.9522,2463.8607,2597.2231
1C,8,2372.014,2365.8394,2270.1555,2207.0961,2207.7144,2179.7155,2155.1436,2154.0741,2162.4837,2196.941,2368.3677
1C,4,1938.0686,1921.268,1885.4187,1857.0649,1876.465,1917.9061,1938.3917,1909.5877,1927.9942,2015.861,2056.8337
1C,9,2150.1673,2162.5368,2141.4172,2129.6524,2102.5276,2007.3181,1975.7384,1953.9089,1942.4184,1959.0983,2140.9503
1C,3,2303.6234,2291.1544,2278.2065,2322.7629,2376.1049,2389.7259,2334.7302,2297.5583,2316.4293,2362.4253,2496.5946
1C,9,2795.22,2721.1585,2689.2009,2690.9117,2705.7312,2678.4349,2656.0803,2624.674,2624.0601,2646.6306,2745.6429
1C,4,2475.1993,2493.0253,2433.7154,2335.237,2356.6758,2393.6048,2398.476,2398.3688,2416.0146,2465.1578,2595.1691
1C,9,2488.2521,2473.6887,2464.3882,2463.7701,2484.2398,2491.2303,2472.4149,2471.3192,2459.8605,2481.5056,2626.5374
1C,8,2655.0973,2642.3361,2626.1753,2611.9496,2633.1714,2638.365,2620.1716,2578.206,2585.6838,2649.542,2790.8501
1C,8,2284.7964,2286.1324,2292.6947,2311.7086,2293.4781,2288.1134,2278.5552,2273.5496,2300.0759,2353.6699,2448.9975
1C,8,2499.9024,2559.7211,2558.6275,2528.1607,2511.8156,2491.1809,2429.3748,2388.5302,2399.6325,2416.8049,2583.4754
1C,9,2391.8728,2382.0137,2390.8556,2363.0152,2342.1325,2249.9859,2192.0405,2175.7914,2172.7259,2197.6182,2329.1311
1C,9,2475.341,2473.3703,2448.706,2426.6782,2377.4071,2365.5741,2365.9576,2346.889,2336.4246,2384.7007,2504.5771
1C,4,2658.8653,2652.0524,2577.5061,2544.8059,2560.2142,2581.9749,2568.8707,2559.0147,2564.5422,2617.3026,2740.0563
1C,8,2499.439,2495.5277,2463.6023,2430.0535,2438.7363,2424.4435,2407.3462,2388.584,2403.7671,2468.412,2552.6028
1C,4,2319.4117,2350.5844,2281.6675,2271.8682,2311.2413,2318.4466,2304.0229,2308.5237,2318.2726,2373.1924,2458.0356
1C,9,2214.2783,2166.6039,2170.5163,2169.5543,2209.9522,2185.8202,2188.482,2145.6436,2130.8105,2150.0829,2290.6097
1C,8,2646.952,2699.3187,2625.8949,2561.7965,2607.2321,2627.9195,2561.6547,2528.9794,2533.489,2557.2168,2646.6694
1C,3,2035.2469,2014.2664,1983.153,1989.6952,2033.6078,2099.993,2113.1392,2099.5414,2143.1389,2205.5133,2329.0423
1C,4,2162.611,2166.3363,2190.0355,2156.3343,2172.8484,2230.7766,2249.4247,2272.1982,2317.6394,2364.1562,2465.6424
1C,4,2319.9765,2351.7432,2315.7752,2294.4319,2327.0362,2351.5966,2349.1499,2345.7794,2353.5169,2407.6369,2532.8577
1C,4,1864.2026,1898.2733,1895.7684,1863.4273,1884.3036,1897.5749,1890.5819,1909.2864,1917.3209,1979.1213,2132.3634
1C,8,2609.3635,2596.1918,2585.1515,2501.4848,2486.2472,2483.4356,2463.7727,2449.9299,2452.4251,2516.9117,2649.0026
1C,5,2118.401,2104.9206,2093.3304,2065.8337,2064.9591,2082.1573,2099.5051,2096.9426,2112.4515,2156.8904,2244.3539
